Name	Brain - Nucleus accumbens (basal ganglia)
HNRNPA1P63	0
ACOT11	1.15482
FAM151A	0.210775
RP11-240D10.4	0.0623917
MROH7	4.77421
PARS2	2.57896
TTC22	3.0253
RP11-67L3.2	0.0200803
LEXM	0.768953
RP11-67L3.5	0
RP11-67L3.4	0.128406
TMEM61	0.461343
BSND	0.115028
PCSK9	0.224843
RP11-101C11.1	0
GYG1P3	0
MIR4422	0
GOT2P1	0
MTCO2P34	0
RN7SKP291	0
RNU6-830P	0
Y_RNA	0
RP11-90C4.1	0.0090745
LINC01753	0
PIGQP1	0
LINC01755	0
RP1-158P9.1	0
RPSAP20	0
RP11-504A18.1	0.116338
LINC01767	0
RPL21P23	0
RPL23AP85	0
RP11-377K22.2	0
PRKAA2	2.20935
C1orf168	0.0059631
RP11-378I13.1	0
C8A	0
C8B	0
RP5-1103B4.3	0
DAB1	1.31199
RP6-102O10.1	0
RPS20P5	0
DAB1-AS1	0
HNRNPA1P6	0.0195255
RPS26P15	0.0654701
RP11-393I23.4	0
RP11-393I23.3	0
RP11-414C16.1	0
OMA1	3.40119
RP4-592A1.4	0
RN7SL713P	0
TACSTD2	0.273189
RP4-592A1.2	0.124053
MYSM1	4.58287
RP11-63G10.4	0
LINC01135	0.741813
RP11-63G10.3	0.135398
RP11-63G10.2	0
RP4-794H19.1	1.48441
LINC01358	0.0475911
PHBP3	0
RP11-145M4.1	0
RP11-145M4.2	0
HSD52	0.0159457
RP11-467C18.1	0.681982
FGGY	1.29403
MIR4711	0
RP4-782L23.2	0.0879596
HOOK1	4.8956
RN7SL475P	0.0269268
C1orf87	0.981749
PGBD4P8	0
RP11-575B7.3	0
LINC01748	1.06127
RP11-436K8.1	0.738178
NFIA-AS2	0.47293
RP4-802A10.1	0
NFIA-AS1	0.0292335
RP11-430G17.1	0
RP11-430G17.3	2.30353
PATJ	2.53997
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0
RN7SL180P	0.0837027
MIR3116-1	0
PIGPP2	0
RPS15AP7	0
L1TD1	0.0432167
RP5-1155K23.4	0
KANK4	0.354031
RNU6-371P	0
DOCK7	4.68232
RP11-293K19.1	0
ANGPTL3	0.0315338
RP5-849H19.3	0
RP5-849H19.2	0
RP11-230B22.1	0.637292
RP4-771M4.3	0.0812978
RP4-771M4.2	0
LINC01739	0.0828117
RP11-5P4.2	0
RP11-5P4.3	0
RP11-335E6.2	0
LINC00466	0.0111444
RNA5SP49	0
RP11-335E6.3	0
RPSAP65	0
FOXD3-AS1	0
FOXD3	0
MIR6068	0
Y_RNA	0
RP4-792G4.3	0
ALG6	2.41602
ITGB3BP	1.95746
EFCAB7	4.07587
RN7SL488P	0
RNU7-123P	0
DLEU2L	0.262351
RN7SL130P	0.220673
ROR1	0.301687
RP4-597J3.1	0
CFL1P3	0
RNU6-809P	0
Y_RNA	0
ROR1-AS1	0
UBE2U	0
RNU7-62P	0
MIR4794	0
RP11-182I10.1	0
RP11-182I10.2	0
LINC01359	0.53028
SLC2A3P2	0.0743751
RP4-535B20.4	0.485067
RNU6-1176P	0
MIR3671	0
MIR101-1	0
RP4-535B20.1	0.317017
RP4-535B20.2	0
MRPS21P1	0
RPS29P7	0
RP5-1044H5.1	0
COX6CP13	0.135723
RNU2-15P	0
RP4-630A11.3	0
LEPR	1.45961
RP11-430H12.2	0
RN7SL854P	0
RP11-397C12.1	0
RNU4-88P	0
MIR3117	0
RP4-598P13.1	0.0797193
TCTEX1D1	1.42238
INSL5	0.373369
WDR78	0.849697
RP11-342H21.2	0
SLC35D1	4.74483
C1orf141	0.120036
SNORA31	0
RP4-547N15.3	0.365946
IL23R	0
RNU6-586P	0
RNU4ATAC4P	0
RP11-131O15.2	0
IL12RB2	0.0629743
RNU6-387P	0
LINC01702	0
RNU6-1031P	0
RP11-393N21.1	0
RN7SL392P	0
HNRNPCP9	0
RNU7-80P	0
GNG12-AS1	0.142399
RP4-609E1.2	0
ARL5AP3	0.146686
CTBP2P8	0.136486
MIR1262	0
RPS7P4	0.0857955
COX6B1P7	0
ELOCP18	0
RP5-1033K19.2	0
RPE65	0.0616171
DEPDC1	0.032565
RP4-694A7.2	0
DEPDC1-AS1	0
TXNP2	0
LINC01707	0
RP11-74K19.1	0
LINC01758	0
SGO1P1	0.0506879
RN7SL538P	0.309598
PIN1P1	0.0467543
RP11-181B18.1	0.186257
RN7SL242P	0
RP4-677H15.4	0
RP11-180O5.2	0.193362
CTH	3.04706
Metazoa_SRP	0
RP11-42O15.3	1.3513
RP11-42O15.2	0
CASP3P1	0
LINC01788	0
RP11-99H8.1	0
PTGER3	0.0442952
RP3-333A15.1	0
RP3-333A15.2	0
ZRANB2-AS1	0.0550028
MIR186	0
ZRANB2-AS2	0.0697775
RP11-115M14.1	0
RP11-82L20.1	0
RP11-175G14.2	0
NEGR1-IT1	0
GDI2P2	0.0885037
RPL31P12	0.0733835
RNU6-1246P	0
RP4-660H19.1	0
RP11-262K1.1	0.0190979
RP11-25L19.1	0
KRT8P21	0
RN7SKP19	0
LINC01360	0
RP4-788P17.1	0
RNA5SP50	0
RNU4ATAC8P	0
LRRIQ3	0.103096
FPGT	2.22295
TNNI3K	2.52669
RP11-439H8.4	0.0522497
RP4-650F12.2	0.211638
LRRC53	0.0310387
ERICH3-AS1	0
RP11-17E13.2	1.54169
RP11-93N20.1	0
RP11-510C10.4	0.564259
RP11-510C10.2	0.58138
LHX8	0.609293
RP11-510C10.3	0.147187
RNU6-622P	0
SLC44A5	0.600582
RP11-87O11.1	0
RNU6-503P	0
RP4-595K12.1	0
RP4-595K12.2	0
RP4-682C21.5	0
DLSTP1	0.523455
MSH4	0.225676
ASB17	0
RP11-550H2.1	0
RP11-550H2.2	0
ST6GALNAC3	1.84195
RP11-335E14.1	0
RP5-1102E8.3	0.157299
TPI1P1	1.80566
RNU6-161P	0
RP11-415A20.1	0.0600664
MIR7156	0
RP4-564M11.2	0.300294
RP4-706A16.3	2.15766
RP11-363H12.1	0
RP11-375A5.1	0.0883061
RNU7-8P	0
ZZZ3	4.63833
RNA5SP20	0
RN7SL370P	0
ACTG1P21	0
RNA5SP21	0
RP11-181C21.4	0.104984
NSRP1P1	0.162874
HSPE1P25	0
NEXN-AS1	0.188035
NEXN	1.25256
RP11-386I14.4	0.560443
RP11-386I14.2	0.0997382
GIPC2	0.674895
RNU6-1102P	0
RP11-386I14.3	0
RNA5SP22	0
RNFT1P2	0
MGC27382	0
PTGFR	0.300041
RP11-472F19.1	0
RNA5SP23	0
IFI44L	3.93739
RP4-641G12.3	0
RP4-641G12.4	0
ADGRL4	2.49924
PSAT1P3	0.00812331
RP4-726F1.2	0
RP4-726F1.1	0
ADH5P2	0
RP11-339A11.1	0
RP11-339A11.2	0
RP11-339A11.3	0
HMGB1P18	0
RP11-339D23.1	0
HNRNPA1P64	0
RP11-115A15.4	0
RP11-115A15.2	0
RP5-933B4.1	0
LINC01781	0
MTND2P30	0
RPL7P10	0
RP3-445O10.1	0
RN7SKP247	0
HNRNPA3P14	0
RP5-837I24.1	0
RP5-837I24.6	0
RP5-837I24.2	0
MED28P8	0.277922
RP5-837I24.4	0.121446
RP5-837I24.5	0
ST13P20	0
RP11-147G16.1	0
LINC01362	0
LINC01361	0.273656
LINC01712	0
LINC01725	0.0623446
RP5-836J3.1	0.143067
TTLL7-IT1	0.035586
RP4-552O12.1	0
RP11-486G15.2	4.23646
RP11-486G15.1	0
RP11-82H13.2	0.355527
SNORA2	0
SAMD13	0.922313
RP11-376N17.4	0
UOX	0.441774
DNASE2B	0.787308
SPATA1	0.662645
CTBS	1.68767
LINC01555	0.0172241
RP11-484D4.3	0
LPAR3	1.43261
MCOLN2	0.150039
WDR63	0.0952933
MCOLN3	0.240093
MIR4423	0
RP11-33E12.2	1.56439
SYDE2	0.251827
Y_RNA	0
BCL10	3.19294
RP11-131L23.1	0.100602
Y_RNA	0
RP11-131L23.2	1.08048
RP4-621F18.2	0.11016
RP11-290M5.4	0.223468
SNORD81	0
RP11-290M5.2	0
COL24A1	1.22925
RNA5SP51	0
RP4-682E18.1	0
ODF2L	4.01975
MIR7856	0
RP11-444C12.1	0
CLCA2	0.103082
CLCA1	0.0132447
CLCA4	2.43512
CDCA4P2	0
RP4-651E10.4	0.697138
CLCA3P	0
RP4-612B15.3	3.07161
RP4-612B15.2	0.0504519
RP4-604K5.3	0.0342974
RP11-384B12.2	0
RP11-384B12.3	0
LINC01140	1.2086
RP5-1043L3.1	0.00483088
LINC01364	0.0503
RNA5SP52	0
RP11-60A14.1	0.0261978
LINC01773	0
CTA-21C21.1	0
RN7SL583P	0.427784
RP11-76N22.1	0.0641292
uc_338	0
PKN2-AS1	0.188342
RPL36AP10	0
RNU6-125P	0
ELOCP19	0.289469
RP11-82K18.2	0.243369
GBP3	2.05341
Y_RNA	0
GBP1	1.92026
GBP2	1.62199
GBP7	0.0495449
GBP4	1.94306
GBP5	0.0957662
RP4-620F22.3	0.0665673
RP5-908D6.1	0
GBP6	0.0844233
CAPNS1P1	0.101089
GBP1P1	0.326374
FLJ27354	2.77096
RP11-413E1.4	0
LRRC8C	2.20089
RP11-413E1.2	0
RP5-943J3.1	0.349351
RP5-943J3.2	1.11804
RP11-302M6.5	0.103054
RN7SKP272	0
GEMIN8P4	1.97061
RNU6-695P	0
RP5-827O9.1	0
U3	0
BARHL2	0
RP4-665J23.1	4.12896
LINC01763	0.0647171
RP4-665J23.4	0
PHKA1P1	0.153362
ZNF644	4.77329
RPL5P6	0
HFM1	0.676034
Y_RNA	0
FEN1P1	0
CDC7	4.4754
WDR82P2	0
RP11-91I11.1	0
HSP90B3P	0.0145599
TGFBR3	2.6152
RN7SL653P	0
BRDT	0.0794045
LPCAT2BP	0.0260085
SETSIP	0.176106
BTBD8	0.359031
GAPDHP46	0
PRKAR1AP1	0
RP4-775D17.1	0
C1orf146	0.120655
ACTBP12	0
RPAP2	2.7303
RN7SL824P	0
GFI1	0.0568205
EVI5	3.28996
RP4-593M8.1	0
HMGB3P9	0
RNU4-59P	0
RP11-330C7.3	0
RP11-330C7.4	0
CCNJP2	0
SNORD21	0.417864
SNORA66	0.604973
SNORA51	0
RP11-386I23.1	0.150065
RNU6-970P	0
RN7SL692P	0
RNU6-210P	0
RN7SKP123	0
Y_RNA	0
CCDC18	1.14142
RP4-612C19.1	0
RP4-612C19.2	0
CCDC18-AS1	4.1685
RP4-717I23.2	0
RP4-713B5.2	1.05715
Y_RNA	0
RNA5SP53	0
RP5-1033H22.2	0.0845037
RP11-488P3.1	0.0871519
MIR760	0
RP4-561L24.3	2.02617
CHCHD2P5	0
MTND4P11	0
MTND3P21	0
MTCO3P21	0
MTATP6P13	0
RP5-837O21.8	0
MTCO2P21	0
MTCO1P21	0
RP5-837O21.2	0
ABCA4	0.0796084
RP11-78O9.1	0
ARHGAP29	1.86712
RN7SL440P	0
RP11-148B18.1	0
GAPDHP29	0
RP11-148B18.4	0
RP11-366L18.1	0
RP11-86H7.6	0.0768328
SLC44A3-AS1	0.622789
KATNBL1P2	0
MIR378G	0
ALG14	1.91873
RP11-313A24.1	0.072189
RP11-57H12.2	0
Y_RNA	0
RP11-57H12.3	0.33775
RP11-57H12.5	0.281079
LINC01760	0
LINC01650	0
RP11-14O19.2	0
LINC01761	0
RP11-286B14.1	0.051073
RP11-286B14.2	0
RP11-147C23.1	0
RNU1-130P	0
LINC01787	0
RP4-736I12.1	0
UBE2WP1	0
EEF1A1P11	0.664929
RN7SL831P	0
NDUFS5P2	0
RPL7P9	3.0833
RN7SKP270	0
PTBP2	4.90951
DPYD	1.61137
DPYD-AS1	0
DPYD-IT1	0
SEC63P1	0.145857
RPL26P9	0
RP11-272L13.2	0
DPYD-AS2	0
RP11-272L13.4	0
LINC01930	2.16988
RP11-490G2.2	1.45314
MIR137HG	0.956827
NFU1P2	0
LINC01776	0.0434797
RP11-296E3.2	0.253719
RP5-896L10.1	0.519404
RP11-234N17.1	0.39165
RP4-735N21.1	0
LINC01708	0
HMGB3P10	0.359672
FRRS1	0.0711811
RNU4-75P	0
Y_RNA	0
RP4-581O6.1	0
RP5-884G6.2	0.490518
SLC35A3	1.82495
RNU6-750P	0
RNU6-1318P	0
RP4-714D9.2	0
SASS6	0.949339
RP4-714D9.4	0
TRMT13	3.63216
LRRC39	2.35995
DBT	4.34317
RPL23AP90	0
BRI3P1	0
RP11-305E17.4	0.104752
RTCA-AS1	1.94796
MIR553	0
RP5-837M10.1	0
RP5-837M10.2	0
CDC14A	1.64052
BCAS2P2	0
RP5-837M10.4	0
RP11-84O12.2	0
LINC01349	0
RP11-84O12.3	0
VCAM1	3.05576
SLC30A7	2.13877
HNRNPA1P68	0
RP11-421L21.2	0.112818
RP11-421L21.3	4.07582
SCARNA16	0
RP5-1033H2.1	0
RP4-575N6.4	1.32963
RP4-575N6.5	0.470025
RP4-575N6.2	0.28228
PPIAP7	0
LINC01307	0
LINC01709	0
RNU6-965P	0
RPSAP19	0.417205
RNU6-352P	0
RP11-82O2.2	0
DNAJA1P5	0
RP11-202K23.1	0
RP5-936J12.1	0
SOD2P1	0
RP11-153F1.2	0
RP11-153F1.1	0.170435
RN7SKP285	0
AMY2A	2.32235
AMY1A	0
RP5-1108M17.5	0
AMY1B	0.0312157
AMYP1	0.0278406
AMY1C	0
RP11-97C18.1	0
RP11-364B6.2	0
FTLP17	0
CDK4P1	0
LINC01676	0
SEPT2P1	0
RP11-90H3.2	0
RP11-90H3.1	0.0369367
LINC01677	0
RP5-947P14.1	0
RP5-947P14.2	0
RP11-478L17.1	0
RP11-110F24.1	0
MTATP6P14	0
MTCO1P14	0
LINC01661	0
NTNG1	1.59524
RP11-270C12.3	1.98315
VAV3	1.8225
MIR7852	0
VAV3-AS1	0.0437435
RP11-356N1.2	0.0260948
SLC25A24	1.17608
RP11-483I13.6	0.231449
NBPF4	0.0119896
RP11-483I13.2	0
SLC25A24P1	0.0718347
NBPF5P	0
SLC25A24P2	0
RP11-131J3.1	0
NBPF6	0.0105539
RP5-964H19.4	0
ST13P21	0
RP5-964H19.2	0
FAM102B	3.98333
FNDC7	0.0964766
RP11-293A10.3	0
RP11-475E11.2	0
AKNAD1	0.0828987
SPATA42	0.0467887
RP5-1065J22.2	0
RP11-20O24.4	1.25819
RP11-20O24.1	0.126912
RANP5	0
RP5-1065J22.8	0.911298
SCARNA2	0
RP5-1065J22.4	0.133519
KIAA1324	4.99662
MYBPHL	0.418044
SYPL2	0.794818
CYB561D1	4.99273
GPR61	2.37089
GNAI3	2.3144
RNU6V	0
RP5-1160K1.6	0.830318
RPL7P8	0.0777824
AC000032.2	0
RP4-735C1.4	1.11256
EPS8L3	0.0172155
NDUFA5P10	0
LINC01768	0
RP11-195M16.1	0
RP11-195M16.3	0
RP4-773N10.4	2.86689
ALX3	0.12492
LINC01397	0.17614
UBL4B	0.269849
RP5-1028L10.1	0
RP5-1028L10.2	0
KCNC4-AS1	0.161196
KCNC4	1.33414
RP5-1003J2.4	0
SNORA25	0
RP5-1074L1.1	0.100872
RBM15	1.27374
LAMTOR5-AS1	0.27228
SLC16A4	1.78792
PROK1	0.193028
RP11-470L19.6	0
CYMP	0
CYMP-AS1	0
KCNA10	0
KCNA3	1.10434
Y_RNA	0
NRBF2P3	0
OR11I1P	0
RP11-96K19.4	0.0354118
RP11-96K19.2	0.396137
RP11-96K19.5	0.388082
CCNT2P1	0
RNA5SP54	0
CEPT1	3.11443
DENND2D	0.251583
CHI3L2	0.665177
CHIAP1	0.0211757
CHIAP2	0
CHIA	0
RP5-1125M8.2	0
RP5-1125M8.3	0
PIFO	4.64765
CHIAP3	0.0233696
HIGD1AP12	0
PGCP1	0.0136008
RP11-552M11.8	1.91883
UBE2FP3	1.70012
RP11-552M11.4	0.849406
Y_RNA	0
C1orf162	3.22894
TMIGD3	3.36315
RNU6-792P	0
ADORA3	2.16719
LINC01160	0.343769
KRT18P57	0
RNU6-151P	0
FAM212B	3.83759
FAM212B-AS1	0.485121
DDX20	2.72913
KCND3-IT1	0
KCND3-AS1	0
LINC01750	4.28456
RP5-965F6.2	0.145828
TXNP3	0
snoU13	0
CTTNBP2NL	4.15059
MIR4256	0
WNT2B	2.99522
RP4-671G15.2	3.41185
ST7L	2.3171
MRPL53P1	0
RNU7-70P	0
RP11-426L16.3	0.113742
PPM1J	3.30202
RP11-426L16.9	0
FAM19A3	0.119996
NUTF2P4	0
LINC01356	0.403989
RP3-522D1.1	1.10944
RP3-522D1.2	0
AKR7A2P1	0.136295
SLC16A1-AS1	0.564676
RP11-31F15.2	1.15348
LRIG2	3.34484
RP11-389O22.4	0
RP11-389O22.5	0
MAGI3	3.2421
RP11-512F24.1	0.126647
MTND5P20	0
PHTF1	4.78136
RP4-730K3.3	1.12098
RSBN1	4.5165
RP5-1073O3.2	0
PTPN22	0.182189
AP4B1-AS1	0.9619
BCL2L15	0.500358
DCLRE1B	2.4998
HIPK1-AS1	0.456793
OLFML3	2.65643
RP4-590F24.1	0
RP4-590F24.2	0.0234805
RP4-543J13.1	0
MRPL57P1	0
RP4-591B8.3	0
RP4-591B8.2	0
EIF2S2P5	0
Y_RNA	0
PKMP1	0.0883443
DENND2C	0.807567
AMPD1	0.0228801
RN7SL432P	0
RNY1P13	0
NR1H5P	0
SYCP1	0
TSHB	0
TSPAN2	0.801893
LINC01765	0
RP4-663N10.1	0
NGF	0.806706
RP4-663N10.2	0
RP4-663N10.3	0
ELOCP20	0
CNOT7P2	0
RP11-710N8.3	0
RN7SL420P	0
SNORA42	0
VANGL1	0.535741
CASQ2	1.4278
NHLH2	0.200204
HNRNPA1P43	0
RP11-12L8.2	0.827908
LINC01649	0.588203
SLC22A15	4.63429
RP11-159M11.2	0
MAB21L3	0.0443239
LINC01779	0
U3	0
ATP1A1-AS1	0.8035
RNU6-817P	0
LINC01762	0.0461833
RP4-655J12.5	0
Y_RNA	0
RP5-1086K13.1	0.17938
CD58	2.97979
NAP1L4P1	0.113961
MIR548AC	0
IGSF3	3.03594
MIR320B1	0
C1orf137	0
GAPDHP64	0
NEFHP1	0
CD2	0.117387
FTH1P22	0
RP4-753F5.1	0.855132
RNA5SP55	0
CD101	0.288115
RP11-27K13.3	0.0657602
TTF2	1.22273
MIR942	0
TRIM45	3.54661
RPS15AP9	0
VTCN1	0.0467013
Metazoa_SRP	0
LINC01525	0
RP11-188D8.1	2.31806
RP4-675C20.4	0.327192
VPS25P1	0
AL157902.3	0
FAM46C	0.234171
VDAC2P3	0
SNORA40	0
RP11-134N8.2	0
PNRC2P1	0
GDAP2	0.9875
WDR3	3.24471
SPAG17	0.379612
RNA5SP56	0
PSMC1P12	0
RP4-630J13.1	0
TBX15	0.232982
RP4-712E4.1	0
RP4-712E4.2	0
WARS2	2.72116
WARS2-IT1	0.0263188
RBMX2P3	0
RPS3AP12	0
RP11-418J17.1	1.25226
RPL6P2	0
RP11-418J17.3	0
LINC01780	0
RNU1-75P	0
HAO2	0.0200017
HAO2-IT1	0
HSD3B2	0.0441682
GAPDHP74	0.313172
HSD3BP2	0.0212852
GAPDHP23	0.0477942
HSD3BP1	0
GAPDHP58	0
HSD3B1	0
GAPDHP32	0.115484
HSD3BP3	0
GAPDHP27	0.0426344
HSD3BP4	0.0236654
GAPDHP33	0.0597634
LINC00622	1.44933
HSD3BP5	0.0900768
ZNF697	0.952122
HMGCS2	0.029316
REG4	0
NBPF7	0
PFN1P9	0
NOTCH2P1	0
ADAM30	0
RP5-1042I8.7	1.39206
RP11-114O18.1	0
RNU6-465P	0
CH17-472G23.1	1.45378
7SK	0
CH17-472G23.2	3.0835
U1	0.1005
PFN1P2	0.662851
NBPF8	1.96107
CH17-472G23.4	2.89428
U2	0.210166
7SK	0
NBPF26	1.02494
RNVU1-19	0.160726
PPIAL4A	0
CH17-118O6.6	0.279698
RNVU1-4	0
LINC00623	3.0716
CH17-118O6.3	0.0450459
U1	0
CH17-118O6.4	0
FCGR1B	0.697917
RP11-439A17.10	0
RP11-439A17.9	0.152216
HIST2H2BA	0.700329
RP11-439A17.4	0
HIST2H3DP1	0.309244
RP11-439A17.5	0
FAM72B	0.145743
SRGAP2C	3.21988
CH17-219N22.1	0
SRGAP2-AS1	0.0137468
CH17-437K3.1	1.43901
RP11-343N15.2	0.327584
RP11-344P13.4	0
RP11-344P13.3	0
RP11-344P13.6	3.81262
EMBP1	0.220851
LINC01691	0
CH17-333M13.2	0
CH17-333M13.1	0
CH17-13I23.3	4.62677
5S_rRNA	0
CH17-13I23.2	0
CH17-13I23.1	0
NKAIN1P1	0
RP11-763B22.7	0
RP11-763B22.6	0
RP11-744H18.1	0
NBPF17P	0
PFN1P12	0
RNU1-114P	0
RNVU1-17	0
RNU1-92P	0
RNVU1-18	0
RP11-403I13.5	0.139293
RP11-403I13.4	0
FAM91A3P	0
RP11-403I13.10	0
RP11-403I13.7	0
RNU1-143P	0
RP11-403I13.9	0
RP5-998N21.3	0
FCGR1CP	0.716737
HIST2H2BB	1.02776
RP5-998N21.4	0.0734905
RP5-998N21.7	0
HIST2H3PS2	0.49683
RPL22P5	0
FAM72C	0.0591386
SRGAP2D	0.291408
IGKV1OR1-1	0
CH17-248H7.2	0
CH17-248H7.3	0
RP11-14N7.2	1.91983
5S_rRNA	0
DRD5P2	0
CH17-125A10.1	0
PPIAL4E	0.0716206
RP11-666A1.7	0
RNVU1-15	0
RP11-763B22.4	0
RP11-763B22.3	0.199673
PFN1P6	0
RP11-666A1.4	0
U1	0
U1	0
U1	0
PPIAL4F	0
LINC01632	0
RP11-289H16.1	0
RP11-763B22.11	0
RNA5SP59	0
CH17-164J11.1	0
SRGAP2B	0.7659
RP3-365I19.2	0
FAM72D	0.0937292
CH17-195P21.1	0
RP11-403I13.8	0.596602
U1	0
CH17-195P21.2	1.25021
RP11-289I10.2	1.31417
PPIAL4D	0.114392
RP11-289I10.3	0
CH17-373J23.1	0.159011
RP11-89F3.2	0.123684
NBPF20	0.26235
PFN1P3	0
U1	0
U1	0
CH17-262O2.2	0
CH17-262O2.1	0.0874313
NBPF25P	0.633641
GPR89A	1.90061
PDZK1	0.324116
CD160	0.117288
MIR6736	0
ITGA10	1.78154
RP11-315I20.3	0
GNRHR2	2.73279
LIX1L-AS1	0.210714
HFE2	0.0396514
RNVU1-6	0
LINC01719	0.908161
NBPF10	0.202305
NOTCH2NL	0.334832
CH17-353B19.1	0.0345888
RNU6-1071P	0
NUDT4P2	0
CH17-385C13.2	1.03658
CH17-385C13.3	0.270907
U1	0
U1	0
RP11-640M9.4	0.117362
CH17-408M7.1	0.402138
5S_rRNA	0
HYDIN2	0.543177
U6atac	0
NBPF12	4.49893
PFN1P8	0
RP4-704D21.2	0
NBPF13P	0
RP11-325P15.1	0
RNVU1-8	0
RP11-325P15.2	0
NBPF13P	0
RP11-337C18.8	2.25234
FMO5	0.937021
PDIA3P1	3.57178
CCT8P1	0.667821
RPL7AP15	0.0748435
LINC00624	0.0949776
RP11-337C18.4	0
OR13Z1P	0
Y_RNA	0
OR13Z2P	0
OR13Z3P	0
BCL9	4.51083
ACP6	1.93262
RN7SL261P	0
RP11-533N14.3	0
GJA5	0.859612
RP11-433J22.3	0
RP11-314N2.2	0
GJA8	0
GPR89B	2.04824
RP6-74O6.2	0.709343
PDZK1P1	0
XXyac-YX155B6.7	0.289639
RNU1-129P	0
RP11-94I2.4	0.540935
RNVU1-7	0
PDE4DIPP1	0.0558335
NBPF11	2.13959
PFN1P4	0
ABHD17AP1	0.316687
RP4-565E6.1	0.225729
XXyac-YX155B6.5	0.0259806
RNA5SP57	0
RP11-301M17.2	0
RP11-301M17.1	0
RNU1-120P	0
LINC01731	0.294942
RP11-495P10.9	0
LINC01138	1.67205
RP11-495P10.5	0.0354046
RP11-495P10.4	0
RP11-495P10.3	0.0450915
Y_RNA	0
MIR5087	0
RNU1-122P	0.997793
RP6-74O6.6	1.52491
RNVU1-1	0.22882
RNVU1-2	0
MIR6077	0
RNU1-13P	0
RP11-495P10.1	1.74577
RNVU1-3	0.463713
RP11-495P10.10	0.45184
PPIAL4G	0.0255354
U1	0.135728
NBPF14	0.629465
RNU6-1171P	0
NUDT4P1	0
CH17-478G19.2	0
RP4-725K1.1	0
RN7SKP88	0
RNU2-38P	0
RP4-791M13.5	0
RP4-791M13.4	0.0736521
RP4-791M13.3	0.0426727
NBPF9	2.42781
CH17-78J1.1	0
RNU1-59P	0.140819
CH17-189H20.1	2.24286
RP11-326G21.1	0.933476
7SK	0
RP11-544O24.2	0
NBPF19	0.662864
PPIAL4C	0.122658
LINC00869	1.56441
RP11-353N4.6	0.650364
U1	0.406195
RP11-353N4.5	0.0338782
RNU1-68P	0
RP11-196G18.1	0
FCGR1A	1.45822
HIST2H2BF	0.500837
RP11-196G18.3	0.18716
HIST2H3D	0.178719
HIST2H4A	0.0424367
HIST2H3C	0
HIST2H2AA3	0.0339467
HIST2H2BD	0.126116
RP11-196G18.22	4.99536
HIST2H2BC	0.20769
HIST2H2AA4	0.041724
HIST2H3A	0
HIST2H4B	0
RP11-196G18.23	0.0301576
HIST2H2AC	0.515892
HIST2H2AB	0
RP11-458I7.1	0.115514
RN7SL480P	0
RNU2-17P	0
RP4-790G17.7	0
CA14	3.22081
MIR6878	0
ECM1	3.55251
FALEC	0.756618
RP11-54A4.2	0.429815
ADAMTSL4	1.02086
MIR4257	0
ADAMTSL4-AS1	0.106804
RN7SL473P	0
RN7SL600P	0
SNORA40	0.415153
U4	0.230182
HORMAD1	0.0340529
RNU6-1042P	0
CTSS	2.14314
RP11-363I22.3	0
CTSK	3.44142
UBE2D3P3	0
RNU6-1309P	0
RPS27AP6	0.165581
RP11-235D19.4	0
CYCSP51	0
RP11-316M1.3	0.096734
ANXA9	1.66022
RNU6-884P	0
BNIPL	0.255463
C1orf56	3.46192
GABPB2	4.04151
RPS29P29	0
RP11-68I18.10	0.688477
TNFAIP8L2	1.57004
TMOD4	0.340704
RP11-126K1.2	0.180631
RN7SL444P	0.0562344
RP11-126K1.9	0.365539
RP11-126K1.6	2.33952
RNY4P25	0
CGN	1.80669
SNORA44	0
TUFT1	2.47794
RP11-74C1.4	0
MIR554	0
RP11-74C1.2	0
RP11-404E16.1	0.129732
RNU6-1062P	0
RP11-98D18.1	0.292887
RIIAD1	4.76827
RNU6-662P	0
RP11-98D18.7	0.398633
OAZ3	0.947492
RP11-98D18.16	0.347809
RP11-98D18.3	3.23906
TDRKH-AS1	2.34369
RP11-98D18.17	3.8222
LINGO4	0.0733804
RORC	0.15457
C2CD4D	0.297589
Y_RNA	0.52198
AL450992.2	1.36479
THEM5	0.620108
KRT8P28	0
AL591893.1	0
AL450992.6	0
SPTLC1P4	0
TCHHL1	0
TCHH	0.386856
AL589986.2	0
PUDPP2	0
RPTN	0
FLG-AS1	0.895364
RP11-107M16.2	0
HRNR	0.0554362
FLG	0.218163
FLG2	0.0462045
HMGN3P1	0
CRNN	0.149799
LCE5A	0.152533
CRCT1	0.0570867
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
RP1-52J10.9	0
LINC00302	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	0.0362633
RP1-43O17.1	0
RP1-43O17.2	0
KPRP	0.407299
LCE1F	0
LCE1E	0.0288569
LCE1D	0
LCE1C	0
LCE1B	0
LCE1A	0
LCE6A	0
SMCP	0.141492
IVL	0.0415287
LINC01527	0
RP1-20N18.10	0
SPRR4	0
SPRR1A	0.116074
SPRR3	0.307949
SNORA31	0
RP1-20N18.4	0
SPRR1B	0.120068
SPRR2D	0
SPRR2A	0.0449917
SPRR2B	0
SPRR2E	0.0771279
SPRR2F	0
SPRR2C	0
SPRR2G	0.21084
RP1-140J1.1	0
LELP1	0
