Name	Brain - Hypothalamus
MTCO2P34	0
RN7SKP291	0
RNU6-830P	0
Y_RNA	0
RP11-90C4.1	0.0383497
LINC01753	0
PIGQP1	0
LINC01755	0
RP1-158P9.1	0
RPSAP20	0
RP11-504A18.1	0.269116
LINC01767	0
RPL21P23	0
RPL23AP85	0
RP11-377K22.2	0
PRKAA2	2.4304
C1orf168	0.0379182
RP11-378I13.1	0
C8A	0
C8B	0
RP5-1103B4.3	0
DAB1	3.22902
RP6-102O10.1	0
RPS20P5	0
DAB1-AS1	0
HNRNPA1P6	0.0452976
RPS26P15	0.0396277
RP11-393I23.4	0.0452929
RP11-393I23.3	0
RP11-414C16.1	0
OMA1	3.9427
RP4-592A1.4	0
RN7SL713P	0
TACSTD2	0.296769
RP4-592A1.2	0.16377
MYSM1	4.83055
RP11-63G10.4	0.00503347
LINC01135	1.0804
RP11-63G10.3	0.181177
RP11-63G10.2	0
RP4-794H19.1	1.80788
LINC01358	0.0755435
PHBP3	0
RP11-145M4.1	0
RP11-145M4.2	0
HSD52	0.0206329
RP11-467C18.1	0.456015
FGGY	1.15991
MIR4711	0
RP4-782L23.2	0.0437563
HOOK1	2.70278
RN7SL475P	0
C1orf87	0.660754
PGBD4P8	0
RP11-575B7.3	0
LINC01748	0.156236
RP11-436K8.1	0.396773
NFIA-AS2	0.992398
RP4-802A10.1	0
NFIA-AS1	0
RP11-430G17.1	0
RP11-430G17.3	1.87884
PATJ	3.64474
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0
RN7SL180P	0.0730032
MIR3116-1	0
PIGPP2	0
RPS15AP7	0
L1TD1	0.0445833
RP5-1155K23.4	0
KANK4	0.745748
RNU6-371P	0
DOCK7	3.25479
RP11-293K19.1	0
ANGPTL3	0.0307195
RP5-849H19.3	0
RP5-849H19.2	0
RP11-230B22.1	0.332421
RP4-771M4.3	0.138888
RP4-771M4.2	0
LINC01739	0.0799664
RP11-5P4.2	0
RP11-5P4.3	0
RP11-335E6.2	0
LINC00466	0.0106574
RNA5SP49	0
RP11-335E6.3	0
RPSAP65	0
FOXD3-AS1	0
FOXD3	0
MIR6068	0
Y_RNA	0
RP4-792G4.3	0
ALG6	2.3762
ITGB3BP	2.00975
EFCAB7	4.17864
RN7SL488P	0
RNU7-123P	0
DLEU2L	0.244798
RN7SL130P	0.163224
ROR1	0.222849
RP4-597J3.1	0
CFL1P3	0
RNU6-809P	0
Y_RNA	0
ROR1-AS1	0
UBE2U	0
RNU7-62P	0
MIR4794	0
RP11-182I10.1	0
RP11-182I10.2	0
LINC01359	0.322352
SLC2A3P2	0.0418637
RP4-535B20.4	0.458959
RNU6-1176P	0
MIR3671	0
MIR101-1	0
RP4-535B20.1	0.287675
RP4-535B20.2	0
MRPS21P1	0
RPS29P7	0
RP5-1044H5.1	0
COX6CP13	0
RNU2-15P	0
RP4-630A11.3	0
LEPR	2.23254
RP11-430H12.2	0
RN7SL854P	0
RP11-397C12.1	0
RNU4-88P	0
MIR3117	0
RP4-598P13.1	0.0752109
INSL5	0.58244
WDR78	1.12405
RP11-342H21.2	0
SLC35D1	4.06343
C1orf141	0.12377
SNORA31	0
RP4-547N15.3	0.414579
IL23R	0
RNU6-586P	0
RNU4ATAC4P	0
RP11-131O15.2	0
IL12RB2	0.109369
RNU6-387P	0
LINC01702	0
RNU6-1031P	0
RP11-393N21.1	0
RN7SL392P	0
HNRNPCP9	0
RNU7-80P	0
GNG12-AS1	0.182165
RP4-609E1.2	0
ARL5AP3	0.134287
CTBP2P8	0.144359
MIR1262	0
RPS7P4	0.102313
COX6B1P7	0
ELOCP18	0
RP5-1033K19.2	0
RPE65	2.5855
DEPDC1	0.0894516
RP4-694A7.2	0
DEPDC1-AS1	0.0476609
TXNP2	0
LINC01707	0
RP11-74K19.1	0
LINC01758	0
LRRC7	3.58937
SGO1P1	0
RN7SL538P	0.0608679
PIN1P1	0
RP11-181B18.1	0.161054
RN7SL242P	0
RP4-677H15.4	0
RP11-180O5.2	0.171058
CTH	4.04419
Metazoa_SRP	0
RP11-42O15.3	1.51953
RP11-42O15.2	0
CASP3P1	0
LINC01788	0
RP11-99H8.1	0
PTGER3	2.10609
RP3-333A15.1	0
RP3-333A15.2	1.47418
ZRANB2-AS1	0.0911805
MIR186	0
ZRANB2-AS2	0.100218
RP11-115M14.1	0
RP11-82L20.1	0
RP11-175G14.2	0
NEGR1-IT1	0
GDI2P2	0.110228
RPL31P12	0
RNU6-1246P	0
RP4-660H19.1	0
RP11-262K1.1	0.0242023
RP11-25L19.1	0
KRT8P21	0
RN7SKP19	0
LINC01360	0
RP4-788P17.1	0
RNA5SP50	0
RNU4ATAC8P	0
LRRIQ3	0.187011
FPGT	2.83067
TNNI3K	2.57689
RP11-439H8.4	0.0450682
RP4-650F12.2	0.210442
LRRC53	0.0523145
ERICH3-AS1	0
RP11-17E13.2	3.0062
RP11-93N20.1	0
RP11-510C10.4	0.0463085
RP11-510C10.2	0
LHX8	0.0927359
RP11-510C10.3	0
RNU6-622P	0
SLC44A5	1.93148
RP11-87O11.1	0
RNU6-503P	0
RP4-595K12.1	0
RP4-595K12.2	0
RP4-682C21.5	0
DLSTP1	0.395057
MSH4	0.152442
ASB17	0
RP11-550H2.1	0
RP11-550H2.2	0
ST6GALNAC3	2.38225
RP11-335E14.1	0
RP5-1102E8.3	0.166052
TPI1P1	1.49965
RNU6-161P	0
RP11-415A20.1	0
ST6GALNAC5	2.2935
MIR7156	0
RP4-564M11.2	0.0551199
RP4-706A16.3	2.25052
RP11-363H12.1	0
RP11-375A5.1	0.138602
RNU7-8P	0
RNA5SP20	0
RN7SL370P	0
ACTG1P21	0
RNA5SP21	0
RP11-181C21.4	0.137803
NSRP1P1	0.169708
HSPE1P25	0
NEXN-AS1	0.153373
NEXN	1.22575
RP11-386I14.4	0.791774
RP11-386I14.2	0.0613573
GIPC2	0.367973
RNU6-1102P	0
RP11-386I14.3	0
RNA5SP22	0
RNFT1P2	0
MGC27382	0
PTGFR	1.49816
RP11-472F19.1	0
RNA5SP23	0
RP4-641G12.3	0
RP4-641G12.4	0
ADGRL4	4.8648
PSAT1P3	0
RP4-726F1.2	0
RP4-726F1.1	0
ADH5P2	0
RP11-339A11.1	0
RP11-339A11.2	0
RP11-339A11.3	0
HMGB1P18	0
RP11-339D23.1	0
HNRNPA1P64	0
RP11-115A15.4	0
RP11-115A15.2	0
RP5-933B4.1	0
LINC01781	0
MTND2P30	0
RPL7P10	0
RP3-445O10.1	0
RN7SKP247	0
HNRNPA3P14	0
RP5-837I24.1	0
RP5-837I24.6	0
RP5-837I24.2	0
MED28P8	0.249539
RP5-837I24.4	0.0662215
RP5-837I24.5	0
ST13P20	0
RP11-147G16.1	0
LINC01362	0
LINC01361	0.0651979
LINC01712	0
LINC01725	0.0307214
RP5-836J3.1	0.0377459
TTLL7-IT1	0.0474664
RP4-552O12.1	0
RP11-486G15.2	3.92593
RP11-486G15.1	0
RP11-82H13.2	0.240422
SNORA2	0
SAMD13	0.780676
RP11-376N17.4	0
UOX	0.17006
DNASE2B	0.257461
SPATA1	0.328979
CTBS	1.78606
LINC01555	0
RP11-484D4.3	0
LPAR3	0.216833
MCOLN2	0.11409
WDR63	0.303271
MCOLN3	0.0813382
MIR4423	0
RP11-33E12.2	0.884318
SYDE2	0.178495
Y_RNA	0
BCL10	3.13696
RP11-131L23.1	0.08897
Y_RNA	0
RP11-131L23.2	0.40705
RP4-621F18.2	0.0831169
RP11-290M5.4	0.246672
SNORD81	0
RP11-290M5.2	0
COL24A1	0.474901
RNA5SP51	0
RP4-682E18.1	0
MIR7856	0
RP11-444C12.1	0
CLCA2	0.15092
CLCA1	0.0131578
CLCA4	2.75097
CDCA4P2	0
RP4-651E10.4	0.484974
CLCA3P	0
RP4-612B15.3	3.0726
RP4-612B15.2	0.0533446
RP4-604K5.3	0
RP11-384B12.2	0
RP11-384B12.3	0
LINC01140	0.584624
RP5-1043L3.1	0
LINC01364	0
RNA5SP52	0
RP11-60A14.1	0.0333589
LINC01773	0
CTA-21C21.1	0
RN7SL583P	0.257047
RP11-76N22.1	0
uc_338	0
PKN2-AS1	0.110478
RPL36AP10	0
RNU6-125P	0
ELOCP19	0.318884
RP11-82K18.2	0.304575
GBP3	3.73846
Y_RNA	0
GBP1	3.27861
GBP2	3.06003
GBP7	0.0513748
GBP4	2.94888
GBP5	0.213204
RP4-620F22.3	0
RP5-908D6.1	0
GBP6	0.107892
CAPNS1P1	0
GBP1P1	0.524224
LRRC8B	4.34108
FLJ27354	2.7234
RP11-413E1.4	0
LRRC8C	2.50041
RP11-413E1.2	0
RP5-943J3.1	0.296619
RP5-943J3.2	1.12433
RP11-302M6.5	0.12187
RN7SKP272	0
GEMIN8P4	1.98948
RNU6-695P	0
RP5-827O9.1	0
U3	0
BARHL2	0.538731
LINC01763	0.536525
RP4-665J23.4	0
PHKA1P1	0.118267
RPL5P6	0
HFM1	1.34601
Y_RNA	0
FEN1P1	0
CDC7	4.07645
WDR82P2	0
RP11-91I11.1	0
HSP90B3P	0.0228664
TGFBR3	2.48283
RN7SL653P	0
BRDT	0.0198929
EPHX4	1.25863
LPCAT2BP	0
SETSIP	0.104608
BTBD8	0.376183
GAPDHP46	0
PRKAR1AP1	0
RP4-621B10.8	3.64065
RP4-775D17.1	0
C1orf146	0.0623894
ACTBP12	0
RPAP2	2.41844
RN7SL824P	0
GFI1	0.104888
EVI5	4.77398
RP4-593M8.1	0
HMGB3P9	0
RNU4-59P	0
RP11-330C7.3	0
RP11-330C7.4	0
CCNJP2	0
SNORD21	0.520605
SNORA66	0.710406
SNORA51	0
RP11-386I23.1	0.093745
RNU6-970P	0
RN7SL692P	0
RNU6-210P	0
RN7SKP123	0
Y_RNA	0
CCDC18	0.826655
RP4-612C19.1	0
RP4-612C19.2	0
CCDC18-AS1	4.1207
RP4-717I23.2	0
RP4-713B5.2	0.65078
Y_RNA	0
RNA5SP53	0
RP5-1033H22.2	0.0245219
RP11-488P3.1	0.149122
MIR760	0
RP4-561L24.3	2.20436
CHCHD2P5	0
MTND4P11	0
MTND3P21	0
MTCO3P21	0
MTATP6P13	0
RP5-837O21.8	0
MTCO2P21	0
MTCO1P21	0
RP5-837O21.2	0
ABCA4	0.0957549
RP11-78O9.1	0
ARHGAP29	2.74784
RN7SL440P	0
RP11-148B18.1	0
GAPDHP29	0
RP11-148B18.4	0
RP11-366L18.1	0
RP11-86H7.6	0.0778814
SLC44A3-AS1	0.566015
KATNBL1P2	0
MIR378G	0
SLC44A3	3.71504
ALG14	1.75018
RP11-313A24.1	0.115126
TMEM56	3.18442
RP11-57H12.2	0
Y_RNA	0
RP11-57H12.3	0.282228
RP11-57H12.5	0.254488
LINC01760	0
LINC01650	0
RP11-14O19.2	0
LINC01761	0
RP11-286B14.1	0.0966612
RP11-286B14.2	0
RP11-147C23.1	0
RNU1-130P	0
LINC01787	0
RP4-736I12.1	0
UBE2WP1	0
EEF1A1P11	0.570899
RN7SL831P	0
NDUFS5P2	0
RPL7P9	2.87334
RN7SKP270	0
DPYD	2.73597
DPYD-AS1	0
DPYD-IT1	0
SEC63P1	0.176471
RPL26P9	0
RP11-272L13.2	0
DPYD-AS2	0
RP11-272L13.4	0
LINC01930	4.05174
RP11-490G2.2	1.08514
MIR137HG	1.12449
NFU1P2	0
LINC01776	0.133313
RP11-296E3.2	0.44759
PLPPR5	4.93417
RP5-896L10.1	0.292437
RP11-234N17.1	0.486361
RP4-735N21.1	0
LINC01708	0
HMGB3P10	0.355956
FRRS1	0.109401
RNU4-75P	0
Y_RNA	0
RP4-581O6.1	0
AGL	4.68305
RP5-884G6.2	0.55495
SLC35A3	1.9024
RNU6-750P	0
RNU6-1318P	0
RP4-714D9.2	0
SASS6	1.25197
RP4-714D9.4	0
TRMT13	4.31989
LRRC39	2.28712
DBT	3.88661
RPL23AP90	0
BRI3P1	0
RP11-305E17.4	0
RTCA-AS1	1.89725
MIR553	0
RP5-837M10.1	0
RP5-837M10.2	0
CDC14A	1.46574
BCAS2P2	0
RP5-837M10.4	0
GPR88	1.68044
RP11-84O12.2	0
LINC01349	0
RP11-84O12.3	0
VCAM1	3.97914
SLC30A7	2.48595
HNRNPA1P68	0
RP11-421L21.2	0.117227
RP11-421L21.3	4.81651
SCARNA16	0
RP5-1033H2.1	0
RP4-575N6.4	0.90806
RP4-575N6.5	0.455563
RP4-575N6.2	0.242776
PPIAP7	0
LINC01307	0
LINC01709	0.0192945
RNU6-965P	0
RPSAP19	0.422273
OLFM3	4.81792
RNU6-352P	0
RP11-82O2.2	0
DNAJA1P5	0
RP11-202K23.1	0
RP5-936J12.1	0
SOD2P1	0
RP11-153F1.2	0
RP11-153F1.1	0.148094
RN7SKP285	0
AMY2A	0.536041
AMY1A	0
RP5-1108M17.5	0
AMY1B	0.0250028
AMYP1	0
AMY1C	0
RP11-97C18.1	0
RP11-364B6.2	0.0163086
FTLP17	0
CDK4P1	0
LINC01676	0
SEPT2P1	0
RP11-90H3.2	0
RP11-90H3.1	0.0371809
LINC01677	0
RP5-947P14.1	0
RP5-947P14.2	0
RP11-478L17.1	0
RP11-110F24.1	0
MTATP6P14	0
MTCO1P14	0
LINC01661	0
RP11-270C12.3	1.41715
VAV3	1.34355
MIR7852	0
VAV3-AS1	0
RP11-356N1.2	0.00790673
SLC25A24	1.68714
RP11-483I13.6	0.268419
NBPF4	0
RP11-483I13.2	0
SLC25A24P1	0
NBPF5P	0
SLC25A24P2	0
RP11-131J3.1	0
NBPF6	0
RP5-964H19.4	0
ST13P21	0
RP5-964H19.2	0
FNDC7	0.115478
RP11-293A10.3	0
RP11-475E11.2	0
AKNAD1	0.224026
SPATA42	0.110949
RP5-1065J22.2	0
RP11-20O24.4	1.21066
RP11-20O24.1	0.0869669
RANP5	0
RP5-1065J22.8	1.44843
SCARNA2	0
RP5-1065J22.4	0.126872
MYBPHL	0.591512
SYPL2	0.44652
CYB561D1	3.88757
GPR61	2.24374
GNAI3	2.54985
RNU6V	0
RP5-1160K1.6	0.666169
RPL7P8	0.0468653
AC000032.2	0
RP4-735C1.4	0.413799
EPS8L3	0.0152897
NDUFA5P10	0
LINC01768	0
RP11-195M16.1	0
RP11-195M16.3	0
RP4-773N10.4	4.96636
ALX3	0.17263
LINC01397	0.142061
UBL4B	0.280846
RP5-1028L10.1	0
RP5-1028L10.2	0.064522
KCNC4-AS1	0.527084
RP5-1003J2.4	0
SNORA25	0
RP5-1074L1.1	0.139552
RBM15	1.36432
LAMTOR5-AS1	0.232053
SLC16A4	2.00964
RP5-1074L1.4	4.35719
PROK1	0.274241
RP11-470L19.6	0
CYMP	0.0515436
CYMP-AS1	0
KCNA10	0
KCNA2	4.31842
KCNA3	1.19604
Y_RNA	0
NRBF2P3	0
OR11I1P	0
RP11-96K19.4	0.0448581
RP11-96K19.2	0.314178
RP11-96K19.5	0.33366
CCNT2P1	0
RNA5SP54	0
CEPT1	2.84266
DENND2D	0.493724
CHI3L2	1.21879
CHIAP1	0.0255907
CHIAP2	0
CHIA	0
RP5-1125M8.2	0
RP5-1125M8.3	0
PIFO	4.0648
CHIAP3	0
HIGD1AP12	0
PGCP1	0
OVGP1	4.7461
RP11-552M11.8	1.88085
UBE2FP3	2.01681
RP11-552M11.4	1.04226
Y_RNA	0
C1orf162	4.73004
TMIGD3	4.12265
RNU6-792P	0
ADORA3	4.47404
LINC01160	0.64635
KRT18P57	0
RNU6-151P	0
FAM212B	2.28069
FAM212B-AS1	0.171579
DDX20	2.64152
KCND3-IT1	0
KCND3-AS1	0
LINC01750	2.37778
RP5-965F6.2	0.141778
TXNP3	0
snoU13	0
CTTNBP2NL	4.70961
MIR4256	0
WNT2B	1.1938
RP4-671G15.2	3.20428
ST7L	2.40457
MRPL53P1	0
RNU7-70P	0
RP11-426L16.3	0.147048
RP11-426L16.9	0.00472584
FAM19A3	0.527421
NUTF2P4	0
LINC01356	0.535815
RP3-522D1.1	1.18948
RP3-522D1.2	0
AKR7A2P1	0.11527
SLC16A1-AS1	0.621342
RP11-31F15.2	0.791049
LRIG2	3.33279
RP11-389O22.4	0
RP11-389O22.5	0
MAGI3	4.86069
RP11-512F24.1	0.161999
MTND5P20	0
RP4-730K3.3	1.48828
RSBN1	4.83798
RP5-1073O3.2	0
PTPN22	0.258774
AP4B1-AS1	0.760025
BCL2L15	0.421627
DCLRE1B	2.07984
HIPK1-AS1	0.416541
OLFML3	3.18783
RP4-590F24.1	0
RP4-590F24.2	0
RP4-543J13.1	0
MRPL57P1	0
RP4-591B8.3	0
RP4-591B8.2	0
EIF2S2P5	0
Y_RNA	0
PKMP1	0.0814351
DENND2C	0.474474
AMPD1	0.0199063
RN7SL432P	0
RNY1P13	0
NR1H5P	0
SYCP1	0
TSHB	0.0537155
TSPAN2	2.43999
LINC01765	0.251322
RP4-663N10.1	0.017007
NGF	0.841501
RP4-663N10.2	0
RP4-663N10.3	0
ELOCP20	0
CNOT7P2	0
RP11-710N8.3	0
RN7SL420P	0
SNORA42	0
VANGL1	0.730028
CASQ2	1.96482
NHLH2	2.77528
HNRNPA1P43	0
RP11-12L8.2	0.839824
LINC01649	0.582473
RP11-159M11.2	0
MAB21L3	0.128298
LINC01779	0.0687626
U3	0
ATP1A1-AS1	0.967425
RNU6-817P	0
LINC01762	0.0195281
RP4-655J12.5	0
Y_RNA	0
RP5-1086K13.1	0.161217
CD58	3.21588
NAP1L4P1	0.104537
MIR548AC	0
IGSF3	2.6068
MIR320B1	0
C1orf137	0
GAPDHP64	0
NEFHP1	0
CD2	0.354094
FTH1P22	0
RP4-753F5.1	0.790343
PTGFRN	4.06266
RNA5SP55	0
CD101	0.251671
RP11-27K13.3	0.0611813
TTF2	1.26628
MIR942	0
TRIM45	2.87273
RPS15AP9	0
VTCN1	0.0399516
Metazoa_SRP	0
LINC01525	0
RP11-188D8.1	1.19003
RP4-675C20.4	0.152669
VPS25P1	0
AL157902.3	0
FAM46C	0.310083
VDAC2P3	0
SNORA40	0
RP11-134N8.2	0
PNRC2P1	0
GDAP2	1.16982
WDR3	2.97231
SPAG17	1.06977
RNA5SP56	0
PSMC1P12	0
RP4-630J13.1	0
TBX15	0.185459
RP4-712E4.1	0
RP4-712E4.2	0
WARS2	2.73072
WARS2-IT1	0.0550979
RBMX2P3	0
RPS3AP12	0
RP11-418J17.1	1.14767
RPL6P2	0
RP11-418J17.3	0
LINC01780	0.0680466
RNU1-75P	0
HAO2	0.0228051
HAO2-IT1	0
HSD3B2	0.0415969
GAPDHP74	0.261293
HSD3BP2	0
GAPDHP23	0.0711911
HSD3BP1	0
GAPDHP58	0.0211032
HSD3B1	0
GAPDHP32	0.0916097
HSD3BP3	0
GAPDHP27	0.0257404
HSD3BP4	0
GAPDHP33	0.045233
LINC00622	1.43096
HSD3BP5	0.0851421
ZNF697	0.974311
HMGCS2	0.0609947
REG4	0.0108493
NBPF7	0
PFN1P9	0
NOTCH2P1	0
ADAM30	0
RP5-1042I8.7	0.872478
NOTCH2	3.16771
RP11-114O18.1	0
RNU6-465P	0
CH17-472G23.1	1.40471
7SK	0
CH17-472G23.2	4.52551
U1	0
PFN1P2	0.534662
NBPF8	1.9469
CH17-472G23.4	2.50041
U2	0.185769
7SK	0
NBPF26	0.6204
RNVU1-19	0.138912
PPIAL4A	0
CH17-118O6.6	0.296652
RNVU1-4	0.179921
LINC00623	3.18453
CH17-118O6.3	0.0414153
U1	0
CH17-118O6.4	0
FCGR1B	0.753927
RP11-439A17.10	0
RP11-439A17.9	0.153326
HIST2H2BA	0.950428
RP11-439A17.4	0.0594718
HIST2H3DP1	0.534898
RP11-439A17.5	0
FAM72B	0.182071
SRGAP2C	3.86509
CH17-219N22.1	0
SRGAP2-AS1	0.0248034
CH17-437K3.1	1.62498
RP11-343N15.2	0.39723
RP11-344P13.4	0
RP11-344P13.3	0
RP11-344P13.6	3.68993
EMBP1	0.328053
LINC01691	0
CH17-333M13.2	0
CH17-333M13.1	0
CH17-13I23.3	3.34169
5S_rRNA	0
CH17-13I23.2	0
CH17-13I23.1	0
NKAIN1P1	0
RP11-763B22.7	0
RP11-763B22.6	0
RP11-744H18.1	0
NBPF17P	0
PFN1P12	0
RNU1-114P	0
RNVU1-17	0
RNU1-92P	0
RNVU1-18	0
RP11-403I13.5	0.200785
RP11-403I13.4	0
FAM91A3P	0
RP11-403I13.10	0
RP11-403I13.7	0
RNU1-143P	0
RP11-403I13.9	0
RP5-998N21.3	0
FCGR1CP	0.874232
HIST2H2BB	1.25895
RP5-998N21.4	0.114252
RP5-998N21.7	0
HIST2H3PS2	0.710313
RPL22P5	0
FAM72C	0.078301
SRGAP2D	0.28223
IGKV1OR1-1	0
CH17-248H7.2	0
CH17-248H7.3	0
RP11-14N7.2	1.41041
5S_rRNA	0
DRD5P2	0
CH17-125A10.1	0
PPIAL4E	0.0796144
RP11-666A1.7	0
RNVU1-15	0
RP11-763B22.4	0
RP11-763B22.3	0.160466
NBPF15	4.27072
PFN1P6	0
RP11-666A1.4	0
U1	0
U1	0
U1	0
PPIAL4F	0
LINC01632	0.0277735
RP11-289H16.1	0
RP11-763B22.11	0
RNA5SP59	0
CH17-164J11.1	0
SRGAP2B	0.948887
RP3-365I19.2	0
FAM72D	0.130358
CH17-195P21.1	0
RP11-403I13.8	1.02219
U1	0
CH17-195P21.2	1.22502
RP11-289I10.2	1.57745
PPIAL4D	0.125315
RP11-289I10.3	0
CH17-373J23.1	0.161298
RP11-89F3.2	0.150647
NBPF20	0.350141
PFN1P3	0
U1	0
U1	0
CH17-262O2.2	0
CH17-262O2.1	0.12047
NBPF25P	0.881834
GPR89A	2.77259
PDZK1	0.460806
CD160	0.0788129
NUDT17	4.69352
MIR6736	0
ITGA10	2.01549
RP11-315I20.3	0
GNRHR2	3.08201
LIX1L-AS1	0.218043
HFE2	0.0411571
RNVU1-6	0
LINC01719	1.04324
NBPF10	0.13341
NOTCH2NL	0.263143
CH17-353B19.1	0.0259577
RNU6-1071P	0
NUDT4P2	0
CH17-385C13.2	0.968146
CH17-385C13.3	0.221648
U1	0
U1	0.108646
RP11-640M9.4	0
CH17-408M7.1	0.406002
5S_rRNA	0
HYDIN2	0.461723
U6atac	0
NBPF12	3.84008
PFN1P8	0
RP4-704D21.2	0
NBPF13P	0.0330506
RP11-325P15.1	0
RNVU1-8	0
RP11-325P15.2	0
NBPF13P	0
RP11-337C18.8	2.2137
FMO5	0.942073
PDIA3P1	3.5219
CCT8P1	0.62994
RPL7AP15	0.0640573
LINC00624	0.091795
RP11-337C18.4	0
OR13Z1P	0
Y_RNA	0
OR13Z2P	0
OR13Z3P	0
ACP6	1.90692
RN7SL261P	0
RP11-533N14.3	0
GJA5	0.878342
RP11-433J22.3	0
RP11-314N2.2	0
GJA8	0
GPR89B	3.79368
RP6-74O6.2	0.667294
PDZK1P1	0
XXyac-YX155B6.7	0.333292
RNU1-129P	0.0910139
RP11-94I2.4	0.533808
RNVU1-7	0
PDE4DIPP1	0.115567
NBPF11	2.04008
PFN1P4	0
ABHD17AP1	0.271717
RP4-565E6.1	0.427342
XXyac-YX155B6.5	0.051535
RNA5SP57	0
RP11-301M17.2	0
RP11-301M17.1	0
RNU1-120P	0
LINC01731	0.290867
RP11-495P10.9	0
LINC01138	1.81945
RP11-495P10.5	0.0193692
RP11-495P10.4	0
RP11-495P10.3	0.07587
Y_RNA	0
MIR5087	0
RNU1-122P	0.864473
RP6-74O6.6	2.94568
RNVU1-1	0.384548
RNVU1-2	0
MIR6077	0
RNU1-13P	0
RP11-495P10.1	1.55216
RNVU1-3	0.629561
RP11-495P10.10	0.369576
CH17-172B3.1	3.65151
PPIAL4G	0.0164519
U1	0.180542
NBPF14	0.458838
RNU6-1171P	0
NUDT4P1	0
CH17-478G19.2	0
RP4-725K1.1	0
RN7SKP88	0
RNU2-38P	0
RP4-791M13.5	0
RP4-791M13.4	0.0546052
RP4-791M13.3	0.0571087
NBPF9	2.3255
CH17-78J1.1	0
RNU1-59P	0
CH17-189H20.1	3.83245
RP11-326G21.1	2.21413
7SK	0
RP11-544O24.2	0
NBPF19	0.47594
PPIAL4C	0.0976374
LINC00869	1.804
RP11-353N4.6	0.593586
U1	0.470803
RP11-353N4.5	0.0351341
RNU1-68P	0
RP11-196G18.1	0
FCGR1A	1.8869
HIST2H2BF	0.847573
RP11-196G18.3	0.18151
HIST2H3D	0.207625
HIST2H4A	0.0390041
HIST2H3C	0
HIST2H2AA3	0.0479102
HIST2H2BD	0.107345
RP11-196G18.22	2.5927
HIST2H2BC	0.134718
HIST2H2AA4	0.0425203
HIST2H3A	0
HIST2H4B	0
RP11-196G18.23	0.0213378
HIST2H2AC	0.765148
HIST2H2AB	0
RP11-458I7.1	0.0454818
RN7SL480P	0
RNU2-17P	0
RP4-790G17.7	0
CA14	4.3757
MIR6878	0
ECM1	4.88348
FALEC	0.551422
RP11-54A4.2	0.388018
ADAMTSL4	1.17464
MIR4257	0
ADAMTSL4-AS1	0.120907
RN7SL473P	0
RN7SL600P	0
SNORA40	0.192538
U4	0
HORMAD1	0.0562697
RNU6-1042P	0
CTSS	4.26648
RP11-363I22.3	0
UBE2D3P3	0
RNU6-1309P	0
RPS27AP6	0.181996
RP11-235D19.4	0
CYCSP51	0
RP11-316M1.3	0.0824236
ANXA9	2.23263
RNU6-884P	0
BNIPL	0.256548
C1orf56	3.70601
GABPB2	3.22224
RPS29P29	0
RP11-68I18.10	0.857745
TNFAIP8L2	2.39231
TMOD4	0.31384
RP11-126K1.2	0.526872
RN7SL444P	0.0772501
RP11-126K1.9	0.472734
RP11-126K1.6	2.73675
RNY4P25	0
CGN	3.89872
SNORA44	0
RP11-74C1.4	0.0529345
MIR554	0
RP11-74C1.2	0.0448165
RP11-404E16.1	0
RNU6-1062P	0
RP11-98D18.1	0.302743
RIIAD1	2.75873
RNU6-662P	0
RP11-98D18.15	3.08945
RP11-98D18.7	0.197026
OAZ3	0.964605
RP11-98D18.16	0.397696
RP11-98D18.3	3.23184
TDRKH-AS1	2.3394
RP11-98D18.17	2.81169
LINGO4	0.257999
RORC	0.146976
C2CD4D	0.640758
Y_RNA	0.829038
AL450992.2	2.22612
THEM5	1.02026
KRT8P28	0
AL591893.1	0
AL450992.6	0
SPTLC1P4	0
TCHHL1	0
TCHH	0.45778
AL589986.2	0
PUDPP2	0
RPTN	0
FLG-AS1	0.927426
RP11-107M16.2	0
HRNR	0.0570147
FLG	0.249544
FLG2	0.0553442
HMGN3P1	0
CRNN	0.150803
LCE5A	0.124759
CRCT1	0.0538585
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
RP1-52J10.9	0
LINC00302	0
LCE2D	0
LCE2C	0
LCE2B	0.0113251
LCE2A	0
LCE4A	0
C1orf68	0.0534875
RP1-43O17.1	0
RP1-43O17.2	0
KPRP	0.0393009
LCE1F	0
LCE1E	0
LCE1D	0
LCE1C	0.0380504
LCE1B	0
LCE1A	0
LCE6A	0
SMCP	0.0355213
IVL	0.0357564
LINC01527	0
RP1-20N18.10	0
SPRR4	0
SPRR1A	0.160579
SPRR3	0.263
SNORA31	0
RP1-20N18.4	0
SPRR1B	0.12361
SPRR2D	0.0418201
SPRR2A	0.0667505
SPRR2B	0
SPRR2E	0.122405
SPRR2F	0
SPRR2C	0
SPRR2G	0.838199
RP1-140J1.1	0.0104441
LELP1	0
PRR9	0
RP1-140J1.4	0
LOR	1.33887
PGLYRP3	0
PGLYRP4	0
RNU6-160P	0
S100A12	1.65375
LAPTM4BP1	0
AL591704.7	0
S100A7A	0
AL591704.9	0
S100A7L2	0
S100A7	0.232434
RN7SL44P	0
BX470102.3	0.881201
S100A5	0
S100A3	0.524717
S100A2	0.675921
S100A14	0.985659
