Name	Cells - Cultured fibroblasts
RP11-393I23.3	0
RP11-414C16.1	0
RP4-592A1.4	0
RN7SL713P	0
TACSTD2	2.92849
RP4-592A1.2	0.652041
RP11-63G10.4	0.229938
LINC01135	0.0763478
RP11-63G10.3	0.176658
RP11-63G10.2	0
RP4-794H19.1	1.1171
LINC01358	0.398828
PHBP3	0
RP11-145M4.1	0
RP11-145M4.2	0
HSD52	0.0217822
RP11-467C18.1	0.116862
FGGY	2.53006
MIR4711	0
RP4-782L23.2	0.198696
HOOK1	0.0406156
CYP2J2	0.195495
RN7SL475P	0
C1orf87	0.0258753
PGBD4P8	0
RP11-575B7.3	0
LINC01748	0
RP11-436K8.1	0
NFIA-AS2	0
RP4-802A10.1	0
NFIA-AS1	0
RP11-430G17.1	0
RP11-430G17.3	0.598229
PATJ	2.18127
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0
RN7SL180P	0
MIR3116-1	0
PIGPP2	0
RPS15AP7	0
L1TD1	0.596085
RP5-1155K23.4	0
KANK4	0.0274098
RNU6-371P	0
RP11-293K19.1	0
ANGPTL3	0.0407805
RP5-849H19.3	0.0455166
RP5-849H19.2	0
RP11-230B22.1	0.235654
RP4-771M4.3	0.0737646
RP4-771M4.2	0
LINC01739	0
RP11-5P4.2	0
RP11-5P4.3	0
RP11-335E6.2	0
LINC00466	0
RNA5SP49	0
RP11-335E6.3	0
RPSAP65	0
FOXD3-AS1	0
FOXD3	0
MIR6068	0
Y_RNA	0
RP4-792G4.3	0
EFCAB7	3.85733
RN7SL488P	0
RNU7-123P	0
DLEU2L	0.744964
RN7SL130P	0.885883
RP4-597J3.1	0
CFL1P3	0.0661683
RNU6-809P	0
Y_RNA	0
ROR1-AS1	0.0461882
UBE2U	0
RNU7-62P	0
MIR4794	0
RAVER2	4.44444
RP11-182I10.1	0
RP11-182I10.2	0
LINC01359	0.115446
SLC2A3P2	0.108914
RP4-535B20.4	0.186891
RNU6-1176P	0
MIR3671	0
MIR101-1	0
RP4-535B20.1	0.164324
RP4-535B20.2	0
MRPS21P1	0
RPS29P7	0
DNAJC6	2.11685
RP5-1044H5.1	0
COX6CP13	0
RNU2-15P	0
RP4-630A11.3	0.347883
RP11-430H12.2	0
RN7SL854P	0
RP11-397C12.1	0
RNU4-88P	0
SGIP1	4.49921
MIR3117	0
RP4-598P13.1	0.45947
TCTEX1D1	4.057
INSL5	0
WDR78	1.43982
RP11-342H21.2	0
C1orf141	0
SNORA31	0
RP4-547N15.3	0.0267919
IL23R	0
RNU6-586P	0
RNU4ATAC4P	0
RP11-131O15.2	0
IL12RB2	0.11417
RNU6-387P	0
LINC01702	0
RNU6-1031P	0
RP11-393N21.1	0
RN7SL392P	0
HNRNPCP9	0
RNU7-80P	0
GNG12-AS1	0.725294
RP4-609E1.2	0
ARL5AP3	0.112615
CTBP2P8	0.731095
MIR1262	0
RPS7P4	0.425783
COX6B1P7	0
ELOCP18	0
RP5-1033K19.2	0
RPE65	0
RP4-694A7.2	0.334755
DEPDC1-AS1	0.140264
TXNP2	0
LINC01707	0
RP11-74K19.1	0
LINC01758	0
LRRC7	0.129848
SGO1P1	0
RN7SL538P	0
PIN1P1	0
RP11-181B18.1	0
RN7SL242P	0
RP4-677H15.4	0
RP11-180O5.2	0.478062
Metazoa_SRP	0
RP11-42O15.3	0.81566
RP11-42O15.2	0
CASP3P1	0
LINC01788	0
RP11-99H8.1	0
PTGER3	0.175198
RP3-333A15.1	0
RP3-333A15.2	0
ZRANB2-AS1	0.601772
MIR186	0.768212
ZRANB2-AS2	0.107522
RP11-115M14.1	0
RP11-82L20.1	0
RP11-175G14.2	0
NEGR1-IT1	0
GDI2P2	0.396869
RPL31P12	0
RNU6-1246P	0
RP4-660H19.1	0
RP11-262K1.1	0
RP11-25L19.1	0
KRT8P21	0
RN7SKP19	0
LINC01360	0
RP4-788P17.1	0
RNA5SP50	0
RNU4ATAC8P	0
LRRIQ3	0.32743
TNNI3K	0.457722
RP11-439H8.4	0
RP4-650F12.2	0
LRRC53	0
ERICH3	0.00887316
ERICH3-AS1	0
RP11-17E13.2	0.799847
RP11-93N20.1	0
RP11-510C10.4	0
RP11-510C10.2	0
LHX8	0
RP11-510C10.3	0
RNU6-622P	0
SLC44A5	0.019417
RP11-87O11.1	0
RNU6-503P	0
RP4-595K12.1	0
RP4-595K12.2	0
RP4-682C21.5	0
DLSTP1	1.7039
MSH4	0.136329
ASB17	0
RP11-550H2.1	0
RP11-550H2.2	0
ST6GALNAC3	0.143645
RP11-335E14.1	0
RP5-1102E8.3	0
RNU6-161P	0
RP11-415A20.1	0
ST6GALNAC5	0.216951
MIR7156	0
RP4-564M11.2	0
RP11-363H12.1	0
RP11-375A5.1	0
RNU7-8P	0
RNA5SP20	0
RN7SL370P	0
ACTG1P21	0
RNA5SP21	0
RP11-181C21.4	0.695136
NSRP1P1	0.0567654
HSPE1P25	0
NEXN-AS1	3.5168
RP11-386I14.4	1.95681
RP11-386I14.2	0.262831
GIPC2	2.53864
RNU6-1102P	0
RP11-386I14.3	0.386159
RNA5SP22	0
RNFT1P2	0
MGC27382	0.109936
RP11-472F19.1	0
RNA5SP23	0
RP4-641G12.3	0
RP4-641G12.4	0.0243348
PSAT1P3	0.0712951
RP4-726F1.2	0
RP4-726F1.1	0
ADH5P2	0
RP11-339A11.1	0
RP11-339A11.2	0
RP11-339A11.3	0
HMGB1P18	0
RP11-339D23.1	0
HNRNPA1P64	0
RP11-115A15.4	0
RP11-115A15.2	0
RP5-933B4.1	0
LINC01781	0
MTND2P30	0
RPL7P10	0.0698921
RP3-445O10.1	0
RN7SKP247	0
HNRNPA3P14	0
RP5-837I24.1	0
RP5-837I24.6	0
RP5-837I24.2	0
MED28P8	0
RP5-837I24.4	0
RP5-837I24.5	0
ST13P20	0
RP11-147G16.1	0
LINC01362	0
LINC01361	0
LINC01712	0
LINC01725	0.0410146
RP5-836J3.1	0
TTLL7	2.66382
TTLL7-IT1	0
RP4-552O12.1	0
RP11-486G15.2	3.58188
RP11-486G15.1	0
RP11-82H13.2	0.25961
SNORA2	0
SAMD13	0.486917
RP11-376N17.4	0
UOX	0.0598739
DNASE2B	0
SPATA1	0.564494
LINC01555	0
RP11-484D4.3	0
LPAR3	1.00253
MCOLN2	1.15958
WDR63	1.40003
MCOLN3	0.460297
MIR4423	0
RP11-33E12.2	1.22731
SYDE2	1.92842
Y_RNA	0
RP11-131L23.1	0.225673
Y_RNA	0
RP11-131L23.2	1.20048
RP4-621F18.2	3.95272
RP11-290M5.4	0.749584
SNORD81	0
RP11-290M5.2	0.172647
COL24A1	0.288791
RNA5SP51	0
RP4-682E18.1	0
MIR7856	0
RP11-444C12.1	0
CLCA2	0.440911
CLCA1	0.0211754
CLCA4	0.0432989
CDCA4P2	0
RP4-651E10.4	0
CLCA3P	0.0198801
RP4-612B15.3	2.29061
RP4-612B15.2	0.274389
RP4-604K5.3	0
RP11-384B12.2	0
RP11-384B12.3	0
LINC01140	2.10349
RP5-1043L3.1	0.0284803
LINC01364	0
RNA5SP52	0
RP11-60A14.1	0.195611
LINC01773	0
CTA-21C21.1	0
RN7SL583P	0
RP11-76N22.1	0
uc_338	0
PKN2-AS1	0.0791495
RPL36AP10	0
RNU6-125P	0
RP11-82K18.2	0.639566
Y_RNA	0
GBP7	0
GBP4	0.317421
GBP5	0.11686
RP4-620F22.3	0
RP5-908D6.1	0
GBP6	0.0293327
CAPNS1P1	0
GBP1P1	0.120349
LRRC8B	3.30728
FLJ27354	0.751992
RP11-413E1.4	0
RP11-413E1.2	0
RP5-943J3.1	0
RP5-943J3.2	0.0989074
RP11-302M6.5	0
RN7SKP272	0
GEMIN8P4	0.679766
RNU6-695P	0
RP5-827O9.1	0
U3	0
BARHL2	0
RP4-665J23.1	1.84963
LINC01763	0
RP4-665J23.4	0
PHKA1P1	0.259508
RPL5P6	0
HFM1	0.12372
Y_RNA	0
FEN1P1	0
WDR82P2	0.109516
RP11-91I11.1	0
HSP90B3P	0.126826
RN7SL653P	0
BRDT	0
EPHX4	0.15235
LPCAT2BP	0
SETSIP	0.353014
BTBD8	1.56477
GAPDHP46	0
PRKAR1AP1	0
KIAA1107	2.98403
RP4-621B10.8	0.165319
RP4-775D17.1	0
C1orf146	0
ACTBP12	0
RPAP2	4.9318
RN7SL824P	0
GFI1	0.0973257
RP4-593M8.1	0
HMGB3P9	0
RNU4-59P	0
RP11-330C7.3	0
RP11-330C7.4	0
CCNJP2	0
SNORD21	1.83066
SNORA66	1.73048
SNORA51	0
RP11-386I23.1	0.0470042
RNU6-970P	0
RN7SL692P	0
RNU6-210P	0
RN7SKP123	0
Y_RNA	0
RP4-612C19.1	0
RP4-612C19.2	0
RP4-717I23.2	0
RP4-713B5.2	0.454894
Y_RNA	0
RNA5SP53	0
RP5-1033H22.2	0.147203
RP11-488P3.1	0.335094
MIR760	0
RP4-561L24.3	0.357798
CHCHD2P5	0
MTND4P11	0
MTND3P21	0
MTCO3P21	0
MTATP6P13	0
RP5-837O21.8	0
MTCO2P21	0
MTCO1P21	0
RP5-837O21.2	0
ABCA4	0.180349
RP11-78O9.1	0
RN7SL440P	0
RP11-148B18.1	0.298648
GAPDHP29	0
RP11-148B18.4	0.389119
RP11-366L18.1	0
RP11-86H7.6	0
SLC44A3-AS1	0.132249
KATNBL1P2	0
MIR378G	0
SLC44A3	1.52643
RP4-639F20.1	3.75857
ALG14	3.0217
RP11-313A24.1	0
TMEM56	0.214736
RP11-57H12.2	0
Y_RNA	0
RP11-57H12.3	0.0823178
RP11-57H12.5	1.0949
LINC01760	0
LINC01650	0
RP11-14O19.2	0
LINC01761	0
RP11-286B14.1	0
RP11-286B14.2	0
RP11-147C23.1	0
RNU1-130P	0
LINC01787	0.139239
RP4-736I12.1	0
UBE2WP1	0
EEF1A1P11	4.71507
RN7SL831P	0
NDUFS5P2	0
RN7SKP270	0
PTBP2	3.8682
DPYD-AS1	0.0204958
DPYD-IT1	0
SEC63P1	0.63594
RPL26P9	0
RP11-272L13.2	0
DPYD-AS2	0
RP11-272L13.4	0.118389
LINC01930	0.506725
RP11-490G2.2	0.542267
MIR137HG	0.834526
NFU1P2	0
LINC01776	0.05517
RP11-296E3.2	0.0904125
PLPPR5	0.0277471
RP5-896L10.1	0
RP11-234N17.1	1.25458
PLPPR4	0.202031
RP4-735N21.1	0
LINC01708	0
PALMD	0.514758
HMGB3P10	0
FRRS1	3.72868
RNU4-75P	0
Y_RNA	0
RP4-581O6.1	0
RP5-884G6.2	0.295484
SLC35A3	4.96738
RNU6-750P	0
RNU6-1318P	0
RP4-714D9.2	0
SASS6	3.8804
RP4-714D9.4	0
LRRC39	1.74059
RPL23AP90	0.151051
BRI3P1	0.257898
RP11-305E17.4	0
RTCA-AS1	2.14558
MIR553	0
RP5-837M10.1	0
RP5-837M10.2	0
CDC14A	1.66527
BCAS2P2	0
RP5-837M10.4	0
GPR88	0.0195452
RP11-84O12.2	0
LINC01349	0
RP11-84O12.3	0
VCAM1	2.74847
HNRNPA1P68	0.0720741
RP11-421L21.2	0.715723
SCARNA16	0
RP5-1033H2.1	0
RP4-575N6.4	1.26134
RP4-575N6.5	0.0414701
RP4-575N6.2	0.906362
PPIAP7	0
LINC01307	0
LINC01709	0.0300045
RNU6-965P	0
RPSAP19	0.955196
OLFM3	0
RNU6-352P	0
RP11-82O2.2	0
DNAJA1P5	0
RP11-202K23.1	0
RP5-936J12.1	0
SOD2P1	0
RP11-153F1.2	0
RP11-153F1.1	0.142274
RN7SKP285	0
AMY2B	1.5182
AMY2A	0.108373
AMY1A	0
RP5-1108M17.5	0
AMY1B	0.0147121
AMYP1	0
AMY1C	0
RP11-97C18.1	0
RP11-364B6.2	0.02513
FTLP17	0
CDK4P1	0
LINC01676	0
SEPT2P1	0.320729
RP11-90H3.2	0
RP11-90H3.1	0.0738944
LINC01677	0
RP5-947P14.1	0
RP5-947P14.2	0
RP11-478L17.1	0
RP11-110F24.1	0
MTATP6P14	0
MTCO1P14	0
LINC01661	0
NTNG1	3.08311
RP11-270C12.3	1.01852
VAV3	0.170062
MIR7852	0
VAV3-AS1	0
RP11-356N1.2	0
RP11-483I13.6	0.204998
NBPF4	0
RP11-483I13.2	0
SLC25A24P1	0
NBPF5P	0
SLC25A24P2	0
RP11-131J3.1	0
NBPF6	0
RP5-964H19.4	0
ST13P21	0
RP5-964H19.2	0
FNDC7	0.0323763
RP11-293A10.3	0
RP11-475E11.2	0
AKNAD1	0.225087
SPATA42	0
RP5-1065J22.2	0
RP11-20O24.1	0.247554
RANP5	0
RP5-1065J22.8	2.29262
SCARNA2	0
RP5-1065J22.4	0.0787922
C1orf194	0.041548
KIAA1324	0.398279
CELSR2	0.243238
MYBPHL	0.0534154
SYPL2	0.956376
AMIGO1	1.10145
GPR61	0.10339
RNU6V	0
RP5-1160K1.6	1.92979
RPL7P8	0
GSTM2	4.87308
AC000032.2	0
GSTM5	2.5715
RP4-735C1.4	0
EPS8L3	0.0144881
NDUFA5P10	0
LINC01768	0
RP11-195M16.1	0
RP11-195M16.3	0
ALX3	0
LINC01397	0.0824666
UBL4B	0.107948
SLC6A17	0.17348
RP5-1028L10.1	0
RP5-1028L10.2	0
KCNC4-AS1	0
KCNC4	0.536421
RP5-1003J2.4	0
SNORA25	0
RP5-1074L1.1	0.11757
LAMTOR5-AS1	0.204831
RP5-1074L1.4	2.45212
PROK1	0
RP11-470L19.6	0
CYMP	0
CYMP-AS1	0
KCNA10	0
KCNA2	0.00527462
RP11-284N8.3	0.0340017
KCNA3	0.0595076
Y_RNA	0
NRBF2P3	0
OR11I1P	0
CD53	0.135809
RP11-96K19.4	0.101585
RP11-96K19.2	0.56785
RP11-96K19.5	0.301208
CCNT2P1	0
RNA5SP54	0
DENND2D	1.9318
CHI3L2	0.93492
CHIAP1	0
CHIAP2	0
CHIA	0
RP5-1125M8.2	0
RP5-1125M8.3	0
PIFO	0.190347
CHIAP3	0
HIGD1AP12	0
PGCP1	0
OVGP1	1.4592
RP11-552M11.8	1.16525
UBE2FP3	1.2608
RP11-552M11.4	1.61706
Y_RNA	0
C1orf162	0.519905
TMIGD3	0.0541029
RNU6-792P	0
ADORA3	0
LINC01160	0.451456
KRT18P57	0
RNU6-151P	0
FAM212B	2.88263
FAM212B-AS1	0.387379
KCND3	0.484206
KCND3-IT1	0
KCND3-AS1	0
LINC01750	0.0221818
RP5-965F6.2	0.581168
TXNP3	0
snoU13	0
MIR4256	0
WNT2B	1.63575
RP4-671G15.2	0.530479
MRPL53P1	0
RNU7-70P	0
RP11-426L16.3	0.569039
PPM1J	1.27625
RP11-426L16.9	0
FAM19A3	0.152222
NUTF2P4	0
LINC01356	0.282112
RP3-522D1.1	1.53494
RP3-522D1.2	0
AKR7A2P1	0.753428
SLC16A1-AS1	3.65036
RP11-31F15.2	0.470075
RP11-389O22.4	0
RP11-389O22.5	0
RP11-512F24.1	0.398448
MTND5P20	0
RP4-730K3.3	1.74818
RP5-1073O3.2	0.0544868
AP4B1-AS1	1.69414
BCL2L15	0.182588
HIPK1-AS1	0.0842522
RP4-590F24.1	0
RP4-590F24.2	0
SYT6	0.00728535
RP4-543J13.1	0
MRPL57P1	0
RP4-591B8.3	0
RP4-591B8.2	0
EIF2S2P5	0
Y_RNA	0
PKMP1	0.265125
DENND2C	1.46368
AMPD1	0.021792
RN7SL432P	0
RNY1P13	0
NR1H5P	0
SYCP1	0
TSHB	0
TSPAN2	0.200624
LINC01765	0
RP4-663N10.1	0.0943571
RP4-663N10.2	0
RP4-663N10.3	0
ELOCP20	0
CNOT7P2	0
RP11-710N8.3	0
RN7SL420P	0
SNORA42	0
CASQ2	0.107445
NHLH2	0.0169163
HNRNPA1P43	0
RP11-12L8.2	0
LINC01649	0.0215789
RP11-159M11.2	0
MAB21L3	0.191121
LINC01779	0
U3	0
ATP1A1-AS1	1.62529
RNU6-817P	0
LINC01762	0
RP4-655J12.5	0
Y_RNA	0
RP5-1086K13.1	0.612434
NAP1L4P1	0.4248
MIR548AC	0
IGSF3	0.772596
MIR320B1	0
C1orf137	0
GAPDHP64	0
NEFHP1	0
CD2	0
FTH1P22	0
RP4-753F5.1	0
RNA5SP55	0
CD101	0.162586
RP11-27K13.3	0.0764753
MIR942	0
TRIM45	3.8878
RPS15AP9	0
VTCN1	0.0134672
Metazoa_SRP	0
LINC01525	0
RP11-188D8.1	0.69903
RP4-675C20.4	0.101001
VPS25P1	0
AL157902.3	0
FAM46C	0.118867
VDAC2P3	0
SNORA40	0
RP11-134N8.2	0
PNRC2P1	0.0960553
GDAP2	3.45001
SPAG17	0.0554893
RNA5SP56	0
PSMC1P12	0
RP4-630J13.1	0
RP4-712E4.1	0
RP4-712E4.2	0
WARS2-IT1	0.176988
RBMX2P3	0
RPS3AP12	0
RP11-418J17.1	4.48962
RPL6P2	0.054395
RP11-418J17.3	0
LINC01780	0
RNU1-75P	0
HAO2	0
HAO2-IT1	0
HSD3B2	0.0377333
GAPDHP74	0
HSD3BP2	0
GAPDHP23	0
HSD3BP1	0
GAPDHP58	0
HSD3B1	0
GAPDHP32	0
HSD3BP3	0
GAPDHP27	0
HSD3BP4	0
GAPDHP33	0
LINC00622	0.507713
HSD3BP5	0.323879
HMGCS2	0.042676
REG4	0
NBPF7	0
PFN1P9	0
NOTCH2P1	0
ADAM30	0
RP5-1042I8.7	2.53061
RP11-114O18.1	0
RNU6-465P	0
CH17-472G23.1	3.94114
7SK	0
U1	0
PFN1P2	2.77642
U2	0.339616
7SK	0
RNVU1-19	0
PPIAL4A	0
CH17-118O6.6	0.0873388
RNVU1-4	0.239703
LINC00623	1.03341
CH17-118O6.3	0
U1	0
CH17-118O6.4	0
FCGR1B	0
RP11-439A17.10	0
RP11-439A17.9	0.0228708
HIST2H2BA	1.25721
RP11-439A17.4	0
HIST2H3DP1	1.87322
RP11-439A17.5	0
FAM72B	1.50499
SRGAP2C	3.53327
CH17-219N22.1	0
SRGAP2-AS1	0
CH17-437K3.1	0.0466677
RP11-343N15.2	0
RP11-344P13.4	0
RP11-344P13.3	0
RP11-344P13.6	0
EMBP1	0.0161515
LINC01691	0
CH17-333M13.2	0
CH17-333M13.1	0
5S_rRNA	0
CH17-13I23.2	0
CH17-13I23.1	0
NKAIN1P1	0
RP11-763B22.7	0
RP11-763B22.6	0
RP11-744H18.1	0
NBPF17P	0.0234984
PFN1P12	0
RNU1-114P	0
RNVU1-17	0
RNU1-92P	0
RNVU1-18	0
RP11-403I13.5	0
RP11-403I13.4	0
FAM91A3P	0.0118945
RP11-403I13.10	0
RP11-403I13.7	0
RNU1-143P	0
RP11-403I13.9	0
RP5-998N21.3	0
FCGR1CP	0
HIST2H2BB	4.35575
RP5-998N21.4	0.0109253
RP5-998N21.7	0
HIST2H3PS2	2.82908
RPL22P5	0
FAM72C	0.469845
SRGAP2D	1.66858
IGKV1OR1-1	0
CH17-248H7.2	0
CH17-248H7.3	0
RP11-14N7.2	3.92688
5S_rRNA	0
DRD5P2	0
CH17-125A10.1	0
PPIAL4E	0.225857
RP11-666A1.7	0
RNVU1-15	0
RP11-763B22.4	0
RP11-763B22.3	0
PFN1P6	1.17608
RP11-666A1.4	0
U1	0
U1	0
U1	0
PPIAL4F	0
LINC01632	0
RP11-289H16.1	0
RP11-763B22.11	0
RNA5SP59	0
CH17-164J11.1	0
SRGAP2B	1.73236
RP3-365I19.2	0
FAM72D	0.710817
CH17-195P21.1	0
RP11-403I13.8	2.19379
U1	0
CH17-195P21.2	0.468488
PPIAL4D	0.345388
RP11-289I10.3	0
CH17-373J23.1	0
RP11-89F3.2	0
NBPF20	0.877258
PFN1P3	0.390338
U1	0
U1	0.243181
CH17-262O2.2	0
CH17-262O2.1	0.251283
NBPF25P	1.78983
PDZK1	0.640889
CD160	0.798221
NUDT17	3.79842
MIR6736	0
RP11-315I20.3	0.119879
GNRHR2	1.31339
LIX1L-AS1	0.367925
ANKRD34A	3.67546
HFE2	0.0327567
RNVU1-6	0.191785
LINC01719	1.01019
NBPF10	1.48558
NOTCH2NL	2.01386
CH17-353B19.1	0.0443349
RNU6-1071P	0
NUDT4P2	0
CH17-385C13.2	0.343614
CH17-385C13.3	0
U1	0
U1	0
RP11-640M9.4	0
CH17-408M7.1	0.1215
5S_rRNA	0
HYDIN2	0.0486394
U6atac	0
NBPF12	4.47457
PFN1P8	0.285973
RP4-704D21.2	0
NBPF13P	0.0308089
RP11-325P15.1	0.0601717
RNVU1-8	0
RP11-325P15.2	0.0796221
NBPF13P	0.0166573
RP11-337C18.8	2.29763
FMO5	1.06605
CCT8P1	1.10326
RPL7AP15	0.0916366
LINC00624	0.68073
RP11-337C18.4	0
OR13Z1P	0
Y_RNA	0
OR13Z2P	0
OR13Z3P	0
ACP6	2.18457
RN7SL261P	0
RP11-533N14.3	0
GJA5	0.0470003
RP11-433J22.3	0
RP11-314N2.2	0
GJA8	0
GPR89B	3.63023
RP6-74O6.2	0.356473
PDZK1P1	0
XXyac-YX155B6.7	0
RNU1-129P	0
RP11-94I2.4	0.175888
RNVU1-7	0
PDE4DIPP1	0.0934709
NBPF11	4.92902
PFN1P4	0.735696
ABHD17AP1	0.28043
RP4-565E6.1	0.0684154
XXyac-YX155B6.5	0
RNA5SP57	0
RP11-301M17.2	0
RP11-301M17.1	0
RNU1-120P	0
LINC01731	0.113665
RP11-495P10.9	2.08071
LINC01138	1.2309
RP11-495P10.5	0.137258
RP11-495P10.4	0
RP11-495P10.3	0
Y_RNA	0
MIR5087	0
RNU1-122P	0
RP6-74O6.6	0.497968
RNVU1-1	0.325786
RNVU1-2	0
MIR6077	0
RNU1-13P	0
RP11-495P10.1	0.783514
RNVU1-3	0.439267
RP11-495P10.10	0.270494
CH17-172B3.1	0.938582
PPIAL4G	0
U1	0
NBPF14	3.9214
RNU6-1171P	0
NUDT4P1	0
CH17-478G19.2	0.0675469
RP4-725K1.1	0
RN7SKP88	0
RNU2-38P	0
RP4-791M13.5	0
RP4-791M13.4	0.297706
RP4-791M13.3	0.103114
CH17-78J1.1	0
RNU1-59P	0
CH17-189H20.1	4.22876
RP11-326G21.1	0.183028
7SK	0
RP11-544O24.2	0.154767
NBPF19	2.84815
PPIAL4C	0
LINC00869	0.435704
RP11-353N4.6	0.137972
U1	0.631875
RP11-353N4.5	0
RNU1-68P	0
RP11-196G18.1	0
FCGR1A	0
HIST2H2BF	0.270953
RP11-196G18.3	0.0278181
HIST2H3D	0.439526
HIST2H4A	0.338473
HIST2H3C	0
HIST2H2AA3	0
HIST2H2BD	0.228813
RP11-196G18.22	4.3469
HIST2H2BC	0.617303
HIST2H2AA4	0.0553485
HIST2H3A	0
HIST2H4B	0
RP11-196G18.23	0
HIST2H2AC	2.90472
HIST2H2AB	0.0882062
RP11-458I7.1	0.136811
RN7SL480P	0
RNU2-17P	0
RP4-790G17.7	0
CA14	0.0836025
CIART	2.91231
MIR6878	0
FALEC	0.682916
RP11-54A4.2	0.488037
MIR4257	0
ADAMTSL4-AS1	0.453578
RN7SL473P	0
RN7SL600P	0.148339
SNORA40	0
U4	0
HORMAD1	0.163194
RNU6-1042P	0
CTSS	1.89988
RP11-363I22.3	0.128089
UBE2D3P3	0.428695
RNU6-1309P	0
RPS27AP6	0.963126
RP11-235D19.4	0
CYCSP51	0
RP11-316M1.3	0.107217
ANXA9	1.16058
RNU6-884P	0
BNIPL	0.402636
RPS29P29	0
RP11-68I18.10	0.2634
SEMA6C	3.36864
TNFAIP8L2	0.13842
TMOD4	0.568833
RP11-126K1.2	1.06976
RN7SL444P	0.0999808
RP11-126K1.9	0
RP11-126K1.6	0.658964
RNY4P25	0
CGN	0.0699508
SNORA44	0
RP11-74C1.4	0
MIR554	0
RP11-74C1.2	0.185687
RP11-404E16.1	0
RNU6-1062P	0
RP11-98D18.1	0
CELF3	0.0251856
RIIAD1	0
RNU6-662P	0
RP11-98D18.15	0
RP11-98D18.7	0
OAZ3	0.408173
RP11-98D18.16	0
RP11-98D18.3	0.220711
TDRKH	1.57042
TDRKH-AS1	0.172531
RP11-98D18.17	0
LINGO4	0
RORC	0.0252111
C2CD4D	0.124654
Y_RNA	0.119805
AL450992.2	0.780863
THEM5	0.212192
KRT8P28	0
AL591893.1	0.0245352
AL450992.6	0
SPTLC1P4	0
TCHHL1	0
TCHH	0.08389
AL589986.2	0
PUDPP2	0
RPTN	0.0664555
FLG-AS1	0.581763
RP11-107M16.2	0
HRNR	0.175867
FLG	0.86713
FLG2	0.124063
HMGN3P1	0
CRNN	0.405782
LCE5A	0
CRCT1	0.599156
LCE3E	0
LCE3D	0.211476
LCE3C	0
LCE3B	0
LCE3A	0
RP1-52J10.9	0
LINC00302	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0.342143
LCE4A	0
C1orf68	0.0606946
RP1-43O17.1	0
RP1-43O17.2	0
KPRP	0.12931
LCE1F	0.123772
LCE1E	0
LCE1D	0
LCE1C	0.0803723
LCE1B	0
LCE1A	0
LCE6A	0
SMCP	0.055325
IVL	0.24778
LINC01527	0
RP1-20N18.10	0
SPRR4	0
SPRR1A	1.05729
SPRR3	1.22057
SNORA31	0
RP1-20N18.4	0
SPRR1B	1.41706
SPRR2D	0.230144
SPRR2A	0.302158
SPRR2B	0
SPRR2E	0.301043
SPRR2F	0
SPRR2C	0
SPRR2G	0
RP1-140J1.1	0
LELP1	0
PRR9	0
RP1-140J1.4	0
LOR	0.236246
PGLYRP3	0
PGLYRP4	0
RNU6-160P	0
S100A9	4.52457
S100A12	0
LAPTM4BP1	0
S100A8	1.26488
AL591704.7	0
S100A7A	0
AL591704.9	0
S100A7L2	0
S100A7	0.355689
RN7SL44P	0
S100A5	1.56516
S100A14	1.21952
S100A1	1.03605
RP1-178F15.4	4.63499
NPR1	0.6951
MIR8083	0
RN7SL372P	0
GEMIN2P1	0
Y_RNA	0
RP11-216N14.8	0
RP11-216N14.9	0.281291
Y_RNA	0
RP11-216N14.5	0.039296
RP11-216N14.7	0.0946682
RP11-759F5.1	0
MIR6737	0
RP11-422P24.12	1.67713
RP11-422P24.10	1.27736
RP11-422P24.11	3.55767
NUP210L	0.0371041
RP11-422P24.9	0.148047
RNU6-179P	0
RPS7P2	0
MIR5698	0
RN7SL431P	0.54365
MIR190B	0
C1orf189	0
SNORA58	0
SNORD59	0
RNU6-239P	0
RNU6-121P	0
RP11-137P24.5	0
AQP10	0
RNU7-57P	0
RP11-350G8.4	0
RPSAP17	0.35508
RP11-350G8.5	0.0377608
IL6R	4.54585
PSMD8P1	0.0432588
SHE	0.0313285
TDRD10	0.0395436
UBE2Q1-AS1	0.148536
CHRNB2	0.0780719
KCNN3	0.0197788
RP11-307C12.13	0
Metazoa_SRP	0
RP11-307C12.12	0.752418
MIR4258	0.635345
LENEP	0
DCST2	0.175052
DCST1	0.0732085
DCST1-AS1	0.89759
EFNA3	1.58786
Y_RNA	0
EFNA1	0.484299
HMGN2P18	0
TRIM46	3.7001
MUC1	4.57907
RP11-263K19.4	2.01998
RP11-263K19.6	3.53659
MTX1P1	2.34527
HCN3	2.41789
PKLR	0.0464157
MIR555	0
RNU6-106P	0
ASH1L-IT1	0
RNU6-1297P	0
POU5F1P4	0
ASH1L-AS1	2.99654
RP11-29H23.7	0.898618
DAP3P1	0.112366
RP11-29H23.6	0.11793
RP11-29H23.4	0
RP11-29H23.5	1.76326
RP11-243J18.2	0
MSTO2P	4.74387
RP11-101O6.2	0.0936923
U4	0
SNORA80E	0.422184
RXFP4	0.0260466
MIR6738	0
RP11-336K24.12	1.39584
RP11-336K24.5	0
RAB25	0.171057
MEX3A	2.29303
SEMA4A	1.1156
SNORA26	0
PAQR6	2.7727
VHLL	0
TSACC	0.786952
RHBG	0
RP11-139I14.2	0
