Name	Esophagus - Muscularis
PGBD4P8	0
RP11-575B7.3	0
LINC01748	0.0312702
RP11-436K8.1	0.0690094
NFIA-AS2	0.317341
RP4-802A10.1	0.171354
NFIA-AS1	0.13439
RP11-430G17.1	0
RP11-430G17.3	2.12163
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0
RN7SL180P	0
MIR3116-1	0
PIGPP2	0
RPS15AP7	0
L1TD1	0.135089
RP5-1155K23.4	0
KANK4	0.420403
RNU6-371P	0
RP11-293K19.1	0
ANGPTL3	0.0677061
RP5-849H19.3	0.0398769
RP5-849H19.2	0
RP11-230B22.1	0.162369
RP4-771M4.3	0
RP4-771M4.2	0
LINC01739	0
RP11-5P4.2	0
RP11-5P4.3	0
RP11-335E6.2	0
LINC00466	0.0578966
RNA5SP49	0
RP11-335E6.3	0
RPSAP65	0
FOXD3-AS1	4.81393
FOXD3	4.03057
MIR6068	0
Y_RNA	0
RP4-792G4.3	0
ALG6	3.38743
EFCAB7	4.32076
RN7SL488P	0
RNU7-123P	0
DLEU2L	0.768163
RN7SL130P	0.402485
ROR1	1.73169
RP4-597J3.1	0
CFL1P3	0
RNU6-809P	0
Y_RNA	0
ROR1-AS1	0.00974257
UBE2U	0
RNU7-62P	0
MIR4794	0
RP11-182I10.1	0
RP11-182I10.2	0
LINC01359	0.669745
SLC2A3P2	0.377749
RP4-535B20.4	0.612916
RNU6-1176P	0
MIR3671	0
MIR101-1	0
RP4-535B20.1	0.494772
RP4-535B20.2	0
MRPS21P1	0
RPS29P7	0
DNAJC6	1.81192
RP5-1044H5.1	0
COX6CP13	0
RNU2-15P	0
RP4-630A11.3	0.180775
LEPR	4.51115
RP11-430H12.2	0
RN7SL854P	0
PDE4B	3.42988
RP11-397C12.1	0
RNU4-88P	0
MIR3117	0
RP4-598P13.1	0.190981
TCTEX1D1	1.54093
INSL5	0
WDR78	0.597585
RP11-342H21.2	0
C1orf141	0
SNORA31	0
RP4-547N15.3	0
IL23R	0
RNU6-586P	0
RNU4ATAC4P	0
RP11-131O15.2	0
IL12RB2	0.229837
RNU6-387P	0
LINC01702	0
RNU6-1031P	0
RP11-393N21.1	0
RN7SL392P	0
HNRNPCP9	0
RNU7-80P	0
GNG12-AS1	0.728211
RP4-609E1.2	0
ARL5AP3	1.04198
CTBP2P8	1.53914
MIR1262	0
RPS7P4	0.203917
COX6B1P7	0
ELOCP18	0
RP5-1033K19.2	0
RPE65	0.0248325
DEPDC1	0.0446931
RP4-694A7.2	0
DEPDC1-AS1	0
TXNP2	0
LINC01707	0
RP11-74K19.1	0
LINC01758	0
LRRC7	0.374932
SGO1P1	0
RN7SL538P	0
PIN1P1	0
RP11-181B18.1	0
RN7SL242P	0
RP4-677H15.4	0
RP11-180O5.2	0.350498
CTH	2.41196
Metazoa_SRP	0
RP11-42O15.3	0.671475
RP11-42O15.2	0
CASP3P1	0
LINC01788	0
RP11-99H8.1	0
PTGER3	3.59136
RP3-333A15.1	0
RP3-333A15.2	0.704111
ZRANB2-AS1	0.262197
MIR186	0.613685
ZRANB2-AS2	0.0792398
RP11-115M14.1	0
RP11-82L20.1	0
RP11-175G14.2	0
NEGR1-IT1	0
GDI2P2	0.187046
RPL31P12	0
RNU6-1246P	0
RP4-660H19.1	0.0925681
RP11-262K1.1	0
RP11-25L19.1	0
KRT8P21	0
RN7SKP19	0
LINC01360	0
RP4-788P17.1	0
RNA5SP50	0
RNU4ATAC8P	0
LRRIQ3	0.0498996
TNNI3K	2.89778
RP11-439H8.4	0.245414
RP4-650F12.2	0.156991
LRRC53	0.00790259
ERICH3	0.0414874
ERICH3-AS1	0
RP11-17E13.2	3.69012
RP11-93N20.1	0
RP11-510C10.4	0
RP11-510C10.2	0
LHX8	0
RP11-510C10.3	0
RNU6-622P	0
SLC44A5	0.187125
RP11-87O11.1	0
RNU6-503P	0
RP4-595K12.1	0
RP4-595K12.2	0
RP4-682C21.5	0
DLSTP1	1.2704
MSH4	0.527812
ASB17	0
RP11-550H2.1	0
RP11-550H2.2	0
ST6GALNAC3	2.30681
RP11-335E14.1	0
RP5-1102E8.3	0.202375
TPI1P1	1.71578
RNU6-161P	0
RP11-415A20.1	0
ST6GALNAC5	1.92902
MIR7156	0
RP4-564M11.2	0.149804
RP11-363H12.1	0
AK5	1.36188
RP11-375A5.1	0
RNU7-8P	0
RNA5SP20	0
RN7SL370P	0
ACTG1P21	0
RNA5SP21	0
RP11-181C21.4	0.417187
NSRP1P1	0.0949342
HSPE1P25	0
NEXN-AS1	0.616951
RP11-386I14.4	2.42956
RP11-386I14.2	0.304993
GIPC2	4.71475
RNU6-1102P	0
RP11-386I14.3	0
RNA5SP22	0
RNFT1P2	0.0805709
MGC27382	0.0256863
PTGFR	3.28383
RP11-472F19.1	0
RNA5SP23	0
RP4-641G12.3	0.133176
RP4-641G12.4	0
PSAT1P3	0.145121
RP4-726F1.2	0
RP4-726F1.1	0
ADH5P2	0
RP11-339A11.1	0
RP11-339A11.2	0
RP11-339A11.3	0
HMGB1P18	0
RP11-339D23.1	0
HNRNPA1P64	0
RP11-115A15.4	0
RP11-115A15.2	0
RP5-933B4.1	0
LINC01781	0
MTND2P30	0
RPL7P10	0
RP3-445O10.1	0
RN7SKP247	0
HNRNPA3P14	0
RP5-837I24.1	0
RP5-837I24.6	0
RP5-837I24.2	0
MED28P8	0
RP5-837I24.4	0
RP5-837I24.5	0
ST13P20	0
RP11-147G16.1	0
LINC01362	0
LINC01361	0
LINC01712	0
LINC01725	0.0101311
RP5-836J3.1	0
TTLL7-IT1	0.0889249
RP4-552O12.1	0
RP11-486G15.1	0.0660911
RP11-82H13.2	0.14557
SNORA2	0
SAMD13	0.274237
RP11-376N17.4	0
UOX	0.0444525
DNASE2B	0
SPATA1	0.551999
CTBS	3.53527
LINC01555	0
RP11-484D4.3	0
SSX2IP	4.37465
LPAR3	0.025748
MCOLN2	0.328023
WDR63	0.123395
MCOLN3	2.06335
MIR4423	0
Y_RNA	0
RP11-131L23.1	0.0620553
Y_RNA	0
RP11-131L23.2	0.0783048
RP4-621F18.2	0.799796
RP11-290M5.4	0.537422
SNORD81	0
RP11-290M5.2	0
COL24A1	4.52217
RNA5SP51	0
RP4-682E18.1	0
MIR7856	0
RP11-444C12.1	0
CLCA2	0.0561835
CLCA1	0.0276041
CLCA4	0.170326
CDCA4P2	0
RP4-651E10.4	0
CLCA3P	0
RP4-612B15.3	1.52304
RP4-612B15.2	0.13427
RP4-604K5.3	0
RP11-384B12.2	0
RP11-384B12.3	0
LINC01140	1.62788
RP5-1043L3.1	0
LINC01364	0
RNA5SP52	0
RP11-60A14.1	0.0690892
LINC01773	0
CTA-21C21.1	0
RN7SL583P	0
RP11-76N22.1	0
uc_338	0
PKN2-AS1	0.0483182
RPL36AP10	0
RNU6-125P	0
ELOCP19	3.77149
RP11-82K18.2	0.587415
Y_RNA	0
GBP7	0.0681468
GBP5	0.501489
RP4-620F22.3	0
RP5-908D6.1	0
GBP6	0.0896007
CAPNS1P1	0
GBP1P1	1.00992
LRRC8B	2.12612
FLJ27354	1.23999
RP11-413E1.4	0
LRRC8C	2.76061
RP11-413E1.2	0
RP5-943J3.1	0.19285
RP5-943J3.2	0.343192
LRRC8D	4.26769
RP11-302M6.5	0
RN7SKP272	0
GEMIN8P4	0.464184
RNU6-695P	0
RP5-827O9.1	0
U3	0
BARHL2	0
RP4-665J23.1	1.92974
LINC01763	0
RP4-665J23.4	0
PHKA1P1	0.358441
RPL5P6	0
HFM1	0.996791
Y_RNA	0
FEN1P1	0
CDC7	2.10273
WDR82P2	0.0791956
RP11-91I11.1	0
HSP90B3P	0.0342131
RN7SL653P	0
BRDT	0.0241317
EPHX4	2.10378
LPCAT2BP	0
SETSIP	0.109249
BTBD8	0.727385
GAPDHP46	0
PRKAR1AP1	0
KIAA1107	3.06887
RP4-621B10.8	0.778431
RP4-775D17.1	0
C1orf146	0.0535929
ACTBP12	0
RPAP2	3.23377
RN7SL824P	0
GFI1	0.517969
RP4-593M8.1	0
HMGB3P9	0.116531
RNU4-59P	0
RP11-330C7.3	0
RP11-330C7.4	0
CCNJP2	0
SNORD21	2.95707
SNORA66	2.18958
SNORA51	0
RP11-386I23.1	0.132745
RNU6-970P	0
RN7SL692P	0
RNU6-210P	0
RN7SKP123	0
Y_RNA	0
CCDC18	1.43423
RP4-612C19.1	0
RP4-612C19.2	0
RP4-717I23.2	0
RP4-713B5.2	0.457518
Y_RNA	0
RNA5SP53	0
RP5-1033H22.2	0.119387
RP11-488P3.1	0.452922
MIR760	0
RP4-561L24.3	0.969831
GCLM	3.86082
CHCHD2P5	0
MTND4P11	0
MTND3P21	0
MTCO3P21	0
MTATP6P13	0
RP5-837O21.8	0
MTCO2P21	0
MTCO1P21	0
RP5-837O21.2	0
ABCA4	0.133936
RP11-78O9.1	0
RN7SL440P	0
RP11-148B18.1	0
GAPDHP29	0
RP11-148B18.4	0
RP11-366L18.1	0
RP11-86H7.6	0
SLC44A3-AS1	0.184801
KATNBL1P2	0
MIR378G	0
SLC44A3	1.72074
ALG14	1.23653
RP11-313A24.1	0.0691172
TMEM56	4.28796
RP11-57H12.2	0
Y_RNA	0
RP11-57H12.3	0.295383
RP11-57H12.5	0.610228
LINC01760	0
LINC01650	0
RP11-14O19.2	0
LINC01761	0
RP11-286B14.1	0.0372812
RP11-286B14.2	0
RP11-147C23.1	0
RNU1-130P	0
LINC01787	0
RP4-736I12.1	0
UBE2WP1	0
EEF1A1P11	1.92847
RN7SL831P	0
NDUFS5P2	0
RN7SKP270	0
DPYD-AS1	0
DPYD-IT1	0
SEC63P1	0.425871
RPL26P9	0
RP11-272L13.2	0
DPYD-AS2	0
RP11-272L13.4	0.0445374
LINC01930	0
RP11-490G2.2	0
MIR137HG	0.0117255
NFU1P2	0
LINC01776	0
RP11-296E3.2	0.131392
PLPPR5	0.0415686
RP5-896L10.1	0
RP11-234N17.1	1.35103
PLPPR4	1.03531
RP4-735N21.1	0
LINC01708	0
HMGB3P10	0.462947
FRRS1	1.27876
RNU4-75P	0
Y_RNA	0
RP4-581O6.1	0
RP5-884G6.2	0
SLC35A3	3.6654
RNU6-750P	0
RNU6-1318P	0
RP4-714D9.2	0
SASS6	2.58787
RP4-714D9.4	0
LRRC39	2.47234
RPL23AP90	0
BRI3P1	0.0975432
RP11-305E17.4	0.17963
RTCA-AS1	2.09213
MIR553	0
RP5-837M10.1	0
RP5-837M10.2	0
CDC14A	3.62172
BCAS2P2	0
RP5-837M10.4	0
GPR88	2.21857
RP11-84O12.2	0
LINC01349	0
RP11-84O12.3	0
HNRNPA1P68	0.076392
RP11-421L21.2	0.354344
RP11-421L21.3	4.22911
SCARNA16	0
RP5-1033H2.1	0
RP4-575N6.4	1.10794
RP4-575N6.5	0.577399
RP4-575N6.2	0.50912
PPIAP7	0
LINC01307	0
LINC01709	0
RNU6-965P	0
RPSAP19	0.430555
OLFM3	0.134477
RNU6-352P	0
RP11-82O2.2	0
DNAJA1P5	0
RP11-202K23.1	0
RP5-936J12.1	0
COL11A1	0.1307
SOD2P1	0
RP11-153F1.2	0
RP11-153F1.1	0.0984699
RN7SKP285	0
AMY2A	0.282296
AMY1A	0
RP5-1108M17.5	0
AMY1B	0.0368027
AMYP1	0
AMY1C	0
RP11-97C18.1	0
RP11-364B6.2	0.022836
FTLP17	0
CDK4P1	0
LINC01676	0
SEPT2P1	0
RP11-90H3.2	0
RP11-90H3.1	0.0427159
LINC01677	0
RP5-947P14.1	0
RP5-947P14.2	0
RP11-478L17.1	0
RP11-110F24.1	0
MTATP6P14	0
MTCO1P14	0
LINC01661	0
NTNG1	0.519709
RP11-270C12.3	1.24267
VAV3	1.02054
MIR7852	0
VAV3-AS1	0
RP11-356N1.2	0.0696091
RP11-483I13.6	0.132317
NBPF4	0
RP11-483I13.2	0
SLC25A24P1	0
NBPF5P	0
SLC25A24P2	0
RP11-131J3.1	0
NBPF6	0
RP5-964H19.4	0
ST13P21	0
RP5-964H19.2	0
HENMT1	2.59251
FNDC7	0.0172026
RP11-293A10.3	0
RP11-475E11.2	0
AKNAD1	0.747525
SPATA42	0.0542035
RP5-1065J22.2	0
RP11-20O24.4	3.36444
RP11-20O24.1	0.189083
RANP5	0
RP5-1065J22.8	1.08234
SCARNA2	0
RP5-1065J22.4	0
C1orf194	0.502139
KIAA1324	0.192851
MYBPHL	0.594614
GPR61	0.126696
RNU6V	0
RP5-1160K1.6	1.11156
RPL7P8	0.103642
AC000032.2	0
RP4-735C1.4	0.398952
EPS8L3	0.0248581
NDUFA5P10	0
LINC01768	0
RP11-195M16.1	0
RP11-195M16.3	0
ALX3	0
LINC01397	0
UBL4B	0.106952
SLC6A17	0.635206
RP5-1028L10.1	0
RP5-1028L10.2	0
KCNC4-AS1	0.192049
KCNC4	3.01603
RP5-1003J2.4	0
SNORA25	0
RP5-1074L1.1	0.110048
RBM15	3.25548
LAMTOR5-AS1	0.239316
PROK1	0.138079
RP11-470L19.6	0
CYMP	0
CYMP-AS1	0
KCNA10	0
KCNA2	1.26348
RP11-284N8.3	0.402093
KCNA3	0.162866
Y_RNA	0
NRBF2P3	0
OR11I1P	0
RP11-96K19.4	0.0570045
RP11-96K19.2	0.291008
RP11-96K19.5	0.0810613
CCNT2P1	0
RNA5SP54	0
DENND2D	1.42454
CHI3L2	0.631114
CHIAP1	0
CHIAP2	0
CHIA	0
RP5-1125M8.2	0
RP5-1125M8.3	0
PIFO	3.53999
CHIAP3	0
HIGD1AP12	0
PGCP1	0.0251686
RP11-552M11.8	2.98942
UBE2FP3	1.97473
RP11-552M11.4	1.97825
Y_RNA	0
TMIGD3	1.31146
RNU6-792P	0
ADORA3	3.23722
KRT18P57	0.0667308
RNU6-151P	0
FAM212B-AS1	0.52916
KCND3-IT1	0
KCND3-AS1	0
LINC01750	0.984877
RP5-965F6.2	0.695645
TXNP3	0
snoU13	0
MIR4256	0
WNT2B	3.2527
RP4-671G15.2	1.80126
ST7L	4.80446
MRPL53P1	0
RNU7-70P	0
RP11-426L16.3	0.609143
PPM1J	1.86086
RP11-426L16.9	0
FAM19A3	0.0491871
NUTF2P4	0
LINC01356	0
RP3-522D1.1	0
RP3-522D1.2	0
AKR7A2P1	0.194594
SLC16A1-AS1	0.828481
RP11-31F15.2	0.414423
LRIG2	4.9977
RP11-389O22.4	0
RP11-389O22.5	0
RP11-512F24.1	0.218621
MTND5P20	0
PHTF1	3.42104
RP4-730K3.3	1.38637
RP5-1073O3.2	0
PTPN22	0.692323
AP4B1-AS1	1.58298
BCL2L15	0.284388
DCLRE1B	4.21189
HIPK1-AS1	0.107607
RP4-590F24.1	0
RP4-590F24.2	0
SYT6	0.0237284
RP4-543J13.1	0
MRPL57P1	0
RP4-591B8.3	0
RP4-591B8.2	0
EIF2S2P5	0
Y_RNA	0
PKMP1	0.0768036
DENND2C	1.32449
AMPD1	0.0426609
RN7SL432P	0
RNY1P13	0.117626
NR1H5P	0
SYCP1	0.0359223
TSHB	0.409544
LINC01765	0.203248
RP4-663N10.1	0.108868
NGF	4.4316
RP4-663N10.2	0
RP4-663N10.3	0
ELOCP20	0
CNOT7P2	0
RP11-710N8.3	0
RN7SL420P	0
SNORA42	0
VANGL1	4.97567
NHLH2	0.0086349
HNRNPA1P43	0
RP11-12L8.2	0
LINC01649	0
SLC22A15	1.67012
RP11-159M11.2	0
MAB21L3	0.0202145
LINC01779	0.103665
U3	0
ATP1A1-AS1	2.06917
RNU6-817P	0
LINC01762	0.0679683
RP4-655J12.5	0
Y_RNA	0
RP5-1086K13.1	0.758861
NAP1L4P1	0.555144
MIR548AC	0
IGSF3	4.40531
MIR320B1	0
C1orf137	0
GAPDHP64	0
NEFHP1	0
CD2	1.50417
FTH1P22	0
RP4-753F5.1	1.5833
RNA5SP55	0
CD101	0.972521
RP11-27K13.3	0.162148
TTF2	3.55087
MIR942	0
RPS15AP9	0
VTCN1	0
Metazoa_SRP	0
LINC01525	0
RP11-188D8.1	1.09099
RP4-675C20.4	0.244667
VPS25P1	0
AL157902.3	0
FAM46C	2.19356
VDAC2P3	0
SNORA40	0
RP11-134N8.2	0
PNRC2P1	0.091279
GDAP2	2.80695
SPAG17	0.144679
RNA5SP56	0
PSMC1P12	0
RP4-630J13.1	0
TBX15	0.77391
RP4-712E4.1	0
RP4-712E4.2	0
WARS2-IT1	0.141304
RBMX2P3	0
RPS3AP12	0
RP11-418J17.1	1.76466
RPL6P2	0
RP11-418J17.3	0
LINC01780	0
RNU1-75P	0
HAO2	0.0310147
HAO2-IT1	0
HSD3B2	0.0800815
GAPDHP74	0
HSD3BP2	0
GAPDHP23	0
HSD3BP1	0
GAPDHP58	0
HSD3B1	0
GAPDHP32	0.0946211
HSD3BP3	0
GAPDHP27	0
HSD3BP4	0.0738034
GAPDHP33	0.060961
LINC00622	1.0649
HSD3BP5	0.23821
ZNF697	2.2124
HMGCS2	0.263542
REG4	0
NBPF7	0
PFN1P9	0
NOTCH2P1	0
ADAM30	0
RP5-1042I8.7	3.35472
RP11-114O18.1	0
RNU6-465P	0
CH17-472G23.1	1.00026
7SK	0
U1	0
PFN1P2	2.39765
U2	0.255853
7SK	0
NBPF26	4.04569
RNVU1-19	0
PPIAL4A	0
CH17-118O6.6	0.143195
RNVU1-4	0
LINC00623	3.03766
CH17-118O6.3	0
U1	0
CH17-118O6.4	0
FCGR1B	0.14188
RP11-439A17.10	0
RP11-439A17.9	0.0317473
HIST2H2BA	1.32173
RP11-439A17.4	0
HIST2H3DP1	0.833789
RP11-439A17.5	0
FAM72B	0.138458
SRGAP2C	4.40905
CH17-219N22.1	0
SRGAP2-AS1	0
CH17-437K3.1	0.233088
RP11-343N15.2	0.0644524
RP11-344P13.4	0
RP11-344P13.3	0
RP11-344P13.6	0
EMBP1	0.127772
LINC01691	0
CH17-333M13.2	0
CH17-333M13.1	0
CH17-13I23.3	4.61258
5S_rRNA	0
CH17-13I23.2	0
CH17-13I23.1	0
NKAIN1P1	0
RP11-763B22.7	0
RP11-763B22.6	0
RP11-744H18.1	0
NBPF17P	0.0147563
PFN1P12	0
RNU1-114P	0
RNVU1-17	0
RNU1-92P	0
RNVU1-18	0
RP11-403I13.5	0.0176969
RP11-403I13.4	0
FAM91A3P	0
RP11-403I13.10	0
RP11-403I13.7	0
RNU1-143P	0
RP11-403I13.9	0
RP5-998N21.3	0
FCGR1CP	0.186547
HIST2H2BB	1.2637
RP5-998N21.4	0.0274053
RP5-998N21.7	0
HIST2H3PS2	0.589871
RPL22P5	0
FAM72C	0.0237292
SRGAP2D	0.491194
IGKV1OR1-1	0
CH17-248H7.2	0
CH17-248H7.3	0
RP11-14N7.2	1.69838
5S_rRNA	0
DRD5P2	0
CH17-125A10.1	0
PPIAL4E	0.0715774
RP11-666A1.7	0
RNVU1-15	0
RP11-763B22.4	0
RP11-763B22.3	0.157701
PFN1P6	0.525051
RP11-666A1.4	0
U1	0
U1	0
U1	0
PPIAL4F	0
LINC01632	0
RP11-289H16.1	0
RP11-763B22.11	0
RNA5SP59	0
CH17-164J11.1	0
SRGAP2B	0.867636
RP3-365I19.2	0
FAM72D	0.0811764
CH17-195P21.1	0
RP11-403I13.8	2.75234
U1	0
CH17-195P21.2	1.07054
RP11-289I10.2	1.23348
PPIAL4D	0.117132
RP11-289I10.3	0
CH17-373J23.1	0.258684
RP11-89F3.2	0
NBPF20	0.693398
PFN1P3	0.25185
U1	0
U1	0
CH17-262O2.2	0
CH17-262O2.1	0.0269126
NBPF25P	1.02099
GPR89A	3.06839
PDZK1	0.417863
CD160	0.720424
NUDT17	3.32591
MIR6736	0
RP11-315I20.3	0
GNRHR2	2.33022
LIX1L-AS1	0.399582
ANKRD34A	2.00997
HFE2	0.0830406
RNVU1-6	0
LINC01719	0.300578
NBPF10	0.685234
NOTCH2NL	0.943223
CH17-353B19.1	0
RNU6-1071P	0
NUDT4P2	0
CH17-385C13.2	0.693632
CH17-385C13.3	0
U1	0
U1	0
RP11-640M9.4	0
CH17-408M7.1	0.422995
5S_rRNA	0
HYDIN2	0.672936
U6atac	0
PFN1P8	0.208162
RP4-704D21.2	0
NBPF13P	0.0251738
RP11-325P15.1	0
RNVU1-8	0
RP11-325P15.2	0
NBPF13P	0.0119363
RP11-337C18.8	1.46487
FMO5	1.22279
PDIA3P1	3.94811
CCT8P1	1.01076
RPL7AP15	0.120566
LINC00624	0.304381
RP11-337C18.4	0
OR13Z1P	0
Y_RNA	0
OR13Z2P	0
OR13Z3P	0
RN7SL261P	0
RP11-533N14.3	0
RP11-433J22.3	0
RP11-314N2.2	0
GJA8	0
GPR89B	3.46733
RP6-74O6.2	0.567918
PDZK1P1	0
XXyac-YX155B6.7	0
RNU1-129P	0
RP11-94I2.4	0.201279
RNVU1-7	0
PDE4DIPP1	0.0446656
PFN1P4	0.444277
ABHD17AP1	0.310331
RP4-565E6.1	0.223806
XXyac-YX155B6.5	0.0195529
RNA5SP57	0
RP11-301M17.2	0
RP11-301M17.1	0
RNU1-120P	0
LINC01731	0
RP11-495P10.9	0
LINC01138	1.64007
RP11-495P10.5	0.0151683
RP11-495P10.4	0
RP11-495P10.3	0.0465958
Y_RNA	0
MIR5087	0
RNU1-122P	0.248464
RP6-74O6.6	0.749851
RNVU1-1	0.217925
RNVU1-2	0
MIR6077	0
RNU1-13P	0
RP11-495P10.1	0.808705
RNVU1-3	0.514932
RP11-495P10.10	0.402009
CH17-172B3.1	2.24256
PPIAL4G	0
U1	0
NBPF14	1.86679
RNU6-1171P	0
NUDT4P1	0
CH17-478G19.2	0
RP4-725K1.1	0
RN7SKP88	0
RNU2-38P	0
RP4-791M13.5	0
RP4-791M13.4	0.0750108
RP4-791M13.3	0.153307
CH17-78J1.1	0
RNU1-59P	0
RP11-326G21.1	1.37264
7SK	0
RP11-544O24.2	0.0900389
NBPF19	2.30945
PPIAL4C	0
LINC00869	2.04093
RP11-353N4.6	1.15873
U1	0.311359
RP11-353N4.5	0.0250699
RNU1-68P	0
RP11-196G18.1	0
FCGR1A	0.278711
HIST2H2BF	0.605744
RP11-196G18.3	0.0568571
HIST2H3D	0.341528
HIST2H4A	0.173139
HIST2H3C	0
HIST2H2AA3	0.0825937
HIST2H2BD	0.443729
HIST2H2BC	0.534857
HIST2H2AA4	0.0874026
HIST2H3A	0
HIST2H4B	0.0189436
RP11-196G18.23	0.0871742
HIST2H2AC	1.86391
HIST2H2AB	0.133593
RP11-458I7.1	0.118825
RN7SL480P	0
RNU2-17P	0.14835
RP4-790G17.7	0
CA14	1.23949
MIR6878	0
FALEC	0.503865
RP11-54A4.2	1.71725
MIR4257	0.854391
ADAMTSL4-AS1	0.620888
RN7SL473P	0.346308
RN7SL600P	0.49255
SNORA40	0.606025
U4	0.32944
HORMAD1	0.0458281
RNU6-1042P	0
RP11-363I22.3	0
UBE2D3P3	0.1061
RNU6-1309P	0
RPS27AP6	0.0906028
RP11-235D19.4	0
CYCSP51	0
RP11-316M1.3	0
ANXA9	3.60144
RNU6-884P	0
BNIPL	0.339539
RPS29P29	0
RP11-68I18.10	0.789003
TNFAIP8L2	2.87623
TMOD4	1.96275
RP11-126K1.2	0.387592
RN7SL444P	0.213972
RP11-126K1.9	0
RP11-126K1.6	0.495155
RNY4P25	0
CGN	1.06105
SNORA44	0
RP11-74C1.4	0.145872
MIR554	0
RP11-74C1.2	0.275296
RNU6-1062P	0
RP11-98D18.1	0.0549889
CELF3	0.50247
RIIAD1	0.477472
RNU6-662P	0
RP11-98D18.15	0.219777
RP11-98D18.7	0
OAZ3	0.53313
RP11-98D18.16	0
RP11-98D18.3	1.35651
TDRKH	4.29525
TDRKH-AS1	0.836256
RP11-98D18.17	0.363353
LINGO4	0
RORC	0.0683872
C2CD4D	0.182546
Y_RNA	0.363712
AL450992.2	1.00439
THEM5	0.420925
KRT8P28	0
AL591893.1	0.0223166
AL450992.6	0
SPTLC1P4	0
TCHHL1	0
TCHH	0.0994659
AL589986.2	0
PUDPP2	0
RPTN	0
FLG-AS1	0.618611
RP11-107M16.2	0
HRNR	0.12637
FLG	0.353969
FLG2	0.139321
HMGN3P1	0
CRNN	1.68603
LCE5A	0
CRCT1	0.973861
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
RP1-52J10.9	0
LINC00302	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	0.0896639
RP1-43O17.1	0
RP1-43O17.2	0
KPRP	0.0900581
LCE1F	0
LCE1E	0
LCE1D	0
LCE1C	0.117997
LCE1B	0
LCE1A	0
LCE6A	0
SMCP	0.0365604
IVL	0.187169
LINC01527	0
RP1-20N18.10	0
SPRR4	0
SPRR1A	1.33187
SPRR3	4.38404
SNORA31	0
RP1-20N18.4	0
SPRR1B	1.03587
SPRR2D	0.449097
SPRR2A	1.33593
SPRR2B	0
SPRR2E	0.762557
SPRR2F	0.135004
SPRR2C	0
SPRR2G	0.121061
RP1-140J1.1	0
LELP1	0
PRR9	0
RP1-140J1.4	0
LOR	0.436765
PGLYRP3	0
PGLYRP4	0
RNU6-160P	0
S100A12	2.03734
LAPTM4BP1	0
AL591704.7	0
S100A7A	0
AL591704.9	0
S100A7L2	0
S100A7	0.286156
RN7SL44P	0
BX470102.3	3.13323
S100A5	0.245569
S100A3	2.20206
S100A2	1.47262
S100A14	1.41029
S100A1	0.875263
RP1-178F15.4	2.65602
MIR8083	0
RN7SL372P	0
GEMIN2P1	0
Y_RNA	0
RP11-216N14.8	0
RP11-216N14.9	0.447438
Y_RNA	0
RP11-216N14.5	0.0835309
RP11-216N14.7	0.0729138
RP11-759F5.1	0
MIR6737	0
RP11-422P24.12	1.24554
RP11-422P24.10	1.32577
RP11-422P24.11	2.90042
NUP210L	0.0546944
RP11-422P24.9	0.142021
RNU6-179P	0
RPS7P2	0
MIR5698	0
RN7SL431P	0.442137
MIR190B	0
C1orf189	0.0995982
SNORA58	0
SNORD59	0
RNU6-239P	0
RNU6-121P	0
RP11-137P24.5	0
AQP10	0.0852956
RNU7-57P	0
RP11-350G8.4	0
RPSAP17	0.13574
RP11-350G8.5	0.39525
PSMD8P1	0.0674204
TDRD10	4.91814
UBE2Q1-AS1	0.160084
CHRNB2	0.164991
KCNN3	3.34098
RP11-307C12.13	0.0788623
Metazoa_SRP	0.388496
RP11-307C12.12	2.73
MIR4258	0
LENEP	0.0863806
DCST2	1.53031
DCST1	0.199288
DCST1-AS1	0.672688
EFNA4	4.35976
EFNA3	1.54893
Y_RNA	0
HMGN2P18	0
TRIM46	0.920317
RP11-263K19.6	4.55528
GBAP1	2.75734
MTX1P1	0.776587
HCN3	4.92605
PKLR	0.0343129
MIR555	0
RNU6-106P	0
ASH1L-IT1	0
RNU6-1297P	0
POU5F1P4	0.0354949
ASH1L-AS1	3.52316
RP11-29H23.7	1.07953
DAP3P1	0
RP11-29H23.6	0
RP11-29H23.4	0
RP11-29H23.5	0.432625
RP11-243J18.2	0
MSTO2P	4.31354
RP11-101O6.2	0.0802818
U4	0
SNORA80E	0
RXFP4	0.0685969
MIR6738	0
RP11-336K24.12	1.05007
RP11-336K24.5	0
RAB25	0.249565
MEX3A	0.469079
SEMA4A	2.42594
SNORA26	0
TMEM79	4.4215
VHLL	0
TSACC	0.412378
RHBG	0.0124403
RP11-139I14.2	0.00648734
C1orf61	0.0536569
MIR9-1	0
RP11-98G7.1	0.720948
Y_RNA	0
RP11-284F21.8	0.165645
IQGAP3	0.295596
TTC24	0.0193289
RP11-284F21.11	1.28994
HAPLN2	2.98532
RP11-284F21.9	0.112388
BCAN	0.442047
RP11-284F21.10	0.234916
RP11-284F21.7	0.238275
RP11-66D17.3	0
RP11-66D17.5	1.0414
SH2D2A	0.914352
NTRK1	2.10522
INSRR	0.160131
