Name	Brain - Cerebellar Hemisphere
Y_RNA	0
RP4-792G4.3	0
ITGB3BP	3.96033
RN7SL488P	0
RNU7-123P	0
DLEU2L	1.50563
RN7SL130P	1.41353
ROR1	1.56214
RP4-597J3.1	0
CFL1P3	0
RNU6-809P	0
Y_RNA	0
ROR1-AS1	0.0362166
UBE2U	0
RNU7-62P	0
CACHD1	2.93409
MIR4794	0
RP11-182I10.1	0
RP11-182I10.2	0
LINC01359	1.21103
SLC2A3P2	0.215939
RP4-535B20.4	3.61223
RNU6-1176P	0
MIR3671	0
MIR101-1	0
RP4-535B20.1	0.587357
RP4-535B20.2	0
MRPS21P1	0
RPS29P7	0
RP5-1044H5.1	0.119013
COX6CP13	0.621629
RNU2-15P	0
RP4-630A11.3	0
LEPR	1.67288
RP11-430H12.2	0
RN7SL854P	0
RP11-397C12.1	0
RNU4-88P	0
MIR3117	0
RP4-598P13.1	0.0773353
TCTEX1D1	2.28137
INSL5	0.107859
WDR78	0.40027
RP11-342H21.2	0
C1orf141	0.0196058
SNORA31	0
RP4-547N15.3	0.0317594
IL23R	0
RNU6-586P	0
RNU4ATAC4P	0
RP11-131O15.2	0
IL12RB2	0.0776099
RNU6-387P	0
LINC01702	0
RNU6-1031P	0
RP11-393N21.1	0
RN7SL392P	0
HNRNPCP9	0
GNG12	3.49352
RNU7-80P	0
GNG12-AS1	0.030617
RP4-609E1.2	0
DIRAS3	0.717562
ARL5AP3	0
CTBP2P8	0.0574922
MIR1262	0
RPS7P4	0.176442
COX6B1P7	0
ELOCP18	0
RP5-1033K19.2	0
RPE65	0.0755225
DEPDC1	0
RP4-694A7.2	0
DEPDC1-AS1	0
TXNP2	0
LINC01707	0
RP11-74K19.1	0
LINC01758	0
LRRC7	0.60521
SGO1P1	0
RN7SL538P	0
PIN1P1	0
RP11-181B18.1	0.10564
RN7SL242P	0
RP4-677H15.4	0
RP11-180O5.2	0.399902
CTH	4.31563
Metazoa_SRP	0
RP11-42O15.3	3.06645
RP11-42O15.2	0
CASP3P1	0
LINC01788	0
RP11-99H8.1	0
PTGER3	0.0233475
RP3-333A15.1	0
RP3-333A15.2	0
ZRANB2-AS1	0.62167
MIR186	0.388905
ZRANB2-AS2	0.0632623
RP11-115M14.1	0
RP11-82L20.1	0
RP11-175G14.2	0
NEGR1-IT1	0
GDI2P2	0.428462
RPL31P12	0.309442
RNU6-1246P	0
RP4-660H19.1	0
RP11-262K1.1	0.0277143
RP11-25L19.1	0
KRT8P21	0
RN7SKP19	0
LINC01360	0
RP4-788P17.1	0
RNA5SP50	0
RNU4ATAC8P	0
LRRIQ3	0.0285715
FPGT	3.13722
RP11-439H8.4	0.322839
RP4-650F12.2	2.67772
LRRC53	0.188159
ERICH3-AS1	0
RP11-17E13.2	2.41852
CRYZ	3.51947
RP11-93N20.1	0
RP11-510C10.4	0
RP11-510C10.2	0
LHX8	0
RP11-510C10.3	0
RNU6-622P	0
SLC44A5	0.308367
RP11-87O11.1	0
RNU6-503P	0
RP4-595K12.1	0
RP4-595K12.2	0
RP4-682C21.5	0
DLSTP1	2.5712
MSH4	2.41182
ASB17	0
RP11-550H2.1	0.0744448
RP11-550H2.2	0
ST6GALNAC3	1.27514
RP11-335E14.1	0
RP5-1102E8.3	0.0966662
TPI1P1	2.93915
RNU6-161P	0
RP11-415A20.1	0
ST6GALNAC5	0.0992643
MIR7156	0
RP4-564M11.2	0
RP4-706A16.3	3.93893
RP11-363H12.1	0
AK5	2.83701
RP11-375A5.1	0
RNU7-8P	0
RNA5SP20	0
RN7SL370P	0
ACTG1P21	0
RNA5SP21	0
RP11-181C21.4	0.149041
NSRP1P1	0.281371
HSPE1P25	0
NEXN-AS1	0.236585
NEXN	1.31097
RP11-386I14.4	1.20047
RP11-386I14.2	0.102869
GIPC2	0.457758
RNU6-1102P	0
RP11-386I14.3	0
RNA5SP22	0
RNFT1P2	0
MGC27382	0
PTGFR	0.0391753
RP11-472F19.1	0
RNA5SP23	0
IFI44L	2.13042
IFI44	4.76515
RP4-641G12.3	0
RP4-641G12.4	0
ADGRL4	2.38732
PSAT1P3	0
RP4-726F1.2	0
RP4-726F1.1	0
ADH5P2	0
RP11-339A11.1	0
RP11-339A11.2	0
RP11-339A11.3	0
HMGB1P18	0
RP11-339D23.1	0
HNRNPA1P64	0
RP11-115A15.4	0
RP11-115A15.2	0
RP5-933B4.1	0
LINC01781	0
MTND2P30	0
RPL7P10	0
RP3-445O10.1	0
RN7SKP247	0
ADGRL2	2.15532
HNRNPA3P14	0
RP5-837I24.1	0.0317303
RP5-837I24.6	0
RP5-837I24.2	0
MED28P8	0
RP5-837I24.4	0
RP5-837I24.5	0
ST13P20	0
RP11-147G16.1	0
LINC01362	0
LINC01361	0
LINC01712	0
LINC01725	0.00969343
RP5-836J3.1	0
TTLL7-IT1	0.131751
RP4-552O12.1	0
RP11-486G15.1	0.139452
RP11-82H13.2	0.659796
SNORA2	0
SAMD13	1.07878
RP11-376N17.4	0
UOX	0.0303841
DNASE2B	0.207079
SPATA1	0.653689
CTBS	2.40175
LINC01555	0
RP11-484D4.3	0
LPAR3	0.206184
MCOLN2	0.0279874
WDR63	0.0186812
MCOLN3	0.036902
MIR4423	0
RP11-33E12.2	0.20871
SYDE2	0.0315797
Y_RNA	0
RP11-131L23.1	0.245908
Y_RNA	0
RP11-131L23.2	0.150879
RP4-621F18.2	0.0210811
RP11-290M5.4	0.559388
CYR61	3.83366
SNORD81	0
RP11-290M5.2	0
COL24A1	0.223227
RNA5SP51	0
RP4-682E18.1	0
MIR7856	0
RP11-444C12.1	0
CLCA2	0.0539813
CLCA1	0.0246923
CLCA4	0.570275
CDCA4P2	0
RP4-651E10.4	0.510858
CLCA3P	0.0126559
RP4-612B15.3	1.98367
RP4-612B15.2	0.106049
RP4-604K5.3	0.0594701
RP11-384B12.2	0.0350611
RP11-384B12.3	0
LINC01140	0.986003
RP5-1043L3.1	0
LINC01364	0.102712
RNA5SP52	0
RP11-60A14.1	0
LINC01773	0
CTA-21C21.1	0
RN7SL583P	0
RP11-76N22.1	0
uc_338	0
PKN2-AS1	0.0145175
RPL36AP10	0
RNU6-125P	0
ELOCP19	0.90785
RP11-82K18.2	0.897046
GBP3	1.34265
Y_RNA	0
GBP1	1.35147
GBP2	1.06942
GBP7	0.046688
GBP4	1.39291
GBP5	0.0526245
RP4-620F22.3	0
RP5-908D6.1	0
GBP6	0.0819486
CAPNS1P1	0
GBP1P1	0.257972
LRRC8B	2.13276
FLJ27354	0.560363
RP11-413E1.4	0
LRRC8C	0.678157
RP11-413E1.2	0
RP5-943J3.1	0
RP5-943J3.2	4.51614
RP11-302M6.5	0.127856
RN7SKP272	0
GEMIN8P4	2.50425
RNU6-695P	0
RP5-827O9.1	0
U3	0.669098
LINC01763	2.46029
RP4-665J23.4	0.13617
PHKA1P1	0.368223
RPL5P6	0
Y_RNA	0.226908
FEN1P1	0
WDR82P2	0
RP11-91I11.1	0
HSP90B3P	0
TGFBR3	1.00512
RN7SL653P	0
BRDT	0.0322463
EPHX4	1.85022
LPCAT2BP	0
SETSIP	0.191842
BTBD8	1.06163
GAPDHP46	0
PRKAR1AP1	0
RP4-775D17.1	0
C1orf146	0.881855
ACTBP12	0
RN7SL824P	0
GFI1	0.0462992
RP4-593M8.1	0
HMGB3P9	0.139617
RNU4-59P	0
RP11-330C7.3	0
RP11-330C7.4	0
CCNJP2	0
SNORD21	1.54887
SNORA66	1.98848
SNORA51	0
RP11-386I23.1	0.55129
RNU6-970P	0
RN7SL692P	0
RNU6-210P	0
RN7SKP123	0
Y_RNA	0
CCDC18	1.8362
RP4-612C19.1	0
RP4-612C19.2	0
RP4-717I23.2	0
Y_RNA	0
RNA5SP53	0
BCAR3	4.30695
RP5-1033H22.2	0
RP11-488P3.1	0.462661
MIR760	0
CHCHD2P5	0
MTND4P11	0
MTND3P21	0
MTCO3P21	0
MTATP6P13	0
RP5-837O21.8	0
MTCO2P21	0
MTCO1P21	0
RP5-837O21.2	0
ABCA4	0.142616
RP11-78O9.1	0
RN7SL440P	0
RP11-148B18.1	0
GAPDHP29	0
RP11-148B18.4	0
RP11-366L18.1	0
RP11-86H7.6	0.0496588
SLC44A3-AS1	1.40332
KATNBL1P2	0
MIR378G	0
ALG14	2.06136
RP11-313A24.1	0.166147
RP11-57H12.2	0.124194
Y_RNA	0
RP11-57H12.3	0.236507
RP11-57H12.5	1.43256
LINC01760	0
LINC01650	0
RP11-14O19.2	0
LINC01761	0
RP11-286B14.1	0.0362023
RP11-286B14.2	0
RP11-147C23.1	0
RNU1-130P	0
LINC01787	0
RP4-736I12.1	0
UBE2WP1	0
EEF1A1P11	0.805632
RN7SL831P	0
NDUFS5P2	0
RPL7P9	4.7716
RN7SKP270	0
DPYD	0.575448
DPYD-AS1	0
DPYD-IT1	0
SEC63P1	0.179162
RPL26P9	0
RP11-272L13.2	0
DPYD-AS2	0
RP11-272L13.4	0
LINC01930	0
RP11-490G2.2	0
MIR137HG	0
NFU1P2	0
LINC01776	0
RP11-296E3.2	0
SNX7	1.55401
PLPPR5	0.77827
RP5-896L10.1	0.049007
RP11-234N17.1	0.789453
PLPPR4	1.86567
RP4-735N21.1	0
LINC01708	0
PALMD	2.74234
HMGB3P10	0
FRRS1	0.0510458
RNU4-75P	0
Y_RNA	0
RP4-581O6.1	0
RP5-884G6.2	0.68334
SLC35A3	4.87777
RNU6-750P	0
RNU6-1318P	0
RP4-714D9.2	0
RP4-714D9.4	0
RPL23AP90	0.205076
BRI3P1	0
RP11-305E17.4	0.25608
RTCA-AS1	1.9106
MIR553	0
RP5-837M10.1	0
RP5-837M10.2	0
CDC14A	0.406521
BCAS2P2	0
RP5-837M10.4	0
GPR88	0.0670489
RP11-84O12.2	0
LINC01349	0
RP11-84O12.3	0
VCAM1	0.658679
HNRNPA1P68	0.137386
RP11-421L21.2	0.395341
SCARNA16	0
RP5-1033H2.1	0
RP4-575N6.4	0.75848
RP4-575N6.5	0.30706
RP4-575N6.2	0.238211
PPIAP7	0
LINC01307	0
LINC01709	0.353987
RNU6-965P	0
RPSAP19	2.70299
RNU6-352P	0
RP11-82O2.2	0
DNAJA1P5	0.0522948
RP11-202K23.1	0
RP5-936J12.1	0
COL11A1	1.06792
SOD2P1	0
RP11-153F1.2	0
RP11-153F1.1	0.133077
RN7SKP285	0
AMY2A	0.321472
AMY1A	0
RP5-1108M17.5	0
AMY1B	0.064403
AMYP1	0.0385132
AMY1C	0
RP11-97C18.1	0
RP11-364B6.2	0.115434
FTLP17	0
CDK4P1	0
LINC01676	0
SEPT2P1	0
RP11-90H3.2	0.0382645
RP11-90H3.1	0.127276
LINC01677	0
RP5-947P14.1	0.255999
RP5-947P14.2	0
RP11-478L17.1	0
RP11-110F24.1	0
MTATP6P14	0
MTCO1P14	0
LINC01661	0
NTNG1	3.66069
RP11-270C12.3	2.49955
VAV3	3.31443
MIR7852	0
VAV3-AS1	0
RP11-356N1.2	0.0246056
SLC25A24	1.79211
RP11-483I13.6	0.199924
NBPF4	0
RP11-483I13.2	0
SLC25A24P1	0
NBPF5P	0
SLC25A24P2	0
RP11-131J3.1	0
NBPF6	0
RP5-964H19.4	0
ST13P21	0
RP5-964H19.2	0
FNDC7	0.239482
RP11-293A10.3	0
RP11-475E11.2	0.0655411
AKNAD1	0.209437
SPATA42	0.100121
RP5-1065J22.2	0
RP11-20O24.4	2.19875
RP11-20O24.1	0
RANP5	0
RP5-1065J22.8	0.68479
SCARNA2	0
RP5-1065J22.4	0.0407502
C1orf194	0.903143
KIAA1324	0.814579
MYBPHL	0.182279
SYPL2	0.658141
GNAI3	4.86136
RNU6V	0
RP5-1160K1.6	1.4754
RPL7P8	0.140534
GSTM2	3.98068
GSTM1	4.84992
AC000032.2	0
RP4-735C1.4	1.75533
EPS8L3	0.0349147
NDUFA5P10	0
LINC01768	0
RP11-195M16.1	0
RP11-195M16.3	0
ALX3	0.122365
LINC01397	0.296328
UBL4B	0.525132
RP5-1028L10.1	0.25754
RP5-1028L10.2	0.731984
KCNC4-AS1	0.970487
RP5-1003J2.4	0
SNORA25	0
RP5-1074L1.1	1.46858
RBM15	4.04762
LAMTOR5-AS1	0.714629
SLC16A4	3.71403
PROK1	0.388698
RP11-470L19.6	0
CYMP	0.303299
CYMP-AS1	0.0814212
KCNA10	0
KCNA3	1.18466
Y_RNA	0
NRBF2P3	0
OR11I1P	0
CD53	2.85817
RP11-96K19.4	0.184649
RP11-96K19.2	0.864605
RP11-96K19.5	0.324703
CCNT2P1	0
RNA5SP54	0
DENND2D	0.299132
CHI3L2	0.0981978
CHIAP1	0
CHIAP2	0
CHIA	0
RP5-1125M8.2	0
RP5-1125M8.3	0
PIFO	0.350581
CHIAP3	0
HIGD1AP12	0
PGCP1	0
UBE2FP3	3.80107
RP11-552M11.4	2.58241
Y_RNA	0
TMIGD3	1.03603
RNU6-792P	0
ADORA3	1.03081
LINC01160	1.60188
KRT18P57	0.0422895
RNU6-151P	0
FAM212B-AS1	0.86501
KCND3-IT1	0.119597
KCND3-AS1	0.0905949
RP5-965F6.2	0
TXNP3	0
snoU13	0
MIR4256	0
WNT2B	3.27687
MRPL53P1	0
RNU7-70P	0
MOV10	3.0249
RP11-426L16.3	0
RP11-426L16.9	0
NUTF2P4	0
LINC01356	1.10711
RP3-522D1.1	1.2002
RP3-522D1.2	0.528669
AKR7A2P1	0.376994
SLC16A1-AS1	1.53608
RP11-31F15.2	1.13415
RP11-389O22.4	0
RP11-389O22.5	0
RP11-512F24.1	0.340506
MTND5P20	0
RP5-1073O3.2	0
PTPN22	0.679225
BCL2L15	3.13774
HIPK1-AS1	1.04925
OLFML3	1.18812
RP4-590F24.1	0
RP4-590F24.2	0
SYT6	0.216085
RP4-543J13.1	0
MRPL57P1	0
RP4-591B8.3	0
RP4-591B8.2	0
EIF2S2P5	0
Y_RNA	0
PKMP1	0.26032
DENND2C	1.16184
AMPD1	0.0152924
RN7SL432P	0
RNY1P13	0.193459
NR1H5P	0
SYCP1	0.0299137
TSHB	0
TSPAN2	0.36732
LINC01765	0
RP4-663N10.1	0
NGF	0.188401
RP4-663N10.2	0
RP4-663N10.3	0
ELOCP20	0
CNOT7P2	0
RP11-710N8.3	0
RN7SL420P	0
SNORA42	0
VANGL1	0.234006
CASQ2	1.72737
HNRNPA1P43	0
RP11-12L8.2	1.81943
LINC01649	0.707702
RP11-159M11.2	0.0755491
MAB21L3	0.302396
LINC01779	0
U3	0
ATP1A1-AS1	1.43594
RNU6-817P	0
LINC01762	0
RP4-655J12.5	0
Y_RNA	0
RP5-1086K13.1	0.0447696
CD58	1.30533
NAP1L4P1	0.0417738
MIR548AC	0
IGSF3	1.29937
MIR320B1	0
C1orf137	0
GAPDHP64	0
NEFHP1	0
CD2	0.0792092
FTH1P22	0
RP4-753F5.1	0.279086
PTGFRN	1.87666
RNA5SP55	0
CD101	0.128427
RP11-27K13.3	0
TTF2	0.465789
MIR942	0
TRIM45	2.85587
RPS15AP9	0
VTCN1	0.0134214
Metazoa_SRP	0
LINC01525	0
RP11-188D8.1	1.77127
RP4-675C20.4	0.0642788
VPS25P1	0
AL157902.3	0
FAM46C	0.362774
VDAC2P3	0
SNORA40	0
RP11-134N8.2	0
PNRC2P1	0
GDAP2	2.10043
SPAG17	0.0564248
RNA5SP56	0
PSMC1P12	0
RP4-630J13.1	0
TBX15	0.300403
RP4-712E4.1	0
RP4-712E4.2	0
WARS2	3.41638
WARS2-IT1	0.0662457
RBMX2P3	0
RPS3AP12	0
RP11-418J17.1	2.7271
RPL6P2	0
RP11-418J17.3	0
LINC01780	0
RNU1-75P	0
HAO2	0
HAO2-IT1	0
HSD3B2	0.0507235
GAPDHP74	0
HSD3BP2	0
GAPDHP23	0
HSD3BP1	0
GAPDHP58	0
HSD3B1	0
GAPDHP32	0.377159
HSD3BP3	0
GAPDHP27	0.0818163
HSD3BP4	0.145571
GAPDHP33	0.409569
LINC00622	4.76912
HSD3BP5	0.585675
ZNF697	2.01086
HMGCS2	0.0604439
REG4	0
NBPF7	0
PFN1P9	0
NOTCH2P1	0
ADAM30	0
RP5-1042I8.7	0.498394
NOTCH2	2.21935
RP11-114O18.1	0
RNU6-465P	0
7SK	0
CH17-472G23.2	4.19981
U1	0.415525
PFN1P2	4.54488
U2	1.89487
7SK	0
NBPF26	3.10581
RNVU1-19	2.41991
PPIAL4A	0.170497
CH17-118O6.6	0.369768
RNVU1-4	0
LINC00623	3.43197
CH17-118O6.3	0
U1	0
CH17-118O6.4	0
FCGR1B	0.325262
RP11-439A17.10	0.0633736
RP11-439A17.9	0.364423
RP11-439A17.4	0.0737219
HIST2H3DP1	2.7291
RP11-439A17.5	0
FAM72B	1.3855
CH17-219N22.1	0
SRGAP2-AS1	0.0634678
RP11-343N15.2	1.14404
RP11-344P13.4	0
RP11-344P13.3	0
EMBP1	0.98025
LINC01691	0
CH17-333M13.2	0
CH17-333M13.1	0
CH17-13I23.3	1.27914
5S_rRNA	0
CH17-13I23.2	0
CH17-13I23.1	0
NKAIN1P1	0
RP11-763B22.7	0
RP11-763B22.6	0
RP11-744H18.1	0
NBPF17P	0.0177015
PFN1P12	0
RNU1-114P	0
RNVU1-17	0
RNU1-92P	0
RNVU1-18	0
RP11-403I13.5	0.51244
RP11-403I13.4	0
FAM91A3P	0
RP11-403I13.10	0
RP11-403I13.7	0
RNU1-143P	0
RP11-403I13.9	0
RP5-998N21.3	0
FCGR1CP	0.300615
HIST2H2BB	4.46541
RP5-998N21.4	0.17405
RP5-998N21.7	0
HIST2H3PS2	1.96256
RPL22P5	0
FAM72C	0.717281
IGKV1OR1-1	0
CH17-248H7.2	0
CH17-248H7.3	0
RP11-14N7.2	0.759644
5S_rRNA	0
DRD5P2	0
CH17-125A10.1	0
PPIAL4E	0.0997837
RP11-666A1.7	0
RNVU1-15	0.625074
RP11-763B22.4	0.338557
RP11-763B22.3	3.52759
PFN1P6	0.774979
RP11-666A1.4	0
U1	0
U1	0
U1	0
PPIAL4F	0
LINC01632	0
RP11-289H16.1	0
RP11-763B22.11	0
RNA5SP59	0
CH17-164J11.1	0
RP3-365I19.2	0
FAM72D	0.830537
CH17-195P21.1	0
RP11-403I13.8	0.554633
U1	0
CH17-195P21.2	0.389164
RP11-289I10.2	1.51708
PPIAL4D	0.230976
RP11-289I10.3	0
CH17-373J23.1	2.11576
RP11-89F3.2	2.6341
NBPF20	4.35126
PFN1P3	0.76634
U1	0.47042
U1	0
CH17-262O2.2	0.146284
CH17-262O2.1	0.988759
NBPF25P	3.25662
CD160	0.681407
MIR6736	0
RP11-315I20.3	0
LIX1L-AS1	0.514068
HFE2	0.0490033
RNVU1-6	0.300369
LINC01719	4.52808
NBPF10	0.234178
NOTCH2NL	0.177312
CH17-353B19.1	0.0246324
RNU6-1071P	0
NUDT4P2	0
CH17-385C13.3	1.87273
U1	0.225159
U1	0.34132
RP11-640M9.4	0
CH17-408M7.1	0.744047
5S_rRNA	0
HYDIN2	1.16861
U6atac	0
PFN1P8	0.100573
RP4-704D21.2	0
NBPF13P	0.47669
RP11-325P15.1	0.305954
RNVU1-8	0.284722
RP11-325P15.2	0.0930413
NBPF13P	0.0154058
RP11-337C18.8	3.39459
FMO5	1.30655
CCT8P1	0.910414
RPL7AP15	0.585214
LINC00624	0.372885
RP11-337C18.4	0
OR13Z1P	0
Y_RNA	0
OR13Z2P	0
OR13Z3P	0
ACP6	2.52477
RN7SL261P	0
RP11-533N14.3	0
GJA5	0.349522
RP11-433J22.3	0
RP11-314N2.2	0
GJA8	0
PDZK1P1	0.783714
XXyac-YX155B6.7	1.57103
RNU1-129P	3.64472
RP11-94I2.4	1.33606
RNVU1-7	0.208508
PDE4DIPP1	0.62996
PFN1P4	0.16447
ABHD17AP1	1.563
RP4-565E6.1	0.828692
XXyac-YX155B6.5	0.631474
RNA5SP57	0
RP11-301M17.2	0
RP11-301M17.1	0.0915156
RNU1-120P	0
LINC01731	0.28819
RP11-495P10.9	0
LINC01138	3.99785
RP11-495P10.5	0.0367005
RP11-495P10.4	0
RP11-495P10.3	0.3721
Y_RNA	0
MIR5087	0
RNU1-122P	0.706349
RNVU1-1	1.35098
RNVU1-2	0
MIR6077	0
RNU1-13P	0
RP11-495P10.1	1.78424
RNVU1-3	1.55005
RP11-495P10.10	0.636701
CH17-172B3.1	2.71295
PPIAL4G	0.0441146
U1	1.22963
NBPF14	0.626235
RNU6-1171P	0
NUDT4P1	0
CH17-478G19.2	0
RP4-725K1.1	0
RN7SKP88	0
RNU2-38P	0.849806
RP4-791M13.5	0
RP4-791M13.4	0.411291
RP4-791M13.3	0.487157
CH17-78J1.1	0
RNU1-59P	0.342687
RP11-326G21.1	2.49958
7SK	0
RP11-544O24.2	0
NBPF19	1.34014
PPIAL4C	0.83054
LINC00869	3.73809
RP11-353N4.6	0.70536
U1	1.49742
RP11-353N4.5	0.0196106
RNU1-68P	0
RP11-196G18.1	0
FCGR1A	0.547239
HIST2H2BF	1.80605
RP11-196G18.3	0.436701
HIST2H3D	1.06957
HIST2H4A	0.134005
HIST2H3C	0.0231793
HIST2H2AA3	0.0625741
HIST2H2BD	1.04488
HIST2H2BC	0.950325
HIST2H2AA4	0.0672911
HIST2H3A	0
HIST2H4B	0.0241752
RP11-196G18.23	0.106414
HIST2H2AC	1.09668
HIST2H2AB	0.157738
RP11-458I7.1	0.85533
RN7SL480P	0
RNU2-17P	0.281219
RP4-790G17.7	0
CA14	3.43352
MIR6878	0
FALEC	1.41212
RP11-54A4.2	0.325147
ADAMTSL4	1.0188
MIR4257	0
ADAMTSL4-AS1	0.143019
RN7SL473P	0
RN7SL600P	0
SNORA40	1.38395
U4	0.691085
HORMAD1	0.0373957
RNU6-1042P	0
CTSS	1.94323
RP11-363I22.3	0.267018
UBE2D3P3	0.0822792
RNU6-1309P	0
RPS27AP6	0.151263
RP11-235D19.4	0
CYCSP51	0
RP11-316M1.3	0.237045
RNU6-884P	0
BNIPL	1.5332
RPS29P29	0
TNFAIP8L2	1.14251
TMOD4	0.310009
RP11-126K1.2	0.280113
RN7SL444P	0.255342
RP11-126K1.9	0.715365
RP11-126K1.6	1.2168
RNY4P25	0
SNORA44	0.50566
RP11-74C1.4	0.124794
MIR554	0
RP11-74C1.2	0.232319
RP11-404E16.1	0.262747
RNU6-1062P	0
RP11-98D18.1	3.11339
RIIAD1	4.68146
RNU6-662P	0
RP11-98D18.15	0.783801
RP11-98D18.7	0.0756897
OAZ3	3.45169
RP11-98D18.16	1.73793
C2CD4D	2.07098
Y_RNA	1.3379
AL450992.2	3.70068
THEM5	1.44923
KRT8P28	0
AL591893.1	0
AL450992.6	0
SPTLC1P4	0
TCHHL1	0
TCHH	0.0311129
AL589986.2	0
PUDPP2	0
RPTN	0
FLG-AS1	0.334182
RP11-107M16.2	0
HRNR	0.0281683
FLG	0.130566
FLG2	0.0326691
HMGN3P1	0
CRNN	0.335899
LCE5A	0
CRCT1	0.119001
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
RP1-52J10.9	0
LINC00302	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	0
RP1-43O17.1	0
RP1-43O17.2	0
KPRP	0.0257011
LCE1F	0
LCE1E	0
LCE1D	0
LCE1C	0.212441
LCE1B	0.0453535
LCE1A	0
LCE6A	0
SMCP	1.26369
IVL	0.0998668
LINC01527	0
RP1-20N18.10	0
SPRR4	0
SPRR1A	0.386381
SPRR3	0.894689
SNORA31	0
RP1-20N18.4	0
SPRR1B	0.228272
SPRR2D	0.0709734
SPRR2A	0.196255
SPRR2B	0
SPRR2E	0.146879
SPRR2F	0
SPRR2C	0
SPRR2G	0
RP1-140J1.1	0
LELP1	0
PRR9	0
RP1-140J1.4	0
LOR	0.167627
PGLYRP3	0
PGLYRP4	0
RNU6-160P	0
S100A12	0.928465
LAPTM4BP1	0
S100A8	4.97493
AL591704.7	0
S100A7A	0
AL591704.9	0
S100A7L2	0
S100A7	1.84824
RN7SL44P	0
BX470102.3	4.93716
S100A5	0.14025
S100A4	2.78306
S100A3	0.27905
S100A2	1.08133
S100A14	1.25539
S100A1	1.6538
RP1-178F15.4	0.706661
NPR1	0.839893
MIR8083	0
RN7SL372P	0
GEMIN2P1	0
Y_RNA	0
RP11-216N14.8	0
RP11-216N14.9	0
Y_RNA	0
RP11-216N14.5	0.578182
RP11-216N14.7	0.126559
RP11-759F5.1	0
MIR6737	0
RP11-422P24.12	1.1416
RP11-422P24.10	2.2823
RP11-422P24.11	4.17293
NUP210L	0.148096
RP11-422P24.9	0.351609
RNU6-179P	0
RPS7P2	0
MIR5698	0
RN7SL431P	1.89522
MIR190B	0
C1orf189	0.146898
SNORA58	0
SNORD59	0
RNU6-239P	0
RNU6-121P	0
RP11-137P24.5	0
AQP10	0.0239753
RNU7-57P	0
RP11-350G8.4	0
RPSAP17	0.0666274
RP11-350G8.5	0.0398276
IL6R	1.18455
PSMD8P1	0
SHE	0.72195
TDRD10	0.507021
UBE2Q1-AS1	0.227913
KCNN3	1.63332
RP11-307C12.13	0.794329
Metazoa_SRP	0.32408
RP11-307C12.12	3.78504
CKS1B	1.73493
MIR4258	0
LENEP	0.158465
DCST2	3.15308
DCST1	0.250565
DCST1-AS1	1.69904
EFNA4	2.80515
Y_RNA	0
HMGN2P18	0
MUC1	0.774017
RP11-263K19.4	3.40588
MTX1P1	1.12459
PKLR	2.7339
MIR555	0
RNU6-106P	0
ASH1L-IT1	0
RNU6-1297P	0
POU5F1P4	0.0652126
RP11-29H23.7	2.06992
DAP3P1	0
RP11-29H23.6	0.0570051
RP11-29H23.4	0
RP11-29H23.5	0.741588
RP11-243J18.2	0
RP11-101O6.2	0.0745642
U4	0
SNORA80E	0
RXFP4	0.278221
MIR6738	0
RP11-336K24.12	2.95003
RP11-336K24.5	0
RAB25	1.40156
MEX3A	1.69519
SNORA26	0
VHLL	0.56599
TSACC	0.500406
RP11-139I14.2	0.583299
MIR9-1	0
RP11-98G7.1	0.579571
Y_RNA	0
RP11-284F21.8	0.0290597
IQGAP3	0.0453378
TTC24	0.0310661
RP11-284F21.9	0.27134
RP11-284F21.10	0.644312
RP11-284F21.7	2.47064
RP11-66D17.3	0.023887
SH2D2A	0.138272
NTRK1	0.191244
INSRR	1.02266
PEAR1	1.48119
LRRC71	0.33684
MIR765	0.461288
RN7SL612P	0
RP11-110J1.2	0.054497
KRT8P45	0.0471548
ETV3L	0
CYCSP52	0.0936685
RP11-71G12.1	0
RP11-71G12.2	0
RP11-85G21.1	0
RP11-85G21.3	0
RP11-85G21.2	0
FCRL5	0.00389563
FCRL4	0
RP4-801G22.2	0
RP4-801G22.3	0
FCRL3	0.0120072
RP11-367J7.3	0
RP11-367J7.4	0
VDAC1P9	0
FCRL2	0
FCRL1	0
CD5L	0
MRPS21P2	0
RP11-451O13.1	0
KIRREL	1.36197
KIRREL-IT1	0
LINC01704	0
ELL2P1	0
CD1D	0.0964872
RP11-404O13.4	0
RP11-404O13.5	0
CD1A	0
HMGN1P5	0
CD1C	0
CD1B	0
CD1E	0
OR10T2	0
OR10K2	0
OR10T1P	0
EI24P2	0.0634136
OR10K1	0
RP11-144L1.4	0
OR10R2	0
OR10R3P	0
OR10R1P	0
RP11-144L1.8	0.0812413
OR6Y1	0
OR6P1	0
OR10X1	0
OR10Z1	0
SPTA1	0.00735329
OR6K1P	0
OR6K2	0
OR6K3	0
OR6K4P	0
OR6K5P	0
OR6K6	0
OR6N1	0
OR6N2	0
OR2AQ1P	0
OR10AA1P	0
MNDA	1.01478
PYHIN5P	0
PYHIN1	0.0292178
IFI16	4.66678
AIM2	0.604719
RAD1P2	0.125008
RNA5SP60	0
MPTX1	0
OR10J2P	0
