Name	Brain - Frontal Cortex (BA9)
LINC01755	0
RP1-158P9.1	0
RPSAP20	0
RP11-504A18.1	0.1047
LINC01767	0
RPL21P23	0
RPL23AP85	0
RP11-377K22.2	0
PRKAA2	4.403
C1orf168	0.198241
RP11-378I13.1	0
C8A	0
C8B	0
RP5-1103B4.3	0
DAB1	4.35771
RP6-102O10.1	0
RPS20P5	0
DAB1-AS1	0
HNRNPA1P6	0.0450298
RPS26P15	0.0676197
RP11-393I23.4	0
RP11-393I23.3	0
RP11-414C16.1	0
OMA1	3.13201
RP4-592A1.4	0
RN7SL713P	0
TACSTD2	0.275464
RP4-592A1.2	0.135095
RP11-63G10.4	0.0891315
LINC01135	1.03658
RP11-63G10.3	0.374728
RP11-63G10.2	0
RP4-794H19.1	1.5171
LINC01358	0.0885333
PHBP3	0
RP11-145M4.1	0
RP11-145M4.2	0
HSD52	0.0268251
RP11-467C18.1	1.45111
FGGY	0.997275
MIR4711	0
RP4-782L23.2	0.0769256
RN7SL475P	0
C1orf87	0.0446217
PGBD4P8	0
RP11-575B7.3	0
LINC01748	0.521318
RP11-436K8.1	0.426324
NFIA-AS2	0.275963
RP4-802A10.1	0
NFIA-AS1	0
RP11-430G17.1	0
RP11-430G17.3	2.07913
PATJ	1.68055
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0
RN7SL180P	0
MIR3116-1	0
PIGPP2	0
RPS15AP7	0
L1TD1	0.0328507
RP5-1155K23.4	0
KANK4	0.314557
RNU6-371P	0
DOCK7	4.33403
RP11-293K19.1	0
ANGPTL3	0.0240419
RP5-849H19.3	0
RP5-849H19.2	0
RP11-230B22.1	0.474606
RP4-771M4.3	0.0990672
RP4-771M4.2	0
LINC01739	0.110887
RP11-5P4.2	0
RP11-5P4.3	0
RP11-335E6.2	0
LINC00466	0
RNA5SP49	0
RP11-335E6.3	0
RPSAP65	0
FOXD3-AS1	0
FOXD3	0
MIR6068	0
Y_RNA	0
RP4-792G4.3	0
ALG6	2.38517
ITGB3BP	2.06182
RN7SL488P	0
RNU7-123P	0
DLEU2L	0.279176
RN7SL130P	0.225576
ROR1	0.284322
RP4-597J3.1	0
CFL1P3	0
RNU6-809P	0
Y_RNA	0
ROR1-AS1	0
UBE2U	0.0387269
RNU7-62P	0
MIR4794	0
RP11-182I10.1	0
RP11-182I10.2	0
LINC01359	0.395717
SLC2A3P2	0.0611657
RP4-535B20.4	0.515535
RNU6-1176P	0
MIR3671	0
MIR101-1	0
RP4-535B20.1	0.431139
RP4-535B20.2	0
MRPS21P1	0
RPS29P7	0
RP5-1044H5.1	0
COX6CP13	0
RNU2-15P	0
RP4-630A11.3	0
LEPR	1.31038
RP11-430H12.2	0
RN7SL854P	0
RP11-397C12.1	0
RNU4-88P	0
MIR3117	0
RP4-598P13.1	0.0628799
TCTEX1D1	3.41901
INSL5	0.374481
WDR78	0.752288
RP11-342H21.2	0
SLC35D1	3.43476
C1orf141	0.0798069
SNORA31	0
RP4-547N15.3	0.211688
IL23R	0
RNU6-586P	0
RNU4ATAC4P	0
RP11-131O15.2	0
IL12RB2	1.47743
RNU6-387P	0
LINC01702	0
RNU6-1031P	0
RP11-393N21.1	0
RN7SL392P	0
HNRNPCP9	0
RNU7-80P	0
GNG12-AS1	0.135529
RP4-609E1.2	0
DIRAS3	4.98179
ARL5AP3	0.168803
CTBP2P8	0.130546
MIR1262	0
RPS7P4	0.0810135
COX6B1P7	0
ELOCP18	0
RP5-1033K19.2	0
RPE65	0.265533
DEPDC1	0.134903
RP4-694A7.2	0
DEPDC1-AS1	0.0659793
TXNP2	0
LINC01707	0
RP11-74K19.1	0
LINC01758	0
SGO1P1	0
RN7SL538P	0.163127
PIN1P1	0
RP11-181B18.1	0.0573147
RN7SL242P	0
RP4-677H15.4	0
RP11-180O5.2	0.133589
CTH	4.33158
Metazoa_SRP	0
RP11-42O15.3	2.02133
RP11-42O15.2	0
CASP3P1	0
LINC01788	0
RP11-99H8.1	0
PTGER3	0.575756
RP3-333A15.1	0
RP3-333A15.2	0.477561
ZRANB2-AS1	0.061373
MIR186	0
ZRANB2-AS2	0.0674481
RP11-115M14.1	0
RP11-82L20.1	0
RP11-175G14.2	0
NEGR1-IT1	0
GDI2P2	0.134349
RPL31P12	0.0837471
RNU6-1246P	0
RP4-660H19.1	0
RP11-262K1.1	0.0341171
RP11-25L19.1	0
KRT8P21	0
RN7SKP19	0
LINC01360	0
RP4-788P17.1	0
RNA5SP50	0
RNU4ATAC8P	0
LRRIQ3	0.0867494
FPGT	2.39635
TNNI3K	3.82638
RP11-439H8.4	0.0498644
RP4-650F12.2	0.369236
LRRC53	0.362515
ERICH3-AS1	0
RP11-17E13.2	1.89422
RP11-93N20.1	0
RP11-510C10.4	0
RP11-510C10.2	0
LHX8	0
RP11-510C10.3	0
RNU6-622P	0
SLC44A5	2.65961
RP11-87O11.1	0
RNU6-503P	0
RP4-595K12.1	0
RP4-595K12.2	0
RP4-682C21.5	0
DLSTP1	0.458962
MSH4	0.328332
ASB17	0
RP11-550H2.1	0
RP11-550H2.2	0.058801
ST6GALNAC3	1.92621
RP11-335E14.1	0
RP5-1102E8.3	0.175518
TPI1P1	2.82836
RNU6-161P	0
RP11-415A20.1	0.132445
MIR7156	0
RP4-564M11.2	0.595525
RP4-706A16.3	1.99732
RP11-363H12.1	0
RP11-375A5.1	0
RNU7-8P	0
ZZZ3	4.9472
RNA5SP20	0
RN7SL370P	0
ACTG1P21	0
RNA5SP21	0
RP11-181C21.4	0.135369
NSRP1P1	0.147283
HSPE1P25	0
NEXN-AS1	0.094173
NEXN	0.992895
RP11-386I14.4	0.470611
RP11-386I14.2	0.0727064
GIPC2	0.416593
RNU6-1102P	0
RP11-386I14.3	0
RNA5SP22	0
RNFT1P2	0
MGC27382	0
PTGFR	0.312306
RP11-472F19.1	0
RNA5SP23	0
IFI44L	2.9507
RP4-641G12.3	0
RP4-641G12.4	0
ADGRL4	3.54941
PSAT1P3	0.0266993
RP4-726F1.2	0
RP4-726F1.1	0
ADH5P2	0
RP11-339A11.1	0
RP11-339A11.2	0
RP11-339A11.3	0
HMGB1P18	0
RP11-339D23.1	0
HNRNPA1P64	0
RP11-115A15.4	0
RP11-115A15.2	0
RP5-933B4.1	0
LINC01781	0
MTND2P30	0
RPL7P10	0
RP3-445O10.1	0
RN7SKP247	0
HNRNPA3P14	0
RP5-837I24.1	0.0140069
RP5-837I24.6	0
RP5-837I24.2	0
MED28P8	0.863198
RP5-837I24.4	0.0343752
RP5-837I24.5	0
ST13P20	0.0407574
RP11-147G16.1	0
LINC01362	0
LINC01361	1.49182
LINC01712	0
LINC01725	0.025665
RP5-836J3.1	0.0434372
TTLL7-IT1	0.0427741
RP4-552O12.1	0
RP11-486G15.2	3.63285
RP11-486G15.1	0
RP11-82H13.2	0.343287
SNORA2	0
SAMD13	0.664281
RP11-376N17.4	0
UOX	0.497243
DNASE2B	0.326532
SPATA1	0.294923
CTBS	1.46656
LINC01555	0
RP11-484D4.3	0
LPAR3	3.24924
MCOLN2	0.129097
WDR63	0.124272
MCOLN3	0.0703724
MIR4423	0
RP11-33E12.2	2.18336
SYDE2	0.339803
Y_RNA	0
BCL10	3.61662
RP11-131L23.1	0.114711
Y_RNA	0
RP11-131L23.2	0.564763
RP4-621F18.2	0.223206
RP11-290M5.4	0.29896
SNORD81	0
RP11-290M5.2	0
COL24A1	3.13828
RNA5SP51	0
RP4-682E18.1	0
MIR7856	0
RP11-444C12.1	0
CLCA2	0.0816743
CLCA1	0.00787755
CLCA4	1.36044
CDCA4P2	0
RP4-651E10.4	0.544013
CLCA3P	0
RP4-612B15.3	3.51122
RP4-612B15.2	0.0442331
RP4-604K5.3	0
RP11-384B12.2	0
RP11-384B12.3	0
LINC01140	2.58343
RP5-1043L3.1	0.081038
LINC01364	0.150341
RNA5SP52	0
RP11-60A14.1	0.169783
LINC01773	0.173732
CTA-21C21.1	0
RN7SL583P	0.37969
RP11-76N22.1	0
uc_338	0
PKN2-AS1	0.143484
RPL36AP10	0
RNU6-125P	0
ELOCP19	0.291535
RP11-82K18.2	0.267058
GBP3	1.46697
Y_RNA	0
GBP1	1.66815
GBP2	1.52232
GBP7	0.0616711
GBP4	2.43242
GBP5	0.0675328
RP4-620F22.3	0.0319716
RP5-908D6.1	0
GBP6	0.102288
CAPNS1P1	0
GBP1P1	0.369982
FLJ27354	3.0301
RP11-413E1.4	0
LRRC8C	2.83069
RP11-413E1.2	0
RP5-943J3.1	0.352107
RP5-943J3.2	0.79162
RP11-302M6.5	0.103502
RN7SKP272	0
GEMIN8P4	2.79399
RNU6-695P	0
RP5-827O9.1	0
U3	0
BARHL2	0.0416115
LINC01763	0.291648
RP4-665J23.4	0
PHKA1P1	0.11368
RPL5P6	0
HFM1	0.79993
Y_RNA	0
FEN1P1	0
WDR82P2	0
RP11-91I11.1	0
HSP90B3P	0.0206968
TGFBR3	2.88172
RN7SL653P	0
BRDT	0.0979534
LPCAT2BP	0.0435636
SETSIP	0.343077
BTBD8	0.486708
GAPDHP46	0
PRKAR1AP1	0
RP4-775D17.1	0
C1orf146	0.215207
ACTBP12	0
RPAP2	3.02747
RN7SL824P	0
GFI1	0.0697904
EVI5	4.591
RP4-593M8.1	0
HMGB3P9	0
RNU4-59P	0
RP11-330C7.3	0
RP11-330C7.4	0
CCNJP2	0
SNORD21	0.595961
SNORA66	0.670603
SNORA51	0
RP11-386I23.1	0.103541
RNU6-970P	0
RN7SL692P	0
RNU6-210P	0
RN7SKP123	0
Y_RNA	0
CCDC18	0.623914
RP4-612C19.1	0
RP4-612C19.2	0
CCDC18-AS1	3.19416
RP4-717I23.2	0
RP4-713B5.2	1.18841
Y_RNA	0
RNA5SP53	0
RP5-1033H22.2	0.0256346
RP11-488P3.1	0.126059
MIR760	0
RP4-561L24.3	2.95394
CHCHD2P5	0
MTND4P11	0
MTND3P21	0
MTCO3P21	0
MTATP6P13	0
RP5-837O21.8	0
MTCO2P21	0
MTCO1P21	0
RP5-837O21.2	0
ABCA4	0.279111
RP11-78O9.1	0
ARHGAP29	3.30747
RN7SL440P	0
RP11-148B18.1	0
GAPDHP29	0
RP11-148B18.4	0
RP11-366L18.1	0
RP11-86H7.6	0.0665998
SLC44A3-AS1	0.5346
KATNBL1P2	0
MIR378G	0
SLC44A3	3.9086
ALG14	1.73899
RP11-313A24.1	0.130169
RP11-57H12.2	0
Y_RNA	0
RP11-57H12.3	0.235686
RP11-57H12.5	0.325494
LINC01760	0
LINC01650	0
RP11-14O19.2	0
LINC01761	0
RP11-286B14.2	0
RP11-147C23.1	0
RNU1-130P	0
LINC01787	0
RP4-736I12.1	0
UBE2WP1	0
EEF1A1P11	0.488926
RN7SL831P	0
NDUFS5P2	0
RPL7P9	2.6838
RN7SKP270	0
DPYD	1.71579
DPYD-AS1	0
DPYD-IT1	0
SEC63P1	0.163248
RPL26P9	0
RP11-272L13.2	0
DPYD-AS2	0
RP11-272L13.4	0
LINC01930	2.77715
RP11-490G2.2	1.14106
MIR137HG	1.34133
NFU1P2	0
LINC01776	0
RP11-296E3.2	0.189166
RP5-896L10.1	0.608554
RP11-234N17.1	0.34626
RP4-735N21.1	0
LINC01708	0
PALMD	4.41984
HMGB3P10	0.183298
FRRS1	0.05441
RNU4-75P	0
Y_RNA	0
RP4-581O6.1	0
RP5-884G6.2	0.509981
SLC35A3	1.80771
RNU6-750P	0
RNU6-1318P	0
RP4-714D9.2	0
SASS6	1.26372
RP4-714D9.4	0
TRMT13	3.22581
DBT	4.86984
RPL23AP90	0
BRI3P1	0
RP11-305E17.4	0
RTCA-AS1	1.9093
MIR553	0
RP5-837M10.1	0
RP5-837M10.2	0
CDC14A	1.88862
BCAS2P2	0
RP5-837M10.4	0
GPR88	3.90287
RP11-84O12.2	0
LINC01349	0
RP11-84O12.3	0
VCAM1	0.745925
SLC30A7	2.31318
HNRNPA1P68	0
RP11-421L21.2	0.0977224
RP11-421L21.3	4.02865
SCARNA16	0
RP5-1033H2.1	0
RP4-575N6.4	0.965715
RP4-575N6.5	0.328618
RP4-575N6.2	0.243994
PPIAP7	0
LINC01307	0
LINC01709	0.080333
RNU6-965P	0
RPSAP19	1.09393
RNU6-352P	0
RP11-82O2.2	0
DNAJA1P5	0
RP11-202K23.1	0
RP5-936J12.1	0
SOD2P1	0
RP11-153F1.2	0
RP11-153F1.1	0.634109
RN7SKP285	0
AMY2A	0.902454
AMY1A	0
RP5-1108M17.5	0
AMY1B	0.0202099
AMYP1	0
AMY1C	0
RP11-97C18.1	0
RP11-364B6.2	0.0106387
FTLP17	0
CDK4P1	0
LINC01676	0
SEPT2P1	0
RP11-90H3.2	0
RP11-90H3.1	0.0672249
LINC01677	0
RP5-947P14.1	0
RP5-947P14.2	0
RP11-478L17.1	0
RP11-110F24.1	0
MTATP6P14	0
MTCO1P14	0
LINC01661	0
RP11-270C12.3	3.21155
VAV3	1.84218
MIR7852	0
VAV3-AS1	0
RP11-356N1.2	0.01418
SLC25A24	1.51186
RP11-483I13.6	0.393228
NBPF4	0
RP11-483I13.2	0
SLC25A24P1	0
NBPF5P	0
SLC25A24P2	0
RP11-131J3.1	0
NBPF6	0
RP5-964H19.4	0
ST13P21	0
RP5-964H19.2	0
FNDC7	0.0811711
RP11-293A10.3	0
RP11-475E11.2	0
AKNAD1	0.135832
SPATA42	0.0572999
RP5-1065J22.2	0
RP11-20O24.4	1.12581
RP11-20O24.1	0
RANP5	0
RP5-1065J22.8	1.04691
SCARNA2	0
RP5-1065J22.4	0.0967008
KIAA1324	4.13454
MYBPHL	1.98036
SYPL2	0.934322
GPR61	4.46688
GNAI3	2.57277
RNU6V	0
RP5-1160K1.6	0.538177
RPL7P8	0.0628316
GSTM2	4.12322
AC000032.2	0
RP4-735C1.4	1.04593
EPS8L3	0.0214912
NDUFA5P10	0
LINC01768	0
RP11-195M16.1	0
RP11-195M16.3	0
RP4-773N10.4	4.07933
ALX3	0.168899
LINC01397	0.178083
UBL4B	0.345875
RP5-1028L10.1	0.0563202
RP5-1028L10.2	0.136638
KCNC4-AS1	0.549071
RP5-1003J2.4	0
SNORA25	0
RP5-1074L1.1	0.0970211
RBM15	1.5648
LAMTOR5-AS1	0.238597
SLC16A4	1.88354
RP5-1074L1.4	4.51814
PROK1	0.322244
RP11-470L19.6	0
CYMP	0.244865
CYMP-AS1	0.0298769
KCNA10	0
KCNA3	0.795652
Y_RNA	0
NRBF2P3	0
OR11I1P	0
RP11-96K19.4	0.10321
RP11-96K19.2	0.581275
RP11-96K19.5	0.419179
CCNT2P1	0
RNA5SP54	0
CEPT1	3.22333
DENND2D	0.500158
CHI3L2	0.284434
CHIAP1	0
CHIAP2	0
CHIA	0
RP5-1125M8.2	0
RP5-1125M8.3	0
PIFO	2.16135
CHIAP3	0
HIGD1AP12	0
PGCP1	0
RP11-552M11.8	1.94877
UBE2FP3	2.25334
RP11-552M11.4	1.06593
Y_RNA	0
C1orf162	3.43398
TMIGD3	3.33861
RNU6-792P	0
ADORA3	1.38284
LINC01160	0.400928
KRT18P57	0
RNU6-151P	0
FAM212B-AS1	0.877328
DDX20	3.41827
KCND3-IT1	0
KCND3-AS1	0
LINC01750	4.07545
RP5-965F6.2	0.077095
TXNP3	0
snoU13	0
CTTNBP2NL	4.98244
MIR4256	0
WNT2B	1.90345
RP4-671G15.2	3.38588
ST7L	2.44865
MRPL53P1	0
RNU7-70P	0
RP11-426L16.3	0.111439
RP11-426L16.9	0
FAM19A3	0.483529
NUTF2P4	0
LINC01356	0.399757
RP3-522D1.1	1.2597
RP3-522D1.2	0
AKR7A2P1	0.13776
SLC16A1-AS1	0.563807
RP11-31F15.2	0.951276
LRIG2	3.16372
RP11-389O22.4	0
RP11-389O22.5	0
RP11-512F24.1	0.191171
MTND5P20	0
RP4-730K3.3	1.1563
RP5-1073O3.2	0
PTPN22	0.150363
AP4B1-AS1	0.901037
BCL2L15	0.421282
DCLRE1B	2.25928
HIPK1-AS1	0.370919
OLFML3	2.36457
RP4-590F24.1	0
RP4-590F24.2	0
SYT6	1.44162
RP4-543J13.1	0
MRPL57P1	0
RP4-591B8.3	0
RP4-591B8.2	0
EIF2S2P5	0
Y_RNA	0
PKMP1	0.109149
DENND2C	0.463273
AMPD1	0.0129394
RN7SL432P	0
RNY1P13	0
NR1H5P	0
SYCP1	0
TSHB	0
TSPAN2	0.646117
LINC01765	0
RP4-663N10.1	0
NGF	1.33161
RP4-663N10.2	0
RP4-663N10.3	0
ELOCP20	0
CNOT7P2	0
RP11-710N8.3	0
RN7SL420P	0
SNORA42	0
VANGL1	0.519792
CASQ2	0.817671
NHLH2	0.460646
HNRNPA1P43	0
RP11-12L8.2	0.606307
LINC01649	0.473367
RP11-159M11.2	0
MAB21L3	0.0625547
LINC01779	0.125457
U3	0
ATP1A1-AS1	0.719583
RNU6-817P	0
LINC01762	0.0247001
RP4-655J12.5	0
Y_RNA	0
RP5-1086K13.1	0.072153
CD58	2.48392
NAP1L4P1	0.0945386
MIR548AC	0
IGSF3	4.72161
MIR320B1	0
C1orf137	0
GAPDHP64	0
NEFHP1	0.0194786
CD2	0.0855567
FTH1P22	0
RP4-753F5.1	0.829717
RNA5SP55	0
CD101	0.923387
RP11-27K13.3	0.0959821
TTF2	1.13496
MIR942	0
TRIM45	3.4963
RPS15AP9	0
VTCN1	0.0524122
Metazoa_SRP	0
LINC01525	0
RP11-188D8.1	1.14232
RP4-675C20.4	0.221276
VPS25P1	0
AL157902.3	0
FAM46C	0.2905
VDAC2P3	0
SNORA40	0
RP11-134N8.2	0
PNRC2P1	0.0485257
GDAP2	1.16356
WDR3	3.17003
SPAG17	0.0834881
RNA5SP56	0
PSMC1P12	0
RP4-630J13.1	0
TBX15	0.461479
RP4-712E4.1	0
RP4-712E4.2	0
WARS2	3.2229
WARS2-IT1	0
RBMX2P3	0
RPS3AP12	0
RP11-418J17.1	0.942909
RPL6P2	0
RP11-418J17.3	0.0519017
LINC01780	0
RNU1-75P	0
HAO2	0.037239
HAO2-IT1	0.0865273
HSD3B2	0.092908
GAPDHP74	1.55614
HSD3BP2	0.104613
GAPDHP23	0.508825
HSD3BP1	0.0211005
GAPDHP58	0.0774557
HSD3B1	0.0338039
GAPDHP32	0.453079
HSD3BP3	0.0280146
GAPDHP27	0.159343
HSD3BP4	0.115376
GAPDHP33	0.265658
HSD3BP5	0.286049
ZNF697	2.93466
HMGCS2	0.0323286
REG4	0
NBPF7	0
PFN1P9	0
NOTCH2P1	0
ADAM30	0
RP5-1042I8.7	1.37537
RP11-114O18.1	0
RNU6-465P	0
CH17-472G23.1	2.29457
7SK	0
CH17-472G23.2	3.43118
U1	0
PFN1P2	0.624934
NBPF8	1.30187
CH17-472G23.4	3.68995
U2	0.217329
7SK	0
NBPF26	0.922852
RNVU1-19	0.172828
PPIAL4A	0
CH17-118O6.6	0.332077
RNVU1-4	0
LINC00623	3.40464
CH17-118O6.3	0.0337009
U1	0
CH17-118O6.4	0
FCGR1B	0.533317
RP11-439A17.10	0
RP11-439A17.9	0.161469
HIST2H2BA	0.781808
RP11-439A17.4	0.0633677
HIST2H3DP1	0.436846
RP11-439A17.5	0
FAM72B	0.22694
SRGAP2C	3.90724
CH17-219N22.1	0
SRGAP2-AS1	0.0135552
CH17-437K3.1	2.64131
RP11-343N15.2	0.47831
RP11-344P13.4	0
RP11-344P13.3	0
RP11-344P13.6	1.44359
EMBP1	0.216048
LINC01691	0
CH17-333M13.2	0
CH17-333M13.1	0
5S_rRNA	0
CH17-13I23.2	0
CH17-13I23.1	0
NKAIN1P1	0
RP11-763B22.7	0
RP11-763B22.6	0
RP11-744H18.1	0
NBPF17P	0
PFN1P12	0
RNU1-114P	0
RNVU1-17	0
RNU1-92P	0
RNVU1-18	0
RP11-403I13.5	0.0763404
RP11-403I13.4	0
FAM91A3P	0
RP11-403I13.10	0
RP11-403I13.7	0
RNU1-143P	0
RP11-403I13.9	0
RP5-998N21.3	0
FCGR1CP	0.523656
HIST2H2BB	0.928651
RP5-998N21.4	0.0674484
RP5-998N21.7	0
HIST2H3PS2	0.395172
RPL22P5	0
FAM72C	0.139517
SRGAP2D	0.437906
IGKV1OR1-1	0
CH17-248H7.2	0
CH17-248H7.3	0
RP11-14N7.2	2.31464
5S_rRNA	0
DRD5P2	0
CH17-125A10.1	0
PPIAL4E	0.103257
RP11-666A1.7	0
RNVU1-15	0
RP11-763B22.4	0
RP11-763B22.3	0.181072
NBPF15	3.09662
PFN1P6	0
RP11-666A1.4	0
U1	0
U1	0
U1	0
PPIAL4F	0
LINC01632	0.160096
RP11-289H16.1	0
RP11-763B22.11	0
RNA5SP59	0
CH17-164J11.1	0
SRGAP2B	0.922245
RP3-365I19.2	0
FAM72D	0.166891
CH17-195P21.1	0
RP11-403I13.8	1.43375
U1	0
CH17-195P21.2	2.00883
RP11-289I10.2	2.04252
PPIAL4D	0.163751
RP11-289I10.3	0
CH17-373J23.1	0.150733
RP11-89F3.2	0.134407
NBPF20	0.366731
PFN1P3	0
U1	0
U1	0
CH17-262O2.2	0
CH17-262O2.1	0.26588
NBPF25P	0.581418
GPR89A	2.6867
PDZK1	0.409896
CD160	0.0999468
NUDT17	4.55347
MIR6736	0
ITGA10	2.32305
RP11-315I20.3	0
LIX1L-AS1	0.208824
HFE2	0.184593
RNVU1-6	0
LINC01719	1.23142
NBPF10	0.185055
NOTCH2NL	0.456931
CH17-353B19.1	0.0346713
RNU6-1071P	0
NUDT4P2	0
CH17-385C13.2	1.11404
CH17-385C13.3	0.263339
U1	0
U1	0
RP11-640M9.4	0
CH17-408M7.1	0.5447
5S_rRNA	0
HYDIN2	0.541749
U6atac	0
NBPF12	3.64287
PFN1P8	0
RP4-704D21.2	0
NBPF13P	0.0186057
RP11-325P15.1	0
RNVU1-8	0
RP11-325P15.2	0
NBPF13P	0
RP11-337C18.8	2.25884
FMO5	1.05411
PDIA3P1	3.60135
CCT8P1	0.764475
RPL7AP15	0.0679721
LINC00624	0.0908285
RP11-337C18.4	0
OR13Z1P	0
Y_RNA	0
OR13Z2P	0
OR13Z3P	0
ACP6	1.94714
RN7SL261P	0
RP11-533N14.3	0
GJA5	0.65548
RP11-433J22.3	0
RP11-314N2.2	0
GJA8	0
GPR89B	3.21934
RP6-74O6.2	1.06939
PDZK1P1	0
XXyac-YX155B6.7	0.51414
RNU1-129P	0.14664
RP11-94I2.4	0.570454
RNVU1-7	0
PDE4DIPP1	0.235165
NBPF11	2.23523
PFN1P4	0
ABHD17AP1	0.521273
RP4-565E6.1	0.518331
XXyac-YX155B6.5	0.0693812
RNA5SP57	0
RP11-301M17.2	0
RP11-301M17.1	0
RNU1-120P	0
LINC01731	0.590366
RP11-495P10.9	0
LINC01138	1.89029
RP11-495P10.5	0.0558874
RP11-495P10.4	0
RP11-495P10.3	0.139709
Y_RNA	0
MIR5087	0
RNU1-122P	1.21281
RP6-74O6.6	3.56165
RNVU1-1	0.465604
RNVU1-2	0
MIR6077	0
RNU1-13P	0
RP11-495P10.1	1.27184
RNVU1-3	0.657933
RP11-495P10.10	0.308133
PPIAL4G	0.036002
U1	0
NBPF14	0.686094
RNU6-1171P	0
NUDT4P1	0
CH17-478G19.2	0
RP4-725K1.1	0
RN7SKP88	0
RNU2-38P	0
RP4-791M13.5	0
RP4-791M13.4	0.0804966
RP4-791M13.3	0.0785291
NBPF9	1.9244
CH17-78J1.1	0
RNU1-59P	0
CH17-189H20.1	2.47444
RP11-326G21.1	0.880408
7SK	0
RP11-544O24.2	0
NBPF19	0.81702
PPIAL4C	0.115686
LINC00869	1.99736
RP11-353N4.6	0.757137
U1	0.280528
RP11-353N4.5	0.0270543
RNU1-68P	0
RP11-196G18.1	0
FCGR1A	1.18677
HIST2H2BF	0.503295
RP11-196G18.3	0.19247
HIST2H3D	0.198745
HIST2H4A	0.0361015
HIST2H3C	0
HIST2H2AA3	0
HIST2H2BD	0.109168
RP11-196G18.22	3.60017
HIST2H2BC	0.171003
HIST2H2AA4	0
HIST2H3A	0
HIST2H4B	0
RP11-196G18.23	0.0229401
HIST2H2AC	0.414
HIST2H2AB	0
MTMR11	4.67985
RP11-458I7.1	0.0790117
RN7SL480P	0
RNU2-17P	0
RP4-790G17.7	0
CA14	2.96704
MIR6878	0
FALEC	0.890011
RP11-54A4.2	0.374428
ADAMTSL4	0.717303
MIR4257	0
ADAMTSL4-AS1	0.0928788
RN7SL473P	0
RN7SL600P	0
SNORA40	0.305093
U4	0
HORMAD1	0.0460348
RNU6-1042P	0
CTSS	2.10451
RP11-363I22.3	0
UBE2D3P3	0
RNU6-1309P	0
RPS27AP6	0.153509
RP11-235D19.4	0
CYCSP51	0
RP11-316M1.3	0.0787156
ANXA9	1.86807
RNU6-884P	0
BNIPL	0.271459
C1orf56	3.34467
GABPB2	3.42096
RPS29P29	0
RP11-68I18.10	1.07437
TNFAIP8L2	1.17037
TMOD4	0.258287
RP11-126K1.2	0.660405
RN7SL444P	0.0563192
RP11-126K1.9	0.378434
RP11-126K1.6	1.94173
RNY4P25	0
CGN	2.04536
SNORA44	0
RP11-74C1.4	0.0623547
MIR554	0
RP11-74C1.2	0
RP11-404E16.1	0
RNU6-1062P	0
RP11-98D18.1	0.219328
RIIAD1	3.04162
RNU6-662P	0
RP11-98D18.15	2.40009
RP11-98D18.7	0.171965
OAZ3	1.01157
RP11-98D18.16	0.409528
RP11-98D18.3	4.89739
TDRKH-AS1	2.06285
RP11-98D18.17	2.85669
LINGO4	0.0435963
RORC	0.0514142
C2CD4D	1.17812
Y_RNA	2.27356
THEM5	3.17871
KRT8P28	0
AL591893.1	0
AL450992.6	0
SPTLC1P4	0
TCHHL1	0
TCHH	0.627482
AL589986.2	0
PUDPP2	0
RPTN	0
FLG-AS1	0.812057
RP11-107M16.2	0
HRNR	0.0538968
FLG	0.231527
FLG2	0.0419367
HMGN3P1	0
CRNN	0.173758
LCE5A	0.135182
CRCT1	0.0545422
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
RP1-52J10.9	0
LINC00302	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	0.0390342
RP1-43O17.1	0
RP1-43O17.2	0
KPRP	0.0275971
LCE1F	0
LCE1E	0
LCE1D	0
LCE1C	0
LCE1B	0
LCE1A	0
LCE6A	0
SMCP	0
IVL	0.040322
LINC01527	0
RP1-20N18.10	0
SPRR4	0
SPRR1A	0.142601
SPRR3	0.345793
SNORA31	0
RP1-20N18.4	0
SPRR1B	0.132724
SPRR2D	0.0263922
SPRR2A	0.0392758
SPRR2B	0
SPRR2E	0.120113
SPRR2F	0
SPRR2C	0
SPRR2G	0.418694
RP1-140J1.1	0
LELP1	0
PRR9	0
RP1-140J1.4	0
LOR	0.932025
PGLYRP3	0
PGLYRP4	0
RNU6-160P	0
S100A12	1.45706
LAPTM4BP1	0
AL591704.7	0
S100A7A	0
AL591704.9	0
S100A7L2	0
S100A7	0.433086
RN7SL44P	0
BX470102.3	0.632038
S100A5	0.462571
S100A4	2.15209
S100A3	0.21287
S100A2	0.479696
S100A14	1.2313
RP1-178F15.4	0.692381
NPR1	0.672333
MIR8083	0
RN7SL372P	0
GEMIN2P1	0
Y_RNA	0
RP11-216N14.8	0
RP11-216N14.9	0
Y_RNA	0
RP11-216N14.5	0.0352086
RP11-216N14.7	0.0374162
RP11-759F5.1	0
MIR6737	0
RP11-422P24.12	0.62052
RP11-422P24.10	1.59204
CREB3L4	1.53891
RP11-422P24.11	2.94273
NUP210L	0.0467176
RP11-422P24.9	0.0996917
RNU6-179P	0
RPS7P2	0
MIR5698	0
RN7SL431P	0.338067
MIR190B	0
C1orf189	0.0605752
SNORA58	0
SNORD59	0
RNU6-239P	0
