Name	Skin - Sun Exposed (Lower leg)
RP4-771M4.3	0
RP4-771M4.2	0
LINC01739	0
RP11-5P4.2	0
RP11-5P4.3	0
RP11-335E6.2	0
LINC00466	0.0105851
RNA5SP49	0
RP11-335E6.3	0
RPSAP65	0
FOXD3-AS1	1.25396
FOXD3	0.723321
MIR6068	0
Y_RNA	0
RP4-792G4.3	0
ITGB3BP	3.53434
EFCAB7	3.1681
RN7SL488P	0
RNU7-123P	0
DLEU2L	0.877014
RN7SL130P	0.856813
ROR1	3.1551
RP4-597J3.1	0
CFL1P3	0
RNU6-809P	0
Y_RNA	0
ROR1-AS1	0.0338736
UBE2U	0.045514
RNU7-62P	0
MIR4794	0
RP11-182I10.1	0
RP11-182I10.2	0
LINC01359	0.444407
SLC2A3P2	0.269504
RP4-535B20.4	0.555183
RNU6-1176P	0
MIR3671	0
MIR101-1	0
RP4-535B20.1	0.216892
RP4-535B20.2	0
MRPS21P1	0
RPS29P7	0
DNAJC6	1.26868
RP5-1044H5.1	0
COX6CP13	0
RNU2-15P	0
RP4-630A11.3	0.163667
LEPR	3.17524
RP11-430H12.2	0.0159899
RN7SL854P	0
RP11-397C12.1	0
RNU4-88P	0
SGIP1	1.03936
MIR3117	0
RP4-598P13.1	0.105679
TCTEX1D1	0.733978
INSL5	0
WDR78	0.663765
RP11-342H21.2	0
C1orf141	0
SNORA31	0
RP4-547N15.3	0
IL23R	0
RNU6-586P	0
RNU4ATAC4P	0
RP11-131O15.2	0
IL12RB2	0.891281
RNU6-387P	0.348401
LINC01702	0
RNU6-1031P	0
RP11-393N21.1	0
RN7SL392P	0
HNRNPCP9	0
RNU7-80P	0
GNG12-AS1	0.840817
RP4-609E1.2	0
DIRAS3	2.03587
ARL5AP3	0.205723
CTBP2P8	0.376133
MIR1262	0
RPS7P4	0.298199
COX6B1P7	0
ELOCP18	0
RP5-1033K19.2	0
RPE65	0.0249832
DEPDC1	0.839074
RP4-694A7.2	0.0884496
DEPDC1-AS1	0
TXNP2	0
LINC01707	0
RP11-74K19.1	0
LINC01758	0
LRRC7	0.171489
SGO1P1	0
RN7SL538P	0
PIN1P1	0
RP11-181B18.1	0
RN7SL242P	0
RP4-677H15.4	0.0796874
RP11-180O5.2	0.506884
CTH	1.61161
Metazoa_SRP	0
RP11-42O15.3	0.283922
RP11-42O15.2	0
CASP3P1	0
LINC01788	0
RP11-99H8.1	0
RP3-333A15.1	0.0693969
RP3-333A15.2	0.981866
ZRANB2-AS1	0.596842
MIR186	0.461747
ZRANB2-AS2	0.061238
RP11-115M14.1	0
NEGR1	4.72837
RP11-82L20.1	0
RP11-175G14.2	0
NEGR1-IT1	0
GDI2P2	0.21003
RPL31P12	0
RNU6-1246P	0
RP4-660H19.1	0
RP11-262K1.1	0
RP11-25L19.1	0
KRT8P21	0
RN7SKP19	0
LINC01360	0
RP4-788P17.1	0
RNA5SP50	0
RNU4ATAC8P	0
LRRIQ3	0.0351063
TNNI3K	2.06911
RP11-439H8.4	0.201228
RP4-650F12.2	0
LRRC53	0
ERICH3	0.0160919
ERICH3-AS1	0
RP11-17E13.2	0.797445
RP11-93N20.1	0
RP11-510C10.4	0
RP11-510C10.2	0
LHX8	0
RP11-510C10.3	0
RNU6-622P	0
RP11-87O11.1	0
RNU6-503P	0
RP4-595K12.1	0.0639018
RP4-595K12.2	0
RP4-682C21.5	0
DLSTP1	0.83354
MSH4	0.159646
ASB17	0
RP11-550H2.1	0
RP11-550H2.2	0
ST6GALNAC3	0.806485
RP11-335E14.1	0
RP5-1102E8.3	0
TPI1P1	2.23307
RNU6-161P	0
RP11-415A20.1	0
ST6GALNAC5	0.592654
MIR7156	0
RP4-564M11.2	0
RP11-363H12.1	0
AK5	0.869277
RP11-375A5.1	0
RNU7-8P	0
RNA5SP20	0
RN7SL370P	0
ACTG1P21	0
RNA5SP21	0
RP11-181C21.4	0.179862
NSRP1P1	0.142094
HSPE1P25	0
NEXN-AS1	0.240864
RP11-386I14.4	2.36738
RP11-386I14.2	0.339692
GIPC2	4.31122
RNU6-1102P	0
RP11-386I14.3	0
RNA5SP22	0
RNFT1P2	0.102094
MGC27382	0.0393402
RP11-472F19.1	0
RNA5SP23	0
IFI44L	1.75151
RP4-641G12.3	0
RP4-641G12.4	0.0247238
PSAT1P3	0.197664
RP4-726F1.2	0
RP4-726F1.1	0
ADH5P2	0
RP11-339A11.1	0
RP11-339A11.2	0
RP11-339A11.3	0
HMGB1P18	0
RP11-339D23.1	0
HNRNPA1P64	0
RP11-115A15.4	0
RP11-115A15.2	0
RP5-933B4.1	0
LINC01781	0
MTND2P30	0
RPL7P10	0.0503004
RP3-445O10.1	0
RN7SKP247	0
HNRNPA3P14	0
RP5-837I24.1	0
RP5-837I24.6	0
RP5-837I24.2	0
MED28P8	0
RP5-837I24.4	0
RP5-837I24.5	0
ST13P20	0.469773
RP11-147G16.1	0
LINC01362	0
LINC01361	0.0965326
LINC01712	0
LINC01725	0.221153
RP5-836J3.1	0.0301832
TTLL7	1.47194
TTLL7-IT1	0.029096
RP4-552O12.1	0
RP11-486G15.2	1.06346
PRKACB	3.7512
RP11-486G15.1	0
RP11-82H13.2	0.14271
SNORA2	0
SAMD13	0.52466
RP11-376N17.4	0
UOX	0.123534
DNASE2B	0.0427536
SPATA1	0.495289
LINC01555	0
RP11-484D4.3	0
SSX2IP	3.40048
MCOLN2	1.71187
WDR63	0.391019
MIR4423	0
RP11-33E12.2	2.72201
SYDE2	1.12092
Y_RNA	0
RP11-131L23.1	0.0658142
Y_RNA	0
RP11-131L23.2	0.352847
RP4-621F18.2	0.320317
RP11-290M5.4	0.491096
SNORD81	0
RP11-290M5.2	0
COL24A1	0.846092
RNA5SP51	0
RP4-682E18.1	0
MIR7856	0
RP11-444C12.1	0
CLCA1	0.0142708
CLCA4	1.99901
CDCA4P2	0
RP4-651E10.4	0.208021
CLCA3P	0.0144273
RP4-612B15.3	2.04473
RP4-612B15.2	0.169862
RP4-604K5.3	0
RP11-384B12.2	0.0370431
RP11-384B12.3	0
LINC01140	1.25927
RP5-1043L3.1	0.0114671
LINC01364	0
RNA5SP52	0
RP11-60A14.1	0.100791
LINC01773	0.0330231
CTA-21C21.1	0
RN7SL583P	0
RP11-76N22.1	0
uc_338	0
PKN2-AS1	0.0278033
RPL36AP10	0
RNU6-125P	0
RP11-82K18.2	0.517161
Y_RNA	0
GBP7	0.0292398
GBP4	3.08766
GBP5	0.436107
RP4-620F22.3	0
RP5-908D6.1	0
GBP6	0.572431
CAPNS1P1	0
GBP1P1	0.367485
FLJ27354	1.30249
RP11-413E1.4	0
LRRC8C	3.67269
RP11-413E1.2	0
RP5-943J3.1	0.27279
RP5-943J3.2	1.19603
RP11-302M6.5	0
RN7SKP272	0
GEMIN8P4	1.18857
RNU6-695P	0
RP5-827O9.1	0
U3	0
BARHL2	0
RP4-665J23.1	0.75704
LINC01763	0
RP4-665J23.4	0
PHKA1P1	0.348745
RPL5P6	0
HFM1	0.182373
Y_RNA	0
FEN1P1	0
CDC7	3.23475
WDR82P2	0.0469962
RP11-91I11.1	0
HSP90B3P	0.0228909
RN7SL653P	0
BRDT	0
EPHX4	0.478527
LPCAT2BP	0
SETSIP	0.125818
BTBD8	0.41953
GAPDHP46	0
PRKAR1AP1	0
KIAA1107	1.89858
RP4-621B10.8	0.109978
RP4-775D17.1	0
C1orf146	0.100998
ACTBP12	0
RPAP2	2.56988
RN7SL824P	0
GFI1	0.46306
RP4-593M8.1	0
HMGB3P9	0.161245
RNU4-59P	0
RP11-330C7.3	0
RP11-330C7.4	0
CCNJP2	0
SNORA66	3.20603
SNORA51	0
RP11-386I23.1	0.117583
RNU6-970P	0
RN7SL692P	0
RNU6-210P	0
RN7SKP123	0
Y_RNA	0
CCDC18	1.36272
RP4-612C19.1	0.106865
RP4-612C19.2	0.225622
RP4-717I23.2	0.168056
RP4-713B5.2	0.560469
Y_RNA	0
RNA5SP53	0
RP5-1033H22.2	0.359067
RP11-488P3.1	0.4824
MIR760	0
RP4-561L24.3	0.478042
GCLM	3.37744
CHCHD2P5	0
MTND4P11	0
MTND3P21	0
MTCO3P21	0
MTATP6P13	0
RP5-837O21.8	0
MTCO2P21	0
MTCO1P21	0
RP5-837O21.2	0
ABCA4	0.563211
RP11-78O9.1	0
RN7SL440P	0
RP11-148B18.1	0.213528
GAPDHP29	0
RP11-148B18.4	0.129308
RP11-366L18.1	0
RP11-86H7.6	0
SLC44A3-AS1	0.387802
KATNBL1P2	0
MIR378G	0
ALG14	1.42905
RP11-313A24.1	0
TMEM56	1.13335
RP11-57H12.2	0
Y_RNA	0
RP11-57H12.3	0.307604
RP11-57H12.5	0.404793
LINC01760	0
LINC01650	0
RP11-14O19.2	0
LINC01761	0
RP11-286B14.1	0.332801
RP11-286B14.2	0.141872
RP11-147C23.1	0
RNU1-130P	0
LINC01787	0
RP4-736I12.1	0
UBE2WP1	0
EEF1A1P11	2.1766
RN7SL831P	0
NDUFS5P2	0
RN7SKP270	0
PTBP2	4.65049
DPYD-AS1	0.026323
DPYD-IT1	0
SEC63P1	0.41992
RPL26P9	0
RP11-272L13.2	0
DPYD-AS2	0
RP11-272L13.4	0.0420128
LINC01930	0
RP11-490G2.2	0
MIR137HG	0
NFU1P2	0
LINC01776	0
RP11-296E3.2	0.135819
PLPPR5	0
RP5-896L10.1	0
RP11-234N17.1	1.17654
PLPPR4	1.89602
RP4-735N21.1	0
LINC01708	0
HMGB3P10	0.522989
RNU4-75P	0
Y_RNA	0
RP4-581O6.1	0
RP5-884G6.2	0.297202
SLC35A3	4.59826
RNU6-750P	0
RNU6-1318P	0
RP4-714D9.2	0
SASS6	2.34516
RP4-714D9.4	0
LRRC39	3.32192
RPL23AP90	0.185467
BRI3P1	0.380182
RP11-305E17.4	0.206399
RTCA-AS1	0.884392
MIR553	0
RP5-837M10.1	0
RP5-837M10.2	0
BCAS2P2	0.101163
RP5-837M10.4	0
GPR88	0.0795402
RP11-84O12.2	0
LINC01349	0
RP11-84O12.3	0
VCAM1	4.19253
EXTL2	4.57484
HNRNPA1P68	0.314243
RP11-421L21.2	0.536318
RP11-421L21.3	3.26251
SCARNA16	0
RP5-1033H2.1	0
RP4-575N6.4	0.712896
RP4-575N6.5	0.227461
RP4-575N6.2	0.661471
PPIAP7	0
LINC01307	0
LINC01709	0.0290584
RNU6-965P	0
RPSAP19	0.649842
OLFM3	0
RNU6-352P	0
RP11-82O2.2	0
DNAJA1P5	0
RP11-202K23.1	0
RP5-936J12.1	0
COL11A1	0.56298
SOD2P1	0
RP11-153F1.2	0
RP11-153F1.1	0
RN7SKP285	0
AMY2A	0.141804
AMY1A	0
RP5-1108M17.5	0
AMY1B	0.0321791
AMYP1	0
AMY1C	0
RP11-97C18.1	0
RP11-364B6.2	0
FTLP17	0
CDK4P1	0
LINC01676	0
SEPT2P1	0
RP11-90H3.2	0
RP11-90H3.1	0.0397529
LINC01677	0
RP5-947P14.1	0
RP5-947P14.2	0
RP11-478L17.1	0
RP11-110F24.1	0
MTATP6P14	0
MTCO1P14	0
LINC01661	0
NTNG1	0.376738
RP11-270C12.3	0.918831
MIR7852	0
VAV3-AS1	0
RP11-356N1.2	0.0596571
RP11-483I13.6	0.153673
NBPF4	0
RP11-483I13.2	0
SLC25A24P1	0
NBPF5P	0
SLC25A24P2	0
RP11-131J3.1	0
NBPF6	0
RP5-964H19.4	0
ST13P21	0
RP5-964H19.2	0
FAM102B	4.26179
HENMT1	3.26603
FNDC7	0.0477795
RP11-293A10.3	0
RP11-475E11.2	0.127226
AKNAD1	0.428451
SPATA42	0.162464
RP5-1065J22.2	0.352356
RP11-20O24.4	4.17474
RP11-20O24.1	0.372623
RANP5	0
RP5-1065J22.8	1.23358
SCARNA2	0
RP5-1065J22.4	0.0698298
C1orf194	0.0691325
MYBPHL	0.203539
SYPL2	0.872584
AMIGO1	3.57605
GPR61	0.285749
RNU6V	0
RP5-1160K1.6	1.52814
RPL7P8	0.0469911
AC000032.2	0
GSTM5	3.89575
RP4-735C1.4	0.28965
EPS8L3	0.0273212
NDUFA5P10	0
LINC01768	0
RP11-195M16.1	0
RP11-195M16.3	0
ALX3	0.0674891
LINC01397	0.184388
UBL4B	0.249725
RP5-1028L10.1	0
RP5-1028L10.2	0.100877
KCNC4-AS1	0.193101
KCNC4	4.93225
RP5-1003J2.4	0
SNORA25	0
RP5-1074L1.1	0.130802
RBM15	3.5475
LAMTOR5-AS1	0.36526
SLC16A4	1.32363
PROK1	1.41022
RP11-470L19.6	0
CYMP	0
CYMP-AS1	0
KCNA10	0
KCNA2	0.157688
RP11-284N8.3	0.233187
KCNA3	0.114829
Y_RNA	0
NRBF2P3	0
OR11I1P	0
RP11-96K19.4	0.112702
RP11-96K19.2	0.589968
RP11-96K19.5	0.207098
CCNT2P1	0
RNA5SP54	0
CHI3L2	3.90649
CHIAP1	0
CHIAP2	0
CHIA	0
RP5-1125M8.2	0
RP5-1125M8.3	0
PIFO	1.15206
CHIAP3	0
HIGD1AP12	0
PGCP1	0.0248544
RP11-552M11.8	3.80374
UBE2FP3	2.53828
RP11-552M11.4	2.34588
Y_RNA	0
TMIGD3	0.569767
RNU6-792P	0
ADORA3	0.777414
LINC01160	0.626172
KRT18P57	0.0561655
RNU6-151P	0
FAM212B	4.84264
FAM212B-AS1	0.287032
KCND3-IT1	0
KCND3-AS1	0
LINC01750	0.74407
RP5-965F6.2	0.589812
TXNP3	0
snoU13	0
MIR4256	0
RP4-671G15.2	0.802428
MRPL53P1	0.117472
RNU7-70P	0
RP11-426L16.3	0.554762
RP11-426L16.9	0
FAM19A3	0.120928
NUTF2P4	0
LINC01356	0.209642
RP3-522D1.1	0.524739
RP3-522D1.2	0
AKR7A2P1	0.392601
SLC16A1-AS1	1.28453
RP11-31F15.2	0.320974
RP11-389O22.4	0
RP11-389O22.5	0.0558224
MAGI3	3.06463
RP11-512F24.1	0.249007
MTND5P20	0
PHTF1	1.59067
RP4-730K3.3	0.957244
RP5-1073O3.2	0
PTPN22	0.678903
AP4B1-AS1	1.34554
BCL2L15	0.303644
DCLRE1B	4.54306
HIPK1-AS1	0.149044
RP4-590F24.1	0
RP4-590F24.2	0
SYT6	0.134321
RP4-543J13.1	0
MRPL57P1	0
RP4-591B8.3	0
RP4-591B8.2	0
EIF2S2P5	0
Y_RNA	0
PKMP1	0.109199
AMPD1	0.0678897
RN7SL432P	0
RNY1P13	0.527252
NR1H5P	0
SYCP1	0.0515319
TSHB	0.0678492
TSPAN2	2.25342
LINC01765	0
RP4-663N10.1	0.0276341
NGF	1.33021
RP4-663N10.2	0
RP4-663N10.3	0
ELOCP20	0
CNOT7P2	0
RP11-710N8.3	0
RN7SL420P	0
SNORA42	0
NHLH2	0.806913
HNRNPA1P43	0
RP11-12L8.2	0
LINC01649	0.127029
RP11-159M11.2	0
MAB21L3	2.80633
LINC01779	0.0310738
U3	0
RNU6-817P	0
LINC01762	0.306423
RP4-655J12.5	0
Y_RNA	0
RP5-1086K13.1	0.734837
NAP1L4P1	0.771297
MIR548AC	0
MIR320B1	0
C1orf137	0
GAPDHP64	0
NEFHP1	0
CD2	1.01626
FTH1P22	0.0662275
RP4-753F5.1	0.673579
RNA5SP55	0
CD101	1.28045
RP11-27K13.3	0.502548
MIR942	0
TRIM45	4.53667
RPS15AP9	0
VTCN1	2.98919
Metazoa_SRP	0
LINC01525	0
RP11-188D8.1	0.34226
RP4-675C20.4	0.152067
VPS25P1	0
AL157902.3	0
FAM46C	1.86768
VDAC2P3	0
SNORA40	0
RP11-134N8.2	0
PNRC2P1	0.0620582
GDAP2	2.85126
SPAG17	0.261499
RNA5SP56	0
PSMC1P12	0
RP4-630J13.1	0
RP4-712E4.1	0.172055
RP4-712E4.2	0
WARS2-IT1	0.380279
RBMX2P3	0
RPS3AP12	0.0446786
RP11-418J17.1	2.05201
RPL6P2	0.0415775
RP11-418J17.3	0
LINC01780	0
RNU1-75P	0
HAO2	0.300514
HAO2-IT1	0
HSD3B2	0.116916
GAPDHP74	0.0689664
HSD3BP2	0
GAPDHP23	0
HSD3BP1	0
GAPDHP58	0.0315712
HSD3B1	0.132319
GAPDHP32	0.391529
HSD3BP3	0.0460491
GAPDHP27	0.155704
HSD3BP4	0.162434
GAPDHP33	0.165178
LINC00622	0.882793
HSD3BP5	0.59175
ZNF697	3.16914
REG4	0
NBPF7	0
PFN1P9	0
NOTCH2P1	0
ADAM30	0
RP5-1042I8.7	3.63874
RP11-114O18.1	0
RNU6-465P	0
CH17-472G23.1	0.462898
7SK	0
CH17-472G23.2	3.29963
U1	0
PFN1P2	1.22523
CH17-472G23.4	3.14039
U2	0
7SK	0
RNVU1-19	0.246898
PPIAL4A	0
CH17-118O6.6	0.0728719
RNVU1-4	0
LINC00623	1.34636
CH17-118O6.3	0
U1	0
CH17-118O6.4	0
FCGR1B	0.0763628
RP11-439A17.10	0
RP11-439A17.9	0.0439623
HIST2H2BA	0.573258
RP11-439A17.4	0
HIST2H3DP1	0.471725
RP11-439A17.5	0
FAM72B	0.685362
CH17-219N22.1	0
SRGAP2-AS1	0.0163422
CH17-437K3.1	0.157548
RP11-343N15.2	0
RP11-344P13.4	0
RP11-344P13.3	0
RP11-344P13.6	0
EMBP1	0.531537
LINC01691	0
CH17-333M13.2	0
CH17-333M13.1	0
CH17-13I23.3	1.61606
5S_rRNA	0
CH17-13I23.2	0
CH17-13I23.1	0
NKAIN1P1	0
RP11-763B22.7	0
RP11-763B22.6	0
RP11-744H18.1	0
NBPF17P	0.0201119
PFN1P12	0
RNU1-114P	0
RNVU1-17	0
RNU1-92P	0
RNVU1-18	0
RP11-403I13.5	0.152013
RP11-403I13.4	0
FAM91A3P	0
RP11-403I13.10	0
RP11-403I13.7	0
RNU1-143P	0
RP11-403I13.9	0
RP5-998N21.3	0
FCGR1CP	0.0785937
HIST2H2BB	0.74986
RP5-998N21.4	0
RP5-998N21.7	0
HIST2H3PS2	0.166739
RPL22P5	0
FAM72C	0.346988
SRGAP2D	2.39
IGKV1OR1-1	0
CH17-248H7.2	0
CH17-248H7.3	0
RP11-14N7.2	0.695875
5S_rRNA	0
DRD5P2	0
CH17-125A10.1	0
PPIAL4E	0.109508
RP11-666A1.7	0
RNVU1-15	0
RP11-763B22.4	0
RP11-763B22.3	0
PFN1P6	0.253268
RP11-666A1.4	0
U1	0
U1	0
U1	0
PPIAL4F	0
LINC01632	0
RP11-289H16.1	0
RP11-763B22.11	0
RNA5SP59	0
CH17-164J11.1	0
SRGAP2B	2.84305
RP3-365I19.2	0
FAM72D	0.419433
CH17-195P21.1	0
RP11-403I13.8	0.798931
U1	0
CH17-195P21.2	0.750952
RP11-289I10.2	1.1214
PPIAL4D	0.169802
RP11-289I10.3	0
CH17-373J23.1	0.280233
RP11-89F3.2	0
NBPF20	0.370196
PFN1P3	0.12316
U1	0
U1	0
CH17-262O2.2	0
CH17-262O2.1	0.0251718
NBPF25P	1.092
GPR89A	3.87871
PDZK1	0.63285
CD160	0.293188
NUDT17	3.87612
MIR6736	0
ITGA10	4.00642
RP11-315I20.3	0
GNRHR2	2.75389
LIX1L-AS1	0.277986
ANKRD34A	0.86831
HFE2	0.0928431
RNVU1-6	0
LINC01719	0.343981
NBPF10	1.56078
NOTCH2NL	2.97145
CH17-353B19.1	0
RNU6-1071P	0
NUDT4P2	0
CH17-385C13.2	0.657278
CH17-385C13.3	0
U1	0
U1	0
RP11-640M9.4	0
CH17-408M7.1	0.0734982
5S_rRNA	0
HYDIN2	0.0870218
U6atac	0
PFN1P8	0.201489
RP4-704D21.2	0
NBPF13P	0.154934
RP11-325P15.1	0.125896
RNVU1-8	0
RP11-325P15.2	0.0546941
NBPF13P	0.0484553
RP11-337C18.8	1.32833
PDIA3P1	3.12718
RPL7AP15	0.233636
LINC00624	0.662062
RP11-337C18.4	0
OR13Z1P	0
Y_RNA	0
OR13Z2P	0
OR13Z3P	0
RN7SL261P	0
RP11-533N14.3	0
GJA5	1.77107
RP11-433J22.3	0
RP11-314N2.2	0
GJA8	0
RP6-74O6.2	1.5009
PDZK1P1	0
XXyac-YX155B6.7	0.38042
RNU1-129P	0
RP11-94I2.4	0.608769
RNVU1-7	0
PDE4DIPP1	0.0624289
PFN1P4	0.873986
ABHD17AP1	0.485813
RP4-565E6.1	0.0595242
XXyac-YX155B6.5	0
RNA5SP57	0
RP11-301M17.2	0
RP11-301M17.1	0
RNU1-120P	0.25171
LINC01731	0.0783436
RP11-495P10.9	0
LINC01138	0.95521
RP11-495P10.5	0.0267523
RP11-495P10.4	0
RP11-495P10.3	0.0515876
Y_RNA	0
MIR5087	0
RNU1-122P	0.288297
RP6-74O6.6	1.43299
RNVU1-1	0.538089
RNVU1-2	0
MIR6077	0
RNU1-13P	0
RP11-495P10.1	0.619581
RNVU1-3	0.257659
RP11-495P10.10	0.415727
CH17-172B3.1	1.87708
PPIAL4G	0
U1	0.23672
NBPF14	4.83263
RNU6-1171P	0
NUDT4P1	0
CH17-478G19.2	0
RP4-725K1.1	0
RN7SKP88	0
RNU2-38P	0
RP4-791M13.5	0
RP4-791M13.4	0
RP4-791M13.3	0
NBPF9	4.56496
CH17-78J1.1	0
RNU1-59P	0
CH17-189H20.1	3.15104
RP11-326G21.1	0.300852
7SK	0
RP11-544O24.2	0
PPIAL4C	0
LINC00869	0.904843
RP11-353N4.6	0.563761
U1	0.285773
RP11-353N4.5	0
RNU1-68P	0
RP11-196G18.1	0
FCGR1A	0.148001
HIST2H2BF	1.78473
RP11-196G18.3	0.0916126
HIST2H3D	0.289619
HIST2H4A	0.0686002
HIST2H3C	0
HIST2H2AA3	0.130226
HIST2H2BD	0.440022
HIST2H2BC	0.858111
HIST2H2AA4	0.170043
HIST2H3A	0
HIST2H4B	0.0197238
RP11-196G18.23	0.0246233
HIST2H2AC	1.9007
HIST2H2AB	0.610779
SV2A	1.19753
RP11-458I7.1	0.231172
RN7SL480P	0
RNU2-17P	0.257163
RP4-790G17.7	0
CA14	1.90455
MIR6878	0
FALEC	0.921205
RP11-54A4.2	1.10051
MIR4257	0.36931
ADAMTSL4-AS1	0.652312
RN7SL473P	0.418797
RN7SL600P	0.621484
SNORA40	3.1508
U4	1.4164
HORMAD1	2.69701
RNU6-1042P	0
RP11-363I22.3	0.101266
UBE2D3P3	0.528868
RNU6-1309P	0
RPS27AP6	0.334935
RP11-235D19.4	0
CYCSP51	0
RP11-316M1.3	0
RNU6-884P	0
MLLT11	4.21076
RPS29P29	0
RP11-68I18.10	0.637274
TNFAIP8L2	1.95744
TMOD4	0.520414
RP11-126K1.2	0.352424
RN7SL444P	0.180642
RP11-126K1.9	0
RP11-126K1.6	0.276126
RNY4P25	0
SNORA44	0.436938
RP11-74C1.4	1.00306
MIR554	0
RP11-74C1.2	2.19403
RP11-404E16.1	0.104764
RNU6-1062P	0
RP11-98D18.1	0.0817412
CELF3	0.0688117
RIIAD1	0.0350307
RNU6-662P	0
RP11-98D18.15	0
RP11-98D18.7	0
OAZ3	0.553184
RP11-98D18.16	0
RP11-98D18.3	0.942211
TDRKH	2.49326
TDRKH-AS1	0.888543
RP11-98D18.17	0.0962313
LINGO4	0.920146
C2CD4D	4.73599
Y_RNA	3.21253
KRT8P28	0
AL591893.1	0.0986649
AL450992.6	0
SPTLC1P4	0
TCHHL1	0.00921449
TCHH	0.927368
AL589986.2	0
PUDPP2	0
FLG-AS1	0.614109
RP11-107M16.2	0.36012
HRNR	0.27005
HMGN3P1	0
LCE3C	0.202827
LCE3B	0
LCE3A	0.30161
RP1-52J10.9	0.0861364
LCE4A	2.33005
RP1-43O17.1	0
RP1-43O17.2	0.353997
SMCP	0.0540327
LINC01527	0.028396
SPRR3	0.96666
SNORA31	0
RP1-20N18.4	0
SPRR2A	1.86507
SPRR2F	1.11299
SPRR2C	3.28067
RP1-140J1.1	0.518324
LELP1	0.080764
PRR9	0.656957
RP1-140J1.4	0.0436811
RNU6-160P	0
S100A12	0.69761
LAPTM4BP1	0
AL591704.7	0
S100A7A	0.0703099
AL591704.9	0
S100A7L2	0
RN7SL44P	0
BX470102.3	2.3108
S100A5	0.571083
S100A1	2.32914
RP1-178F15.4	4.17731
MIR8083	0
RN7SL372P	0
GEMIN2P1	0
Y_RNA	0
RP11-216N14.8	0
RP11-216N14.9	0.278846
Y_RNA	0
RP11-216N14.5	0.0739523
RP11-216N14.7	0.148892
RP11-759F5.1	0
MIR6737	0
RP11-422P24.12	0.863754
RP11-422P24.10	0.93343
RP11-422P24.11	2.25243
NUP210L	0.0659749
RP11-422P24.9	0.167674
RNU6-179P	0
RPS7P2	0
MIR5698	0
RN7SL431P	0.284027
MIR190B	0
C1orf189	0.170366
SNORA58	0
SNORD59	0
RNU6-239P	0
RNU6-121P	0
RP11-137P24.5	0
AQP10	0.0900366
RNU7-57P	0
RP11-350G8.4	0
RPSAP17	0.22794
RP11-350G8.5	0.130591
PSMD8P1	0.0920405
SHE	4.10397
TDRD10	3.14983
UBE2Q1-AS1	0.124661
CHRNB2	0.271425
KCNN3	0.344918
RP11-307C12.13	0.137547
Metazoa_SRP	0.1695
RP11-307C12.12	2.48013
MIR4258	0
LENEP	0.114596
DCST1	3.48282
Y_RNA	0
HMGN2P18	0
TRIM46	0.696682
RP11-263K19.4	2.71526
RP11-263K19.6	4.59491
GBAP1	3.15591
MTX1P1	1.51512
PKLR	0.447742
MIR555	0
RNU6-106P	0
ASH1L-IT1	0
RNU6-1297P	0
POU5F1P4	0.0779998
ASH1L-AS1	4.93717
RP11-29H23.7	1.69008
DAP3P1	0
RP11-29H23.6	0.0797037
RP11-29H23.4	0
RP11-29H23.5	0.630299
RP11-243J18.2	0
RP11-101O6.2	0.128458
SYT11	4.23493
U4	0
SNORA80E	0.250682
RXFP4	0.0311633
MIR6738	0
RP11-336K24.12	0.422396
RP11-336K24.5	0.0900226
MEX3A	0.804707
SNORA26	0
VHLL	0
TSACC	0.354373
RP11-139I14.2	0.0124226
C1orf61	0.0606123
MIR9-1	0
RP11-98G7.1	0.053907
Y_RNA	0
RP11-284F21.8	0.0435217
IQGAP3	2.41685
TTC24	0.0351981
RP11-284F21.11	0.328414
HAPLN2	0.947648
RP11-284F21.9	0.109298
RP11-284F21.10	0.197251
RP11-284F21.7	0.375649
RP11-66D17.3	0.0127506
RP11-66D17.5	2.33732
SH2D2A	0.506894
NTRK1	0.11088
INSRR	0.0189561
LRRC71	0.101624
MIR765	0.398639
RN7SL612P	0
RP11-110J1.2	0.0778218
KRT8P45	0.14067
ETV3L	0.0357617
CYCSP52	0.440482
RP11-71G12.1	0
RP11-71G12.2	0
RP11-85G21.1	0
RP11-85G21.3	0
RP11-85G21.2	0
FCRL5	0.00809538
FCRL4	0
RP4-801G22.2	0
RP4-801G22.3	0
FCRL3	0.022445
RP11-367J7.3	0
RP11-367J7.4	0
VDAC1P9	0
FCRL2	0
FCRL1	0.0176452
CD5L	0.0317618
MRPS21P2	0
RP11-451O13.1	0
KIRREL-IT1	0.0625281
LINC01704	0.0607095
ELL2P1	0.0580918
CD1D	0.547413
RP11-404O13.4	0
RP11-404O13.5	0
HMGN1P5	0
CD1C	3.84472
CD1B	0.249832
CD1E	1.80743
OR10T2	0
OR10K2	0
OR10T1P	0
EI24P2	0.121177
OR10K1	0
RP11-144L1.4	0
OR10R2	0
OR10R3P	0
OR10R1P	0
RP11-144L1.8	0.0366098
OR6Y1	0
OR6P1	0
OR10X1	0
OR10Z1	0
SPTA1	0.0294052
OR6K1P	0
OR6K2	0
OR6K3	0
OR6K4P	0
OR6K5P	0
OR6K6	0
OR6N1	0
OR6N2	0
OR2AQ1P	0
OR10AA1P	0
MNDA	2.29973
PYHIN5P	0
PYHIN1	0.320762
AIM2	0.228314
RAD1P2	0.125405
