Name	Brain - Anterior cingulate cortex (BA24)
LDLRAD1	0
RP4-758J24.6	0.449103
TCEANC2	1.75978
MIR4781	0
RP4-758J24.4	0
CDCP2	0.114071
RP11-446E24.3	0.0581248
CYB5RL	1.67094
SSBP3-AS1	0.543486
RP5-997D24.3	0
RP4-705F19.1	0
RP5-866L20.1	0
RP5-866L20.2	0
HNRNPA1P63	0
ACOT11	1.15237
FAM151A	0.196898
RP11-240D10.4	0.0966628
PARS2	1.72837
TTC22	0.259654
RP11-67L3.2	0
LEXM	0.0358685
RP11-67L3.5	0
RP11-67L3.4	0.135989
TMEM61	0.263905
BSND	0.0326606
PCSK9	0.0677279
RP11-101C11.1	0
GYG1P3	0
MIR4422	0
GOT2P1	0
MTCO2P34	0
RN7SKP291	0
RNU6-830P	0
Y_RNA	0
RP11-90C4.1	0.0066109
LINC01753	0
PIGQP1	0
LINC01755	0
RP1-158P9.1	0
RPSAP20	0
RP11-504A18.1	0.135304
LINC01767	0
RPL21P23	0
RPL23AP85	0
RP11-377K22.2	0
PRKAA2	3.10136
C1orf168	0.186906
RP11-378I13.1	0
C8A	0
C8B	0
RP5-1103B4.3	0
DAB1	4.6839
RP6-102O10.1	0
RPS20P5	0
DAB1-AS1	0
HNRNPA1P6	0.0463867
RPS26P15	0
RP11-393I23.4	0
RP11-393I23.3	0
RP11-414C16.1	0
OMA1	2.70308
RP4-592A1.4	0
RN7SL713P	0
TACSTD2	0.17241
RP4-592A1.2	0.0972452
MYSM1	4.62169
RP11-63G10.4	0.0721485
LINC01135	0.930455
RP11-63G10.3	0.280089
RP11-63G10.2	0
RP4-794H19.1	1.95516
LINC01358	0.0935354
PHBP3	0
RP11-145M4.1	0
RP11-145M4.2	0
HSD52	0.0253874
RP11-467C18.1	1.07231
FGGY	1.04986
MIR4711	0
RP4-782L23.2	0.0654084
HOOK1	3.7519
RN7SL475P	0
C1orf87	0.116535
PGBD4P8	0
RP11-575B7.3	0
LINC01748	0.490262
RP11-436K8.1	0.486349
NFIA-AS2	0.341091
RP4-802A10.1	0
NFIA-AS1	0
RP11-430G17.1	0
RP11-430G17.3	1.94512
PATJ	1.27086
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0
RN7SL180P	0
MIR3116-1	0
PIGPP2	0
RPS15AP7	0
L1TD1	0.0312261
RP5-1155K23.4	0
KANK4	0.248664
RNU6-371P	0
DOCK7	3.91596
RP11-293K19.1	0
ANGPTL3	0.0187609
RP5-849H19.3	0
RP5-849H19.2	0
RP11-230B22.1	0.44205
RP4-771M4.3	0.0558147
RP4-771M4.2	0
LINC01739	0.155485
RP11-5P4.2	0
RP11-5P4.3	0
RP11-335E6.2	0
LINC00466	0.0085216
RNA5SP49	0
RP11-335E6.3	0
RPSAP65	0
FOXD3-AS1	0.0375758
FOXD3	0.012792
MIR6068	0
Y_RNA	0
RP4-792G4.3	0
ALG6	1.91607
ITGB3BP	1.61077
EFCAB7	3.01422
RN7SL488P	0
RNU7-123P	0
DLEU2L	0.185348
RN7SL130P	0.197984
ROR1	0.285509
RP4-597J3.1	0
CFL1P3	0
RNU6-809P	0
Y_RNA	0
ROR1-AS1	0
UBE2U	0.0294149
RNU7-62P	0
MIR4794	0
RP11-182I10.1	0
RP11-182I10.2	0
LINC01359	0.34486
SLC2A3P2	0.0447684
RP4-535B20.4	0.451816
RNU6-1176P	0
MIR3671	0
MIR101-1	0
RP4-535B20.1	0.254759
RP4-535B20.2	0
MRPS21P1	0
RPS29P7	0
RP5-1044H5.1	0
COX6CP13	0
RNU2-15P	0
RP4-630A11.3	0
LEPR	1.10115
RP11-430H12.2	0
RN7SL854P	0
RP11-397C12.1	0
RNU4-88P	0
MIR3117	0
RP4-598P13.1	0.0622881
TCTEX1D1	2.04847
INSL5	0.294128
WDR78	0.633013
RP11-342H21.2	0
MIER1	4.65621
SLC35D1	2.93711
C1orf141	0.100281
SNORA31	0
RP4-547N15.3	0.199304
IL23R	0
RNU6-586P	0
RNU4ATAC4P	0
RP11-131O15.2	0
IL12RB2	0.944021
RNU6-387P	0
LINC01702	0
RNU6-1031P	0
RP11-393N21.1	0
RN7SL392P	0
HNRNPCP9	0
RNU7-80P	0
GNG12-AS1	0.154827
RP4-609E1.2	0
ARL5AP3	0.167833
CTBP2P8	0.15132
MIR1262	0
RPS7P4	0.0783753
COX6B1P7	0
ELOCP18	0
RP5-1033K19.2	0
RPE65	0.264752
DEPDC1	0.0809985
RP4-694A7.2	0
DEPDC1-AS1	0.0525435
TXNP2	0
LINC01707	0
RP11-74K19.1	0
LINC01758	0
SGO1P1	0
RN7SL538P	0.161021
PIN1P1	0.0367117
RP11-181B18.1	0.0811759
RN7SL242P	0
RP4-677H15.4	0
RP11-180O5.2	0.118541
CTH	3.80894
Metazoa_SRP	0
RP11-42O15.3	1.56891
RP11-42O15.2	0
CASP3P1	0
LINC01788	0
RP11-99H8.1	0
PTGER3	0.757028
RP3-333A15.1	0
RP3-333A15.2	0.759946
ZRANB2-AS1	0.0586874
MIR186	0
ZRANB2-AS2	0.067862
RP11-115M14.1	0
RP11-82L20.1	0
RP11-175G14.2	0
NEGR1-IT1	0
GDI2P2	0.0719683
RPL31P12	0.0744828
RNU6-1246P	0
RP4-660H19.1	0
RP11-262K1.1	0
RP11-25L19.1	0
KRT8P21	0
RN7SKP19	0
LINC01360	0
RP4-788P17.1	0
RNA5SP50	0
RNU4ATAC8P	0
LRRIQ3	0.0802091
FPGT	2.04176
TNNI3K	2.58587
RP11-439H8.4	0.0294533
RP4-650F12.2	0.274478
LRRC53	0.22215
ERICH3-AS1	0
RP11-17E13.2	1.86968
RP11-93N20.1	0
RP11-510C10.4	0
RP11-510C10.2	0
LHX8	0
RP11-510C10.3	0
RNU6-622P	0
SLC44A5	1.76883
RP11-87O11.1	0
RNU6-503P	0
RP4-595K12.1	0
RP4-595K12.2	0
RP4-682C21.5	0
DLSTP1	0.316169
MSH4	0.176382
ASB17	0
RP11-550H2.1	0
RP11-550H2.2	0
ST6GALNAC3	1.67481
RP11-335E14.1	0
RP5-1102E8.3	0.146137
TPI1P1	2.06603
RNU6-161P	0
RP11-415A20.1	0.170729
MIR7156	0
RP4-564M11.2	0.256261
RP4-706A16.3	1.65944
RP11-363H12.1	0
RP11-375A5.1	0
RNU7-8P	0
ZZZ3	3.98529
RNA5SP20	0
RN7SL370P	0
ACTG1P21	0
RNA5SP21	0
RP11-181C21.4	0.106996
NSRP1P1	0.18795
HSPE1P25	0
NEXN-AS1	0.0725884
NEXN	0.659977
RP11-386I14.4	0.459173
RP11-386I14.2	0.0363638
GIPC2	0.32396
RNU6-1102P	0
RP11-386I14.3	0
RNA5SP22	0
RNFT1P2	0
MGC27382	0
PTGFR	0.41824
RP11-472F19.1	0
RNA5SP23	0
IFI44L	2.72823
RP4-641G12.3	0
RP4-641G12.4	0
ADGRL4	3.39301
PSAT1P3	0.0355345
RP4-726F1.2	0
RP4-726F1.1	0
ADH5P2	0
RP11-339A11.1	0
RP11-339A11.2	0
RP11-339A11.3	0
HMGB1P18	0
RP11-339D23.1	0
HNRNPA1P64	0
RP11-115A15.4	0
RP11-115A15.2	0
RP5-933B4.1	0
LINC01781	0
MTND2P30	0
RPL7P10	0
RP3-445O10.1	0
RN7SKP247	0
HNRNPA3P14	0.0406435
RP5-837I24.1	0
RP5-837I24.6	0
RP5-837I24.2	0
MED28P8	1.41756
RP5-837I24.4	0
RP5-837I24.5	0
ST13P20	0
RP11-147G16.1	0
LINC01362	0
LINC01361	1.0325
LINC01712	0
LINC01725	0.0155661
RP5-836J3.1	0.0351619
TTLL7-IT1	0.0313722
RP4-552O12.1	0
RP11-486G15.2	3.06515
RP11-486G15.1	0
RP11-82H13.2	0.267986
SNORA2	0
SAMD13	0.553193
RP11-376N17.4	0
UOX	0.331495
DNASE2B	0.204037
SPATA1	0.281925
CTBS	1.22648
LINC01555	0
RP11-484D4.3	0
LPAR3	2.81721
MCOLN2	0.126502
WDR63	0.101433
MCOLN3	0.10639
MIR4423	0
RP11-33E12.2	1.61583
SYDE2	0.277537
Y_RNA	0
BCL10	2.88306
RP11-131L23.1	0.122932
Y_RNA	0
RP11-131L23.2	0.896494
RP4-621F18.2	0.182307
RP11-290M5.4	0.315234
SNORD81	0
RP11-290M5.2	0
COL24A1	1.66868
RNA5SP51	0
RP4-682E18.1	0
ODF2L	3.52894
MIR7856	0
RP11-444C12.1	0
CLCA2	0.0478639
CLCA1	0.00968937
CLCA4	0.950975
CDCA4P2	0
RP4-651E10.4	0.4045
CLCA3P	0
RP4-612B15.3	2.79884
RP4-612B15.2	0.0337041
RP4-604K5.3	0
RP11-384B12.2	0
RP11-384B12.3	0
LINC01140	2.36127
RP5-1043L3.1	0.0388333
LINC01364	0.0861164
RNA5SP52	0
RP11-60A14.1	0.131265
LINC01773	0.338438
CTA-21C21.1	0
RN7SL583P	0.539779
RP11-76N22.1	0.160944
uc_338	0
PKN2-AS1	0.145063
RPL36AP10	0
PKN2	4.85322
RNU6-125P	0
ELOCP19	0.242268
RP11-82K18.2	0.194628
GBP3	1.46339
Y_RNA	0
GBP1	1.74025
GBP2	1.50331
GBP7	0.0422252
GBP4	2.0111
GBP5	0.0722279
RP4-620F22.3	0
RP5-908D6.1	0
GBP6	0.0885978
CAPNS1P1	0
GBP1P1	0.3197
FLJ27354	2.32267
RP11-413E1.4	0
LRRC8C	2.00563
RP11-413E1.2	0
RP5-943J3.1	0.295781
RP5-943J3.2	0.661571
RP11-302M6.5	0.0684189
RN7SKP272	0
GEMIN8P4	2.06127
RNU6-695P	0
RP5-827O9.1	0
U3	0
BARHL2	0.0227332
LINC01763	0.155641
RP4-665J23.4	0
PHKA1P1	0.102951
ZNF644	4.63605
RPL5P6	0
HFM1	0.782211
Y_RNA	0
FEN1P1	0
CDC7	4.33922
WDR82P2	0
RP11-91I11.1	0
HSP90B3P	0
TGFBR3	2.76964
RN7SL653P	0
BRDT	0.0651987
LPCAT2BP	0
SETSIP	0.177235
BTBD8	0.349817
GAPDHP46	0
PRKAR1AP1	0
RP4-775D17.1	0
C1orf146	0.110034
ACTBP12	0
RPAP2	2.05388
RN7SL824P	0
GFI1	0.0477986
EVI5	3.18946
RP4-593M8.1	0
HMGB3P9	0
RNU4-59P	0
RP11-330C7.3	0
RP11-330C7.4	0
CCNJP2	0
SNORD21	0.395483
SNORA66	0.474829
SNORA51	0
RP11-386I23.1	0.0634826
RNU6-970P	0
RN7SL692P	0
RNU6-210P	0
RN7SKP123	0
Y_RNA	0
CCDC18	0.537918
RP4-612C19.1	0
RP4-612C19.2	0
CCDC18-AS1	2.82937
RP4-717I23.2	0
RP4-713B5.2	0.809635
Y_RNA	0
RNA5SP53	0
RP5-1033H22.2	0.0153004
RP11-488P3.1	0.0913168
MIR760	0
RP4-561L24.3	2.45908
CHCHD2P5	0
MTND4P11	0
MTND3P21	0
MTCO3P21	0
MTATP6P13	0
RP5-837O21.8	0
MTCO2P21	0
MTCO1P21	0
RP5-837O21.2	0
ABCA4	0.160251
RP11-78O9.1	0
ARHGAP29	2.67373
RN7SL440P	0
RP11-148B18.1	0
GAPDHP29	0
RP11-148B18.4	0
RP11-366L18.1	0
RP11-86H7.6	0.0635444
SLC44A3-AS1	0.583931
KATNBL1P2	0
MIR378G	0
SLC44A3	4.40178
ALG14	1.36116
RP11-313A24.1	0.140792
RP11-57H12.2	0
Y_RNA	0
RP11-57H12.3	0.212709
RP11-57H12.5	0.276969
LINC01760	0
LINC01650	0
RP11-14O19.2	0
LINC01761	0
RP11-286B14.2	0
RP11-147C23.1	0
RNU1-130P	0
LINC01787	0
RP4-736I12.1	0
UBE2WP1	0
EEF1A1P11	0.419505
RN7SL831P	0
NDUFS5P2	0
RPL7P9	2.42921
RN7SKP270	0
PTBP2	4.85221
DPYD	1.3842
DPYD-AS1	0
DPYD-IT1	0
SEC63P1	0.136682
RPL26P9	0
RP11-272L13.2	0
DPYD-AS2	0
RP11-272L13.4	0
LINC01930	2.27045
RP11-490G2.2	0.83454
MIR137HG	1.05108
NFU1P2	0
LINC01776	0.0239753
RP11-296E3.2	0.208188
RP5-896L10.1	0.341431
RP11-234N17.1	0.292654
RP4-735N21.1	0
LINC01708	0
PALMD	4.50798
HMGB3P10	0.266339
FRRS1	0.045259
RNU4-75P	0
Y_RNA	0
RP4-581O6.1	0
RP5-884G6.2	0.368636
SLC35A3	1.49862
RNU6-750P	0
RNU6-1318P	0
RP4-714D9.2	0
SASS6	0.945334
RP4-714D9.4	0
TRMT13	2.92396
LRRC39	4.86
DBT	4.29439
RPL23AP90	0
BRI3P1	0
RP11-305E17.4	0
RTCA-AS1	1.91944
MIR553	0
RP5-837M10.1	0
RP5-837M10.2	0
CDC14A	2.19127
BCAS2P2	0
RP5-837M10.4	0
GPR88	2.91651
RP11-84O12.2	0
LINC01349	0
RP11-84O12.3	0
VCAM1	1.05115
SLC30A7	1.78907
HNRNPA1P68	0
RP11-421L21.2	0.084946
RP11-421L21.3	3.43743
SCARNA16	0
RP5-1033H2.1	0
RP4-575N6.4	1.18781
RP4-575N6.5	0.439666
RP4-575N6.2	0.215031
PPIAP7	0
LINC01307	0
LINC01709	0.0297231
RNU6-965P	0
RPSAP19	0.559482
RNU6-352P	0
RP11-82O2.2	0
DNAJA1P5	0
RP11-202K23.1	0
RP5-936J12.1	0
COL11A1	4.70414
SOD2P1	0
RP11-153F1.2	0
RP11-153F1.1	0.383927
RN7SKP285	0
AMY2A	0.71378
AMY1A	0
RP5-1108M17.5	0
AMY1B	0.0204037
AMYP1	0
AMY1C	0
RP11-97C18.1	0
RP11-364B6.2	0.00702988
FTLP17	0
CDK4P1	0
LINC01676	0
SEPT2P1	0
RP11-90H3.2	0
RP11-90H3.1	0.0394363
LINC01677	0
RP5-947P14.1	0
RP5-947P14.2	0
RP11-478L17.1	0
RP11-110F24.1	0
MTATP6P14	0
MTCO1P14	0
LINC01661	0
NTNG1	3.16314
RP11-270C12.3	2.1422
VAV3	1.66739
MIR7852	0
VAV3-AS1	0
RP11-356N1.2	0.0138503
SLC25A24	1.18909
RP11-483I13.6	0.305068
NBPF4	0
RP11-483I13.2	0
SLC25A24P1	0
NBPF5P	0
SLC25A24P2	0
RP11-131J3.1	0
NBPF6	0
RP5-964H19.4	0
ST13P21	0
RP5-964H19.2	0
FNDC7	0.114531
RP11-293A10.3	0
RP11-475E11.2	0
AKNAD1	0.131748
SPATA42	0.0489418
RP5-1065J22.2	0
RP11-20O24.4	0.969452
RP11-20O24.1	0.0588193
RANP5	0
RP5-1065J22.8	1.12812
SCARNA2	0
RP5-1065J22.4	0.0853396
C1orf194	4.59776
KIAA1324	2.19103
MYBPHL	1.3791
SYPL2	1.03622
CYB561D1	4.81108
GPR61	2.02795
GNAI3	2.18818
RNU6V	0
RP5-1160K1.6	0.358092
RPL7P8	0.0631003
GSTM2	4.68432
AC000032.2	0
RP4-735C1.4	0.716819
EPS8L3	0.0182557
NDUFA5P10	0
LINC01768	0
RP11-195M16.1	0
RP11-195M16.3	0
RP4-773N10.4	3.53743
ALX3	0.154436
LINC01397	0.168308
UBL4B	0.275923
RP5-1028L10.1	0
RP5-1028L10.2	0.0992284
KCNC4-AS1	0.604986
RP5-1003J2.4	0
SNORA25	0
RP5-1074L1.1	0.0937496
RBM15	1.22435
LAMTOR5-AS1	0.201251
SLC16A4	1.46916
RP5-1074L1.4	3.47833
PROK1	0.271373
RP11-470L19.6	0
CYMP	0.0981382
CYMP-AS1	0
KCNA10	0
KCNA3	0.479864
Y_RNA	0
NRBF2P3	0
OR11I1P	0
RP11-96K19.4	0.0547789
RP11-96K19.2	0.349202
RP11-96K19.5	0.322836
CCNT2P1	0
RNA5SP54	0
CEPT1	2.40878
DENND2D	0.29738
CHI3L2	0.359262
CHIAP1	0
CHIAP2	0
CHIA	0
RP5-1125M8.2	0
RP5-1125M8.3	0
PIFO	2.14136
CHIAP3	0.0135338
HIGD1AP12	0
PGCP1	0
RP11-552M11.8	1.42731
UBE2FP3	1.6798
RP11-552M11.4	0.824298
Y_RNA	0
C1orf162	2.96726
TMIGD3	2.98568
RNU6-792P	0
ADORA3	1.78315
LINC01160	0.372113
KRT18P57	0
RNU6-151P	0
FAM212B-AS1	0.540054
DDX20	2.39914
KCND3-IT1	0
KCND3-AS1	0
LINC01750	3.037
RP5-965F6.2	0.116553
TXNP3	0
snoU13	0
CTTNBP2NL	3.75337
MIR4256	0
WNT2B	1.03029
RP4-671G15.2	2.82738
ST7L	1.94728
MRPL53P1	0
RNU7-70P	0
RP11-426L16.3	0.104833
RP11-426L16.9	0
FAM19A3	0.287569
NUTF2P4	0
LINC01356	0.438215
RP3-522D1.1	1.28724
RP3-522D1.2	0
AKR7A2P1	0.104154
SLC16A1-AS1	0.524692
RP11-31F15.2	1.02548
LRIG2	2.50605
RP11-389O22.4	0
RP11-389O22.5	0
MAGI3	4.96764
RP11-512F24.1	0.144593
MTND5P20	0
PHTF1	4.41349
RP4-730K3.3	0.797944
RSBN1	4.29731
RP5-1073O3.2	0
PTPN22	0.121134
AP4B1-AS1	0.615912
BCL2L15	0.30466
DCLRE1B	2.05734
HIPK1-AS1	0.34231
OLFML3	2.15712
RP4-590F24.1	0
RP4-590F24.2	0
SYT6	2.04022
RP4-543J13.1	0
MRPL57P1	0
RP4-591B8.3	0
RP4-591B8.2	0
EIF2S2P5	0
Y_RNA	0
PKMP1	0.068314
DENND2C	0.432114
AMPD1	0.00836878
RN7SL432P	0
RNY1P13	0
NR1H5P	0
SYCP1	0
TSHB	0
TSPAN2	0.859044
LINC01765	0
RP4-663N10.1	0
NGF	1.3621
RP4-663N10.2	0
RP4-663N10.3	0
ELOCP20	0
CNOT7P2	0
RP11-710N8.3	0
RN7SL420P	0
SNORA42	0
VANGL1	0.47106
CASQ2	1.05362
NHLH2	0.359582
HNRNPA1P43	0
RP11-12L8.2	0.491134
LINC01649	0.38439
SLC22A15	3.66539
RP11-159M11.2	0
MAB21L3	0.0423918
LINC01779	0.0702413
U3	0
ATP1A1-AS1	0.57181
RNU6-817P	0
LINC01762	0.0249196
RP4-655J12.5	0
Y_RNA	0
RP5-1086K13.1	0.0832448
CD58	2.49903
NAP1L4P1	0.0744755
MIR548AC	0
IGSF3	2.49417
MIR320B1	0
C1orf137	0
GAPDHP64	0
NEFHP1	0
CD2	0.0943854
FTH1P22	0
RP4-753F5.1	0.809104
RNA5SP55	0
CD101	0.515359
RP11-27K13.3	0.0634159
TTF2	0.816273
MIR942	0
TRIM45	2.71732
RPS15AP9	0
VTCN1	0.0383012
Metazoa_SRP	0
LINC01525	0
RP11-188D8.1	1.08775
RP4-675C20.4	0.193662
VPS25P1	0
AL157902.3	0
FAM46C	0.279225
VDAC2P3	0
SNORA40	0
RP11-134N8.2	0
PNRC2P1	0
GDAP2	0.871372
WDR3	2.38167
SPAG17	0.094713
RNA5SP56	0
PSMC1P12	0
RP4-630J13.1	0
TBX15	0.467386
RP4-712E4.1	0
RP4-712E4.2	0
WARS2	2.48175
WARS2-IT1	0.0232937
RBMX2P3	0
RPS3AP12	0
RP11-418J17.1	0.903133
RPL6P2	0
RP11-418J17.3	0.0274219
LINC01780	0
RNU1-75P	0
HAO2	0.0174027
HAO2-IT1	0
HSD3B2	0.0523493
GAPDHP74	0.667365
HSD3BP2	0.0390008
GAPDHP23	0.11343
HSD3BP1	0
GAPDHP58	0.0216327
HSD3B1	0.0162369
GAPDHP32	0.143122
HSD3BP3	0
GAPDHP27	0.0628721
HSD3BP4	0.0425755
GAPDHP33	0.120083
LINC00622	3.01788
HSD3BP5	0.14535
ZNF697	1.76424
HMGCS2	0.0310118
REG4	0
NBPF7	0
PFN1P9	0
NOTCH2P1	0
ADAM30	0
RP5-1042I8.7	1.43977
RP11-114O18.1	0
RNU6-465P	0
CH17-472G23.1	1.82083
7SK	0
CH17-472G23.2	3.11747
U1	0
PFN1P2	0.585645
NBPF8	1.25246
CH17-472G23.4	2.77703
U2	0.177071
7SK	0
NBPF26	0.930679
RNVU1-19	0.144863
PPIAL4A	0
CH17-118O6.6	0.307846
RNVU1-4	0
LINC00623	3.20326
CH17-118O6.3	0.0256696
U1	0
CH17-118O6.4	0
FCGR1B	0.64727
RP11-439A17.10	0
RP11-439A17.9	0.13131
HIST2H2BA	0.603528
RP11-439A17.4	0.0518157
HIST2H3DP1	0.340355
RP11-439A17.5	0
FAM72B	0.197352
SRGAP2C	3.23028
CH17-219N22.1	0
SRGAP2-AS1	0.0117793
CH17-437K3.1	1.76906
RP11-343N15.2	0.30826
RP11-344P13.4	0
RP11-344P13.3	0
RP11-344P13.6	1.09211
EMBP1	0.114273
LINC01691	0
CH17-333M13.2	0
CH17-333M13.1	0
5S_rRNA	0
CH17-13I23.2	0
CH17-13I23.1	0
NKAIN1P1	0
RP11-763B22.7	0
RP11-763B22.6	0
RP11-744H18.1	0
NBPF17P	0
PFN1P12	0
RNU1-114P	0
RNVU1-17	0
RNU1-92P	0
RNVU1-18	0
RP11-403I13.5	0.0982691
RP11-403I13.4	0
FAM91A3P	0
RP11-403I13.10	0
RP11-403I13.7	0
RNU1-143P	0
RP11-403I13.9	0
RP5-998N21.3	0
FCGR1CP	0.646251
HIST2H2BB	0.884951
RP5-998N21.4	0.0660511
RP5-998N21.7	0
HIST2H3PS2	0.398645
RPL22P5	0
FAM72C	0.108063
SRGAP2D	0.345127
IGKV1OR1-1	0
CH17-248H7.2	0
CH17-248H7.3	0
RP11-14N7.2	2.01268
5S_rRNA	0
DRD5P2	0
CH17-125A10.1	0
PPIAL4E	0.0817432
RP11-666A1.7	0
RNVU1-15	0
RP11-763B22.4	0
RP11-763B22.3	0.146529
NBPF15	2.45095
PFN1P6	0
RP11-666A1.4	0
U1	0
U1	0
U1	0
PPIAL4F	0
LINC01632	0.0724308
RP11-289H16.1	0
RP11-763B22.11	0
RNA5SP59	0
CH17-164J11.1	0
SRGAP2B	0.761745
RP3-365I19.2	0
FAM72D	0.154137
CH17-195P21.1	0
RP11-403I13.8	0.832888
U1	0
CH17-195P21.2	1.5072
RP11-289I10.2	1.65183
PPIAL4D	0.118814
RP11-289I10.3	0
CH17-373J23.1	0.11678
RP11-89F3.2	0.128002
NBPF20	0.266067
PFN1P3	0
U1	0
U1	0
CH17-262O2.2	0
CH17-262O2.1	0.120035
NBPF25P	0.558984
GPR89A	1.97351
PDZK1	0.320337
CD160	0.0835947
NUDT17	4.64471
MIR6736	0
ITGA10	2.06183
RP11-315I20.3	0
GNRHR2	3.2918
LIX1L-AS1	0.198618
HFE2	0.0829827
RNVU1-6	0
LINC01719	0.705935
NBPF10	0.175961
NOTCH2NL	0.423379
CH17-353B19.1	0.0381844
RNU6-1071P	0
NUDT4P2	0
CH17-385C13.2	0.894241
CH17-385C13.3	0.275768
U1	0
U1	0
RP11-640M9.4	0
CH17-408M7.1	0.375363
5S_rRNA	0
HYDIN2	0.394282
U6atac	0
NBPF12	2.80983
PFN1P8	0
RP4-704D21.2	0
NBPF13P	0
RP11-325P15.1	0
RNVU1-8	0
RP11-325P15.2	0
NBPF13P	0
RP11-337C18.8	1.94943
FMO5	1.01841
PDIA3P1	3.53373
CCT8P1	0.679589
RPL7AP15	0.0377275
LINC00624	0.088779
RP11-337C18.4	0
OR13Z1P	0
Y_RNA	0
OR13Z2P	0
OR13Z3P	0
ACP6	1.78322
RN7SL261P	0
RP11-533N14.3	0
GJA5	0.80453
RP11-433J22.3	0
RP11-314N2.2	0
GJA8	0
GPR89B	2.4026
RP6-74O6.2	0.689361
PDZK1P1	0
XXyac-YX155B6.7	0.352136
RNU1-129P	0
RP11-94I2.4	0.603041
RNVU1-7	0
PDE4DIPP1	0.108965
NBPF11	1.77959
PFN1P4	0
ABHD17AP1	0.430708
RP4-565E6.1	0.29168
XXyac-YX155B6.5	0.0340361
RNA5SP57	0
RP11-301M17.2	0
RP11-301M17.1	0
RNU1-120P	0
LINC01731	0.500749
RP11-495P10.9	0
LINC01138	1.76055
RP11-495P10.5	0.0486272
RP11-495P10.4	0
RP11-495P10.3	0.0662185
Y_RNA	0
MIR5087	0
RNU1-122P	1.17643
RP6-74O6.6	2.43377
RNVU1-1	0.38051
RNVU1-2	0
MIR6077	0
RNU1-13P	0
RP11-495P10.1	1.30858
RNVU1-3	0.580622
RP11-495P10.10	0.344084
PPIAL4G	0.0238497
U1	0.148384
NBPF14	0.661494
RNU6-1171P	0
NUDT4P1	0
CH17-478G19.2	0
RP4-725K1.1	0
RN7SKP88	0
RNU2-38P	0
RP4-791M13.5	0
RP4-791M13.4	0.0513659
RP4-791M13.3	0.0436702
NBPF9	1.54639
CH17-78J1.1	0
RNU1-59P	0
CH17-189H20.1	2.25068
RP11-326G21.1	0.977128
7SK	0
RP11-544O24.2	0
NBPF19	0.650496
PPIAL4C	0.10259
LINC00869	1.64522
RP11-353N4.6	0.663965
U1	0.254787
RP11-353N4.5	0.0265357
RNU1-68P	0
RP11-196G18.1	0
FCGR1A	1.29669
HIST2H2BF	0.401224
RP11-196G18.3	0.148367
HIST2H3D	0.174788
HIST2H4A	0.0264074
HIST2H3C	0
HIST2H2AA3	0
HIST2H2BD	0.0709443
RP11-196G18.22	2.67835
HIST2H2BC	0.112207
HIST2H2AA4	0
HIST2H3A	0
HIST2H4B	0
RP11-196G18.23	0.0187828
HIST2H2AC	0.522262
HIST2H2AB	0
MTMR11	4.38989
OTUD7B	4.67377
RP11-458I7.1	0.0599666
RN7SL480P	0
RNU2-17P	0
RP4-790G17.7	0
CA14	2.2317
MIR6878	0
FALEC	0.554433
RP11-54A4.2	0.280817
ADAMTSL4	0.68373
MIR4257	0
ADAMTSL4-AS1	0.0895609
RN7SL473P	0
RN7SL600P	0
SNORA40	0.236468
U4	0
HORMAD1	0.0368685
RNU6-1042P	0
CTSS	1.98095
RP11-363I22.3	0
CTSK	4.37008
UBE2D3P3	0
RNU6-1309P	0
RPS27AP6	0.143152
RP11-235D19.4	0
CYCSP51	0
RP11-316M1.3	0.0839311
ANXA9	1.5589
RNU6-884P	0
BNIPL	0.23289
C1orf56	2.98874
GABPB2	2.95202
RPS29P29	0
RP11-68I18.10	0.878309
TNFAIP8L2	1.22822
TMOD4	0.264386
RP11-126K1.2	0.612627
RN7SL444P	0
RP11-126K1.9	0.315916
RP11-126K1.6	2.35171
RNY4P25	0
CGN	1.72625
SNORA44	0
TUFT1	4.23604
RP11-74C1.4	0.0434455
MIR554	0
RP11-74C1.2	0
RP11-404E16.1	0
RNU6-1062P	0
RP11-98D18.1	0.182843
RIIAD1	2.8006
RNU6-662P	0
RP11-98D18.15	1.96052
RP11-98D18.7	0.109853
OAZ3	0.827984
RP11-98D18.16	0.349366
RP11-98D18.3	3.54631
TDRKH-AS1	1.69698
RP11-98D18.17	2.72087
LINGO4	0.0383964
RORC	0.0446112
C2CD4D	0.65002
Y_RNA	1.16124
AL450992.2	2.69789
THEM5	1.37155
KRT8P28	0
AL591893.1	0
AL450992.6	0
SPTLC1P4	0
TCHHL1	0
TCHH	0.307554
AL589986.2	0
PUDPP2	0
RPTN	0
FLG-AS1	0.661901
RP11-107M16.2	0
HRNR	0.0453318
FLG	0.196592
FLG2	0.0408591
HMGN3P1	0
CRNN	0.150225
LCE5A	0.115031
CRCT1	0.0575991
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
RP1-52J10.9	0
LINC00302	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	0
RP1-43O17.1	0
RP1-43O17.2	0
KPRP	0.0282047
LCE1F	0
LCE1E	0
LCE1D	0
LCE1C	0
LCE1B	0
LCE1A	0
LCE6A	0
SMCP	0
IVL	0.0330372
LINC01527	0
RP1-20N18.10	0
SPRR4	0
