Name	Brain - Cerebellum
RP4-597J3.1	0
CFL1P3	0
RNU6-809P	0
Y_RNA	0
ROR1-AS1	0.0382228
UBE2U	0
RNU7-62P	0
MIR4794	0
RP11-182I10.1	0
RP11-182I10.2	0
LINC01359	1.11673
SLC2A3P2	0.287246
RP4-535B20.4	2.5736
RNU6-1176P	0
MIR3671	0
MIR101-1	0
RP4-535B20.1	0.57441
RP4-535B20.2	0
MRPS21P1	0
RPS29P7	0
RP5-1044H5.1	0.20515
COX6CP13	0.544043
RNU2-15P	0
RP4-630A11.3	0
LEPR	1.61094
RP11-430H12.2	0
RN7SL854P	0
RP11-397C12.1	0
RNU4-88P	0
MIR3117	0
RP4-598P13.1	0.169153
TCTEX1D1	2.5554
INSL5	0.136639
WDR78	0.424068
RP11-342H21.2	0
C1orf141	0.0231723
SNORA31	0
RP4-547N15.3	0.0443183
IL23R	0
RNU6-586P	0
RNU4ATAC4P	0
RP11-131O15.2	0
IL12RB2	0.0833569
RNU6-387P	0
LINC01702	0
RNU6-1031P	0
RP11-393N21.1	0
RN7SL392P	0
HNRNPCP9	0
GNG12	4.65048
RNU7-80P	0
GNG12-AS1	0.0575012
RP4-609E1.2	0
DIRAS3	0.793176
ARL5AP3	0
CTBP2P8	0.0771292
MIR1262	0
RPS7P4	0.137431
COX6B1P7	0
ELOCP18	0
RP5-1033K19.2	0
RPE65	0.096481
DEPDC1	0
RP4-694A7.2	0
DEPDC1-AS1	0
TXNP2	0
LINC01707	0
RP11-74K19.1	0
LINC01758	0
LRRC7	0.537652
SGO1P1	0.0431142
RN7SL538P	0
PIN1P1	0
RP11-181B18.1	0.146479
RN7SL242P	0
RP4-677H15.4	0
RP11-180O5.2	0.43794
CTH	4.69084
Metazoa_SRP	0
RP11-42O15.3	2.74609
RP11-42O15.2	0
CASP3P1	0
LINC01788	0
RP11-99H8.1	0
PTGER3	0.0255496
RP3-333A15.1	0
RP3-333A15.2	0
ZRANB2-AS1	0.659551
MIR186	0.644859
ZRANB2-AS2	0.0851536
RP11-115M14.1	0
RP11-82L20.1	0
RP11-175G14.2	0
NEGR1-IT1	0
GDI2P2	0.552933
RPL31P12	0.315984
RNU6-1246P	0
RP4-660H19.1	0
RP11-262K1.1	0.0291968
RP11-25L19.1	0
KRT8P21	0
RN7SKP19	0
LINC01360	0
RP4-788P17.1	0
RNA5SP50	0
RNU4ATAC8P	0
LRRIQ3	0.040783
FPGT	3.4477
RP11-439H8.4	0.403585
RP4-650F12.2	2.70413
LRRC53	0.179633
ERICH3-AS1	0
RP11-17E13.2	1.64515
CRYZ	3.2437
RP11-93N20.1	0
RP11-510C10.4	0
RP11-510C10.2	0
LHX8	0
RP11-510C10.3	0
RNU6-622P	0
SLC44A5	0.324218
RP11-87O11.1	0
RNU6-503P	0
RP4-595K12.1	0
RP4-595K12.2	0
RP4-682C21.5	0
DLSTP1	3.4079
MSH4	2.48441
ASB17	0
RP11-550H2.1	0.0491779
RP11-550H2.2	0
ST6GALNAC3	1.58467
RP11-335E14.1	0
RP5-1102E8.3	0.0981895
TPI1P1	2.83116
RNU6-161P	0
RP11-415A20.1	0
ST6GALNAC5	0.0831939
MIR7156	0
RP4-564M11.2	0
RP4-706A16.3	3.73534
RP11-363H12.1	0
AK5	2.93814
RP11-375A5.1	0
RNU7-8P	0
RNA5SP20	0
RN7SL370P	0
ACTG1P21	0
RNA5SP21	0
RP11-181C21.4	0.158409
NSRP1P1	0.314164
HSPE1P25	0
NEXN-AS1	0.25809
NEXN	1.99078
RP11-386I14.4	1.32346
RP11-386I14.2	0.13178
GIPC2	0.441939
RNU6-1102P	0
RP11-386I14.3	0
RNA5SP22	0
RNFT1P2	0
MGC27382	0
PTGFR	0.078248
RP11-472F19.1	0
RNA5SP23	0
IFI44L	2.51085
RP4-641G12.3	0
RP4-641G12.4	0
ADGRL4	2.14751
PSAT1P3	0
RP4-726F1.2	0
RP4-726F1.1	0
ADH5P2	0
RP11-339A11.1	0
RP11-339A11.2	0
RP11-339A11.3	0
HMGB1P18	0
RP11-339D23.1	0
HNRNPA1P64	0
RP11-115A15.4	0
RP11-115A15.2	0
RP5-933B4.1	0
LINC01781	0
MTND2P30	0
RPL7P10	0
RP3-445O10.1	0
RN7SKP247	0
ADGRL2	2.63114
HNRNPA3P14	0
RP5-837I24.1	0.0338266
RP5-837I24.6	0
RP5-837I24.2	0
MED28P8	0
RP5-837I24.4	0
RP5-837I24.5	0
ST13P20	0
RP11-147G16.1	0
LINC01362	0
LINC01361	0
LINC01712	0
LINC01725	0.0100284
RP5-836J3.1	0
TTLL7-IT1	0.30167
RP4-552O12.1	0
RP11-486G15.1	0.30713
RP11-82H13.2	0.609969
SNORA2	0
SAMD13	0.86779
RP11-376N17.4	0
UOX	0.0474654
DNASE2B	0.206917
SPATA1	0.589794
CTBS	1.99863
LINC01555	0
RP11-484D4.3	0
LPAR3	0.262269
MCOLN2	0.0333755
WDR63	0.0239114
MCOLN3	0.0578232
MIR4423	0
RP11-33E12.2	0.192767
SYDE2	0.0531911
Y_RNA	0
RP11-131L23.1	0.136158
Y_RNA	0
RP11-131L23.2	0.0880327
RP4-621F18.2	0.0229905
RP11-290M5.4	0.473575
SNORD81	0
RP11-290M5.2	0
COL24A1	0.411368
RNA5SP51	0
RP4-682E18.1	0
MIR7856	0
RP11-444C12.1	0
CLCA2	0.0770717
CLCA1	0.0366811
CLCA4	0.76866
CDCA4P2	0
RP4-651E10.4	0.526891
CLCA3P	0.0113318
RP4-612B15.3	2.04936
RP4-612B15.2	0.0851868
RP4-604K5.3	0
RP11-384B12.2	0.0333704
RP11-384B12.3	0
LINC01140	0.992451
RP5-1043L3.1	0
LINC01364	0.0949076
RNA5SP52	0
RP11-60A14.1	0
LINC01773	0
CTA-21C21.1	0
RN7SL583P	0
RP11-76N22.1	0
uc_338	0
PKN2-AS1	0.0147411
RPL36AP10	0
RNU6-125P	0.654041
ELOCP19	4.23961
RP11-82K18.2	1.14823
GBP3	1.69733
Y_RNA	0
GBP1	1.95029
GBP2	1.26782
GBP7	0.0739122
GBP4	1.72006
GBP5	0.0744272
RP4-620F22.3	0
RP5-908D6.1	0
GBP6	0.123775
CAPNS1P1	0
GBP1P1	0.328071
LRRC8B	2.34935
FLJ27354	0.714902
RP11-413E1.4	0
LRRC8C	0.721061
RP11-413E1.2	0
RP5-943J3.1	0.0822297
RP5-943J3.2	3.93486
RP11-302M6.5	0.125086
RN7SKP272	0
GEMIN8P4	2.59147
RNU6-695P	0
RP5-827O9.1	0
U3	0.571878
LINC01763	2.06691
RP4-665J23.4	0.150017
PHKA1P1	0.412566
RPL5P6	0
Y_RNA	0
FEN1P1	0.0974759
WDR82P2	0
RP11-91I11.1	0
HSP90B3P	0
TGFBR3	1.37933
RN7SL653P	0
BRDT	0.0343407
EPHX4	1.67855
LPCAT2BP	0
SETSIP	0.17382
BTBD8	1.92728
GAPDHP46	0
PRKAR1AP1	0.0477263
RP4-775D17.1	0
C1orf146	0.785268
ACTBP12	0
RN7SL824P	0
GFI1	0.0660912
RP4-593M8.1	0
HMGB3P9	0.313715
RNU4-59P	0
RP11-330C7.3	0
RP11-330C7.4	0
CCNJP2	0
SNORD21	1.42612
SNORA66	1.77423
SNORA51	0
RP11-386I23.1	0.536039
RNU6-970P	0
RN7SL692P	0
RNU6-210P	0
RN7SKP123	0
Y_RNA	0
CCDC18	1.7481
RP4-612C19.1	0
RP4-612C19.2	0
RP4-717I23.2	0
RP4-713B5.2	4.85629
Y_RNA	0
RNA5SP53	0
RP5-1033H22.2	0.0266485
RP11-488P3.1	0.423251
MIR760	0
CHCHD2P5	0
MTND4P11	0
MTND3P21	0
MTCO3P21	0
MTATP6P13	0
RP5-837O21.8	0
MTCO2P21	0
MTCO1P21	0
RP5-837O21.2	0
ABCA4	0.151494
RP11-78O9.1	0
RN7SL440P	0
RP11-148B18.1	0
GAPDHP29	0
RP11-148B18.4	0
RP11-366L18.1	0
RP11-86H7.6	0.0631743
SLC44A3-AS1	1.57552
KATNBL1P2	0
MIR378G	0
ALG14	1.84372
RP11-313A24.1	0.141464
RP11-57H12.2	0.146
Y_RNA	0
RP11-57H12.3	0.261208
RP11-57H12.5	1.49622
LINC01760	0
LINC01650	0
RP11-14O19.2	0
LINC01761	0
RP11-286B14.1	0.0344515
RP11-286B14.2	0
RP11-147C23.1	0
RNU1-130P	0
LINC01787	0
RP4-736I12.1	0
UBE2WP1	0
EEF1A1P11	0.687813
RN7SL831P	0
NDUFS5P2	0
RPL7P9	4.41963
RN7SKP270	0
DPYD	0.6571
DPYD-AS1	0
DPYD-IT1	0
SEC63P1	0.151689
RPL26P9	0
RP11-272L13.2	0
DPYD-AS2	0
RP11-272L13.4	0
LINC01930	0
RP11-490G2.2	0
MIR137HG	0
NFU1P2	0
LINC01776	0
RP11-296E3.2	0
SNX7	2.10199
PLPPR5	0.7786
RP5-896L10.1	0.0685682
RP11-234N17.1	0.670414
PLPPR4	4.09192
RP4-735N21.1	0
LINC01708	0
PALMD	3.37328
HMGB3P10	0
FRRS1	0.0579717
RNU4-75P	0
Y_RNA	0
RP4-581O6.1	0
RP5-884G6.2	0.576614
SLC35A3	4.34209
RNU6-750P	0
RNU6-1318P	0
RP4-714D9.2	0
RP4-714D9.4	0
LRRC39	4.98901
RPL23AP90	0.189036
BRI3P1	0.0664247
RP11-305E17.4	0.458839
RTCA-AS1	2.34564
MIR553	0
RP5-837M10.1	0
RP5-837M10.2	0
CDC14A	0.565678
BCAS2P2	0
RP5-837M10.4	0
GPR88	0.0527673
RP11-84O12.2	0
LINC01349	0
RP11-84O12.3	0
VCAM1	0.865427
HNRNPA1P68	0.192844
RP11-421L21.2	0.471947
SCARNA16	0
RP5-1033H2.1	0
RP4-575N6.4	1.15099
RP4-575N6.5	0.444056
RP4-575N6.2	0.203728
PPIAP7	0
LINC01307	0
LINC01709	0.352109
RNU6-965P	0
RPSAP19	2.32858
RNU6-352P	0
RP11-82O2.2	0
DNAJA1P5	0.0965852
RP11-202K23.1	0
RP5-936J12.1	0
COL11A1	1.36566
SOD2P1	0
RP11-153F1.2	0
RP11-153F1.1	0.132282
RN7SKP285	0
AMY2A	0.639866
AMY1A	0
RP5-1108M17.5	0
AMY1B	0.0764423
AMYP1	0.0406232
AMY1C	0
RP11-97C18.1	0
RP11-364B6.2	0.0865411
FTLP17	0
CDK4P1	0
LINC01676	0
SEPT2P1	0
RP11-90H3.2	0
RP11-90H3.1	0.0675842
LINC01677	0
RP5-947P14.1	0.408234
RP5-947P14.2	0.126283
RP11-478L17.1	0
RP11-110F24.1	0
MTATP6P14	0
MTCO1P14	0
LINC01661	0
NTNG1	3.11903
RP11-270C12.3	2.15614
VAV3	4.02278
MIR7852	0
VAV3-AS1	0
RP11-356N1.2	0.0287896
SLC25A24	1.80814
RP11-483I13.6	0.163857
NBPF4	0
RP11-483I13.2	0
SLC25A24P1	0
NBPF5P	0
SLC25A24P2	0
RP11-131J3.1	0
NBPF6	0
RP5-964H19.4	0
ST13P21	0
RP5-964H19.2	0
FNDC7	0.284444
RP11-293A10.3	0
RP11-475E11.2	0.152119
AKNAD1	0.209435
SPATA42	0.10715
RP5-1065J22.2	0
RP11-20O24.4	2.02441
RP11-20O24.1	0
RANP5	0
RP5-1065J22.8	0.597019
SCARNA2	0
RP5-1065J22.4	0.0843555
C1orf194	0.954329
KIAA1324	0.884467
MYBPHL	0.249743
SYPL2	1.21733
GNAI3	3.91783
RNU6V	0
RP5-1160K1.6	2.03988
RPL7P8	0.21828
AC000032.2	0
RP4-735C1.4	1.54028
EPS8L3	0.0428783
NDUFA5P10	0
LINC01768	0
RP11-195M16.1	0
RP11-195M16.3	0
ALX3	0.155614
LINC01397	0.321074
UBL4B	0.587704
RP5-1028L10.1	0.311514
RP5-1028L10.2	0.906549
KCNC4-AS1	0.982739
RP5-1003J2.4	0
SNORA25	0
RP5-1074L1.1	1.59474
RBM15	4.53558
LAMTOR5-AS1	0.789428
SLC16A4	3.77772
PROK1	0.35996
RP11-470L19.6	0
CYMP	0.314786
CYMP-AS1	0.0859126
KCNA10	0
KCNA3	1.33935
Y_RNA	0
NRBF2P3	0
OR11I1P	0
CD53	1.78322
RP11-96K19.4	0.165438
RP11-96K19.2	0.70265
RP11-96K19.5	0.342211
CCNT2P1	0
RNA5SP54	0
DENND2D	0.53303
CHI3L2	0.114124
CHIAP1	0
CHIAP2	0
CHIA	0
RP5-1125M8.2	0
RP5-1125M8.3	0
PIFO	0.472782
CHIAP3	0
HIGD1AP12	0
PGCP1	0
UBE2FP3	4.11111
RP11-552M11.4	2.80741
Y_RNA	0
TMIGD3	0.634948
RNU6-792P	0
ADORA3	0.738108
LINC01160	1.47154
KRT18P57	0.114679
RNU6-151P	0
FAM212B-AS1	0.763534
KCND3-IT1	0.310862
KCND3-AS1	0.275728
RP5-965F6.2	0
TXNP3	0
snoU13	0
CTTNBP2NL	4.9208
MIR4256	0
WNT2B	3.40839
MRPL53P1	0
RNU7-70P	0
MOV10	4.75495
RP11-426L16.3	0.097028
RP11-426L16.9	0.024114
NUTF2P4	0
LINC01356	0.977561
RP3-522D1.1	1.00127
RP3-522D1.2	0.485782
AKR7A2P1	0.487568
SLC16A1-AS1	1.32654
RP11-31F15.2	1.17268
RP11-389O22.4	0
RP11-389O22.5	0
RP11-512F24.1	0.284843
MTND5P20	0
RP5-1073O3.2	0.030892
PTPN22	0.696132
BCL2L15	2.86417
HIPK1-AS1	0.832729
OLFML3	1.07007
RP4-590F24.1	0
RP4-590F24.2	0
SYT6	0.185213
RP4-543J13.1	0
MRPL57P1	0
RP4-591B8.3	0
RP4-591B8.2	0.0841961
EIF2S2P5	0
Y_RNA	0
PKMP1	0.269113
DENND2C	1.07568
AMPD1	0.0277698
RN7SL432P	0
RNY1P13	0.292001
NR1H5P	0
SYCP1	0.099409
TSHB	0.154946
TSPAN2	0.462061
LINC01765	0
RP4-663N10.1	0
NGF	0.301296
RP4-663N10.2	0
RP4-663N10.3	0
ELOCP20	0
CNOT7P2	0
RP11-710N8.3	0
RN7SL420P	0
SNORA42	0
VANGL1	0.332684
CASQ2	3.65338
HNRNPA1P43	0
RP11-12L8.2	1.4878
LINC01649	0.801753
RP11-159M11.2	0.0781187
MAB21L3	0.396978
LINC01779	0
U3	0
ATP1A1-AS1	1.58196
RNU6-817P	0
LINC01762	0
RP4-655J12.5	0
Y_RNA	0
RP5-1086K13.1	0.0621715
CD58	1.60959
NAP1L4P1	0.0790271
MIR548AC	0
IGSF3	1.79379
MIR320B1	0
C1orf137	0
GAPDHP64	0
NEFHP1	0
CD2	0.0767599
FTH1P22	0
RP4-753F5.1	0.365443
PTGFRN	2.30307
RNA5SP55	0
CD101	0.178908
RP11-27K13.3	0.0294949
TTF2	0.574057
MIR942	0
TRIM45	3.34456
RPS15AP9	0
VTCN1	0.016066
Metazoa_SRP	0
LINC01525	0
RP11-188D8.1	1.68817
RP4-675C20.4	0.144893
VPS25P1	0
AL157902.3	0
FAM46C	0.392175
VDAC2P3	0
SNORA40	0
RP11-134N8.2	0
PNRC2P1	0
GDAP2	2.0314
WDR3	4.75785
SPAG17	0.0931247
RNA5SP56	0
PSMC1P12	0
RP4-630J13.1	0
TBX15	0.362501
RP4-712E4.1	0
RP4-712E4.2	0
WARS2	3.30851
WARS2-IT1	0.122259
RBMX2P3	0
RPS3AP12	0
RP11-418J17.1	2.80745
RPL6P2	0
RP11-418J17.3	0
LINC01780	0
RNU1-75P	0
HAO2	0
HAO2-IT1	0
HSD3B2	0.0877437
GAPDHP74	0
HSD3BP2	0
GAPDHP23	0
HSD3BP1	0
GAPDHP58	0
HSD3B1	0
GAPDHP32	0.444235
HSD3BP3	0.0413159
GAPDHP27	0.117754
HSD3BP4	0.275113
GAPDHP33	0.539331
LINC00622	3.57674
HSD3BP5	0.589981
ZNF697	1.87972
HMGCS2	0.111901
REG4	0
NBPF7	0
PFN1P9	0
NOTCH2P1	0
ADAM30	0
RP5-1042I8.7	0.704227
NOTCH2	4.64874
RP11-114O18.1	0
RNU6-465P	0
7SK	0
CH17-472G23.2	3.78511
U1	0.36716
U2	2.15642
7SK	0
NBPF26	4.01565
RNVU1-19	1.84104
PPIAL4A	0.145545
CH17-118O6.6	0.306485
RNVU1-4	0
LINC00623	2.7134
CH17-118O6.3	0
U1	0
CH17-118O6.4	0
FCGR1B	0.260404
RP11-439A17.10	0
RP11-439A17.9	0.302368
RP11-439A17.4	0
HIST2H3DP1	2.34388
RP11-439A17.5	0
FAM72B	1.2671
CH17-219N22.1	0
SRGAP2-AS1	0.142591
RP11-343N15.2	0.860162
RP11-344P13.4	0
RP11-344P13.3	0
EMBP1	0.912859
LINC01691	0.0767175
CH17-333M13.2	0
CH17-333M13.1	0
CH17-13I23.3	1.31921
5S_rRNA	0
CH17-13I23.2	0
CH17-13I23.1	0
NKAIN1P1	0
RP11-763B22.7	0
RP11-763B22.6	0
RP11-744H18.1	0
NBPF17P	0.0219561
PFN1P12	0
RNU1-114P	0
RNVU1-17	0
RNU1-92P	0
RNVU1-18	0
RP11-403I13.5	0.390845
RP11-403I13.4	0
FAM91A3P	0
RP11-403I13.10	0
RP11-403I13.7	0
RNU1-143P	0
RP11-403I13.9	0
RP5-998N21.3	0
FCGR1CP	0.257287
HIST2H2BB	3.74746
RP5-998N21.4	0.154626
RP5-998N21.7	0
HIST2H3PS2	1.55279
RPL22P5	0
FAM72C	0.606606
IGKV1OR1-1	0
CH17-248H7.2	0
CH17-248H7.3	0
RP11-14N7.2	0.721842
5S_rRNA	0
DRD5P2	0
CH17-125A10.1	0
PPIAL4E	0.0688474
RP11-666A1.7	0
RNVU1-15	0.561865
RP11-763B22.4	0.275195
RP11-763B22.3	3.41799
PFN1P6	1.26763
RP11-666A1.4	0
U1	0
U1	0
U1	0
PPIAL4F	0
LINC01632	0
RP11-289H16.1	0.0191139
RP11-763B22.11	0
RNA5SP59	0
CH17-164J11.1	0
RP3-365I19.2	0
FAM72D	0.711489
CH17-195P21.1	0
RP11-403I13.8	0.706615
U1	0
CH17-195P21.2	0.503986
RP11-289I10.2	1.64869
PPIAL4D	0.130182
RP11-289I10.3	0
CH17-373J23.1	1.93801
RP11-89F3.2	2.25178
NBPF20	4.35109
PFN1P3	1.38758
U1	0.585889
U1	0
CH17-262O2.2	0.184059
CH17-262O2.1	1.23228
NBPF25P	3.37768
CD160	0.858303
MIR6736	0
RP11-315I20.3	0
LIX1L-AS1	0.423972
HFE2	0.0685664
RNVU1-6	0.268018
LINC01719	3.59596
NBPF10	0.327808
NOTCH2NL	0.248768
CH17-353B19.1	0.02585
RNU6-1071P	0
NUDT4P2	0
CH17-385C13.3	0.750332
U1	0.252072
U1	0.263665
RP11-640M9.4	0
CH17-408M7.1	0.771235
5S_rRNA	0
HYDIN2	1.61399
U6atac	0
PFN1P8	0.204859
RP4-704D21.2	0
NBPF13P	0.529817
RP11-325P15.1	0.442082
RNVU1-8	0.256708
RP11-325P15.2	0.0724964
NBPF13P	0.0180505
RP11-337C18.8	3.06228
FMO5	1.55797
PDIA3P1	4.8536
CCT8P1	1.44808
RPL7AP15	1.23866
LINC00624	0.581658
RP11-337C18.4	0
OR13Z1P	0
Y_RNA	0
OR13Z2P	0
OR13Z3P	0
ACP6	3.0149
RN7SL261P	0
RP11-533N14.3	0
GJA5	0.40441
RP11-433J22.3	0
RP11-314N2.2	0
GJA8	0
PDZK1P1	0.660741
XXyac-YX155B6.7	1.5105
RNU1-129P	3.04821
RP11-94I2.4	1.23362
RNVU1-7	0
PDE4DIPP1	0.724587
PFN1P4	0.311125
ABHD17AP1	1.53783
RP4-565E6.1	0.987363
XXyac-YX155B6.5	0.738669
RNA5SP57	0
RP11-301M17.2	0
RP11-301M17.1	0.11765
RNU1-120P	0
LINC01731	0.26128
RP11-495P10.9	0
LINC01138	3.94839
RP11-495P10.5	0.0365391
RP11-495P10.4	0
RP11-495P10.3	0.347953
Y_RNA	0
MIR5087	0
RNU1-122P	0.769084
RNVU1-1	1.30634
RNVU1-2	0
MIR6077	0
RNU1-13P	0
RP11-495P10.1	2.22721
RNVU1-3	1.6342
RP11-495P10.10	0.943797
CH17-172B3.1	2.63763
PPIAL4G	0.0305678
U1	0.913676
NBPF14	0.875658
RNU6-1171P	0
NUDT4P1	0
CH17-478G19.2	0
RP4-725K1.1	0
RN7SKP88	0
RNU2-38P	0.885852
RP4-791M13.5	0
RP4-791M13.4	0.693692
RP4-791M13.3	0.559628
CH17-78J1.1	0
RNU1-59P	0.316311
CH17-189H20.1	4.98149
RP11-326G21.1	2.13648
7SK	0
RP11-544O24.2	0
NBPF19	1.61162
PPIAL4C	0.331908
LINC00869	3.20967
RP11-353N4.6	0.700407
U1	1.48471
RP11-353N4.5	0.0238671
RNU1-68P	0
RP11-196G18.1	0
FCGR1A	0.283411
HIST2H2BF	1.81492
RP11-196G18.3	0.356796
HIST2H3D	0.985104
HIST2H4A	0.105574
HIST2H3C	0.0287481
HIST2H2AA3	0.0559231
HIST2H2BD	0.894579
HIST2H2BC	0.91115
HIST2H2AA4	0.0435753
HIST2H3A	0
HIST2H4B	0.0224466
RP11-196G18.23	0.128815
HIST2H2AC	0.95437
HIST2H2AB	0.141398
RP11-458I7.1	1.40535
RN7SL480P	0
RNU2-17P	0.244869
RP4-790G17.7	0
CA14	3.82834
MIR6878	0
FALEC	1.27953
RP11-54A4.2	0.507603
ADAMTSL4	1.3657
MIR4257	0
ADAMTSL4-AS1	0.224846
RN7SL473P	0
RN7SL600P	0
SNORA40	1.49764
U4	0.966388
HORMAD1	0.0417606
RNU6-1042P	0
CTSS	1.36387
RP11-363I22.3	0.310467
UBE2D3P3	0.105198
RNU6-1309P	0
RPS27AP6	0.133205
RP11-235D19.4	0
CYCSP51	0
RP11-316M1.3	0.242387
RNU6-884P	0
BNIPL	1.5378
RPS29P29	0
TNFAIP8L2	0.926752
TMOD4	0.371246
RP11-126K1.2	0.313753
RN7SL444P	0.369002
RP11-126K1.9	0.707765
RP11-126K1.6	1.20126
RNY4P25	0
SNORA44	0.662507
RP11-74C1.4	0.120317
MIR554	0
RP11-74C1.2	0.235094
RP11-404E16.1	0.46525
RNU6-1062P	0
RP11-98D18.1	2.98632
RNU6-662P	0
RP11-98D18.15	0.753821
RP11-98D18.7	0
OAZ3	3.40633
RP11-98D18.16	1.58988
C2CD4D	2.00506
Y_RNA	1.1085
AL450992.2	3.35586
THEM5	1.30227
KRT8P28	0
AL591893.1	0
AL450992.6	0
SPTLC1P4	0
TCHHL1	0
TCHH	0.028716
AL589986.2	0
PUDPP2	0
RPTN	0
FLG-AS1	0.428334
RP11-107M16.2	0
HRNR	0.048012
FLG	0.175355
FLG2	0.0644545
HMGN3P1	0
CRNN	0.785567
LCE5A	0
CRCT1	0.218149
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
RP1-52J10.9	0
LINC00302	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	0.0369876
RP1-43O17.1	0
RP1-43O17.2	0
KPRP	0.0340818
LCE1F	0
LCE1E	0.0503182
LCE1D	0
LCE1C	0.284066
LCE1B	0.0517937
LCE1A	0
LCE6A	0
SMCP	1.7157
IVL	0.158899
LINC01527	0
RP1-20N18.10	0
SPRR4	0
SPRR1A	0.625979
SPRR3	1.89396
SNORA31	0
RP1-20N18.4	0
SPRR1B	0.523018
SPRR2D	0.121173
SPRR2A	0.421481
SPRR2B	0
SPRR2E	0.334624
SPRR2F	0
SPRR2C	0
SPRR2G	0
RP1-140J1.1	0
LELP1	0
PRR9	0
RP1-140J1.4	0
LOR	0.263061
PGLYRP3	0
PGLYRP4	0
RNU6-160P	0
S100A12	0.92097
LAPTM4BP1	0
AL591704.7	0
S100A7A	0
AL591704.9	0
S100A7L2	0
S100A7	1.86986
RN7SL44P	0
BX470102.3	4.92827
S100A5	0.144219
S100A4	2.81581
S100A3	0.340535
S100A2	1.35294
S100A14	1.69942
S100A1	1.68948
RP1-178F15.4	0.927882
NPR1	1.65421
MIR8083	0
RN7SL372P	0
GEMIN2P1	0
Y_RNA	0
RP11-216N14.8	0
RP11-216N14.9	0
Y_RNA	0
RP11-216N14.5	0.566245
RP11-216N14.7	0.166246
RP11-759F5.1	0
MIR6737	0
RP11-422P24.12	1.17549
RP11-422P24.10	1.94146
RP11-422P24.11	4.36733
NUP210L	0.149554
RP11-422P24.9	0.293799
RNU6-179P	0
RPS7P2	0
MIR5698	0
RN7SL431P	2.46452
MIR190B	0
C1orf189	0.128502
SNORA58	0
SNORD59	0
RNU6-239P	0
RNU6-121P	0
RP11-137P24.5	0
AQP10	0.024033
RNU7-57P	0
RP11-350G8.4	0
RPSAP17	0.0706526
RP11-350G8.5	0.0462999
IL6R	1.64346
PSMD8P1	0
SHE	1.06336
TDRD10	0.926035
UBE2Q1-AS1	0.327583
KCNN3	2.44524
RP11-307C12.13	0.786596
Metazoa_SRP	0.359937
RP11-307C12.12	3.32292
CKS1B	1.82589
MIR4258	0
LENEP	0.207716
DCST2	3.78861
DCST1	0.335459
DCST1-AS1	1.54112
EFNA4	3.31916
Y_RNA	0
HMGN2P18	0
MUC1	1.20772
RP11-263K19.4	4.44237
MTX1P1	1.22795
PKLR	2.22896
MIR555	0
RNU6-106P	0
ASH1L-IT1	0.0835878
RNU6-1297P	0
POU5F1P4	0.119116
RP11-29H23.7	2.54246
DAP3P1	0
RP11-29H23.6	0.0738033
RP11-29H23.4	0
RP11-29H23.5	0.775586
RP11-243J18.2	0
RP11-101O6.2	0.105443
U4	0
SNORA80E	0
RXFP4	0.332809
MIR6738	0
RP11-336K24.12	3.14521
RP11-336K24.5	0.0904113
RAB25	1.41872
MEX3A	1.64263
SNORA26	0
VHLL	0.555055
TSACC	0.70935
RP11-139I14.2	0.649856
MIR9-1	0
RP11-98G7.1	0.539277
Y_RNA	0.291923
RP11-284F21.8	0.0248697
IQGAP3	0.0574641
TTC24	0.036129
RP11-284F21.9	0.445097
RP11-284F21.10	0.97659
RP11-284F21.7	3.48013
RP11-66D17.3	0.0270836
SH2D2A	0.215396
NTRK1	0.2689
INSRR	1.57798
PEAR1	2.79658
LRRC71	0.35568
MIR765	0.567461
RN7SL612P	0
RP11-110J1.2	0.048723
KRT8P45	0.0579972
ETV3L	0
CYCSP52	0.170972
RP11-71G12.1	0
RP11-71G12.2	0
RP11-85G21.1	0
RP11-85G21.3	0
RP11-85G21.2	0
FCRL5	0.00786823
FCRL4	0
RP4-801G22.2	0
RP4-801G22.3	0
FCRL3	0.0141632
RP11-367J7.3	0
RP11-367J7.4	0
VDAC1P9	0
FCRL2	0
FCRL1	0
CD5L	0
MRPS21P2	0
RP11-451O13.1	0
KIRREL	1.77005
KIRREL-IT1	0
LINC01704	0
ELL2P1	0.0226011
CD1D	0.127695
RP11-404O13.4	0
RP11-404O13.5	0
CD1A	0
HMGN1P5	0
CD1C	0
CD1B	0
CD1E	0
OR10T2	0
OR10K2	0
OR10T1P	0
EI24P2	0.0415514
OR10K1	0
RP11-144L1.4	0
OR10R2	0
OR10R3P	0
OR10R1P	0
RP11-144L1.8	0.0673258
OR6Y1	0
OR6P1	0
OR10X1	0
OR10Z1	0
SPTA1	0.00894264
OR6K1P	0
OR6K2	0
OR6K3	0
OR6K4P	0
OR6K5P	0
OR6K6	0
OR6N1	0
OR6N2	0
OR2AQ1P	0
OR10AA1P	0
MNDA	0.8267
PYHIN5P	0
PYHIN1	0.0352516
AIM2	0.534563
RAD1P2	0.137263
RNA5SP60	0
MPTX1	0
OR10J2P	0
FCER1A	0.343393
OR10J3	0
RP11-550P17.5	0
OR10J7P	0
OR10J8P	0
OR10J9P	0
OR10J4	0
OR10J1	0
