Name	Brain - Putamen (basal ganglia)
LRP8	4.52057
RP4-784A16.1	0.0509554
RP4-784A16.2	0
RP4-784A16.3	0
RP4-784A16.4	0
LINC01771	0.197477
RP11-117D22.1	0
RP11-117D22.2	0
SLC25A3P1	0
DMRTB1	0
GLIS1	0.653823
RNU7-95P	0
NDC1	2.31492
SNORA58	0
RP4-654H19.2	0
DIO1	0.0410262
HSPB11	4.89651
HNRNPA3P12	0.0540961
LDLRAD1	0
RP4-758J24.6	0.503459
TCEANC2	1.97674
MIR4781	0
RP4-758J24.4	0
CDCP2	0.0419047
RP11-446E24.3	0.0188233
CYB5RL	1.29536
SSBP3-AS1	0.367
RP5-997D24.3	0
RP4-705F19.1	0
RP5-866L20.1	0
RP5-866L20.2	0
HNRNPA1P63	0
ACOT11	1.1378
FAM151A	0.242153
RP11-240D10.4	0.0491041
MROH7	3.76687
PARS2	1.9763
TTC22	0.971987
RP11-67L3.2	0
LEXM	0.21478
RP11-67L3.5	0
RP11-67L3.4	0.100785
TMEM61	0.196589
BSND	0.0378796
PCSK9	0.0213276
RP11-101C11.1	0
GYG1P3	0
MIR4422	0
GOT2P1	0
MTCO2P34	0
RN7SKP291	0
RNU6-830P	0
Y_RNA	0
RP11-90C4.1	0.00768533
LINC01753	0
PIGQP1	0
LINC01755	0
RP1-158P9.1	0
RPSAP20	0
RP11-504A18.1	0.0924895
LINC01767	0
RPL21P23	0
RPL23AP85	0
RP11-377K22.2	0
PRKAA2	1.43331
C1orf168	0
RP11-378I13.1	0
C8A	0
C8B	0
RP5-1103B4.3	0
DAB1	0.850687
RP6-102O10.1	0
RPS20P5	0
DAB1-AS1	0
HNRNPA1P6	0
RPS26P15	0
RP11-393I23.4	0
RP11-393I23.3	0
RP11-414C16.1	0
OMA1	3.0402
RP4-592A1.4	0
RN7SL713P	0
TACSTD2	0.319373
RP4-592A1.2	0.0980135
MYSM1	3.58232
RP11-63G10.4	0
LINC01135	0.919657
RP11-63G10.3	0.189456
RP11-63G10.2	0
RP4-794H19.1	1.12282
LINC01358	0.0363369
PHBP3	0
RP11-145M4.1	0
RP11-145M4.2	0
HSD52	0
RP11-467C18.1	0.545664
FGGY	0.866016
MIR4711	0
RP4-782L23.2	0.0308135
HOOK1	2.47839
RN7SL475P	0
C1orf87	0.306456
PGBD4P8	0
RP11-575B7.3	0
LINC01748	0.652947
RP11-436K8.1	0.494306
NFIA-AS2	0.255471
RP4-802A10.1	0
NFIA-AS1	0
RP11-430G17.1	0
RP11-430G17.3	1.77749
PATJ	1.48885
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0
RN7SL180P	0.0945362
MIR3116-1	0
PIGPP2	0
RPS15AP7	0
L1TD1	0.10138
RP5-1155K23.4	0
KANK4	0.251715
RNU6-371P	0
DOCK7	3.86747
RP11-293K19.1	0
ANGPTL3	0.0163648
RP5-849H19.3	0
RP5-849H19.2	0
RP11-230B22.1	0.414467
RP4-771M4.3	0.105428
RP4-771M4.2	0
LINC01739	0.0515906
RP11-5P4.2	0
RP11-5P4.3	0
RP11-335E6.2	0
LINC00466	0
RNA5SP49	0
RP11-335E6.3	0
RPSAP65	0
FOXD3-AS1	0
FOXD3	0
MIR6068	0
Y_RNA	0
RP4-792G4.3	0
ALG6	2.02997
ITGB3BP	1.50157
EFCAB7	2.33184
RN7SL488P	0
RNU7-123P	0
DLEU2L	0.113832
RN7SL130P	0.135559
ROR1	0.322845
RP4-597J3.1	0
CFL1P3	0
RNU6-809P	0
Y_RNA	0
ROR1-AS1	0.0179568
UBE2U	0
RNU7-62P	0
MIR4794	0
RP11-182I10.1	0
RP11-182I10.2	0
LINC01359	0.388858
SLC2A3P2	0.0551386
RP4-535B20.4	0.452893
RNU6-1176P	0
MIR3671	0
MIR101-1	0
RP4-535B20.1	0.28064
RP4-535B20.2	0
MRPS21P1	0
RPS29P7	0
RP5-1044H5.1	0
COX6CP13	0.110578
RNU2-15P	0
RP4-630A11.3	0
LEPR	1.40386
RP11-430H12.2	0
RN7SL854P	0
RP11-397C12.1	0
RNU4-88P	0
MIR3117	0
RP4-598P13.1	0.073874
TCTEX1D1	1.02727
INSL5	0.154928
WDR78	0.49627
RP11-342H21.2	0
MIER1	4.07053
SLC35D1	3.06646
C1orf141	0.0650479
SNORA31	0
RP4-547N15.3	0.165438
IL23R	0
RNU6-586P	0
RNU4ATAC4P	0
RP11-131O15.2	0
IL12RB2	0.0469304
RNU6-387P	0
LINC01702	0
RNU6-1031P	0
RP11-393N21.1	0
RN7SL392P	0
HNRNPCP9	0
RNU7-80P	0
GNG12-AS1	0.106786
RP4-609E1.2	0
ARL5AP3	0.0826895
CTBP2P8	0.116832
MIR1262	0
RPS7P4	0.0691927
COX6B1P7	0
ELOCP18	0
RP5-1033K19.2	0
RPE65	0.145533
DEPDC1	0.0248763
RP4-694A7.2	0
DEPDC1-AS1	0
TXNP2	0
LINC01707	0
RP11-74K19.1	0
LINC01758	0
SGO1P1	0.0364691
RN7SL538P	0.193814
PIN1P1	0.036041
RP11-181B18.1	0.101205
RN7SL242P	0
RP4-677H15.4	0
RP11-180O5.2	0.105703
CTH	2.17074
Metazoa_SRP	0
RP11-42O15.3	0.919068
RP11-42O15.2	0
CASP3P1	0
LINC01788	0
RP11-99H8.1	0
PTGER3	0.0280242
RP3-333A15.1	0
RP3-333A15.2	0
ZRANB2-AS1	0
MIR186	0
ZRANB2-AS2	0.0576773
RP11-115M14.1	0
NEGR1	3.14552
RP11-82L20.1	0
RP11-175G14.2	0
NEGR1-IT1	0
GDI2P2	0.0664302
RPL31P12	0
RNU6-1246P	0
RP4-660H19.1	0
RP11-262K1.1	0
RP11-25L19.1	0
KRT8P21	0
RN7SKP19	0
LINC01360	0
RP4-788P17.1	0
RNA5SP50	0
RNU4ATAC8P	0
LRRIQ3	0.0793288
FPGT	2.04128
TNNI3K	1.48868
RP11-439H8.4	0.0207989
RP4-650F12.2	0.125055
LRRC53	0.0144468
ERICH3	3.4156
ERICH3-AS1	0
RP11-17E13.2	1.07069
CRYZ	3.87969
RP11-93N20.1	0
RP11-510C10.4	0.694283
RP11-510C10.2	0.89503
LHX8	1.18529
RP11-510C10.3	0.270565
RNU6-622P	0
SLC44A5	0.461677
RP11-87O11.1	0
RNU6-503P	0
RP4-595K12.1	0
RP4-595K12.2	0
RP4-682C21.5	0
DLSTP1	0.273211
MSH4	0.178813
ASB17	0
RP11-550H2.1	0
RP11-550H2.2	0.047242
ST6GALNAC3	2.09957
RP11-335E14.1	0
RP5-1102E8.3	0.142334
TPI1P1	1.04742
RNU6-161P	0
RP11-415A20.1	0
ST6GALNAC5	1.78302
MIR7156	0
RP4-564M11.2	0.0474108
RP4-706A16.3	1.32739
RP11-363H12.1	0
RP11-375A5.1	0.1188
RNU7-8P	0
ZZZ3	3.64436
RNA5SP20	0
RN7SL370P	0
ACTG1P21	0
RNA5SP21	0
RP11-181C21.4	0.0643797
NSRP1P1	0.201385
HSPE1P25	0
NEXN-AS1	0.245675
NEXN	1.69718
RP11-386I14.4	0.382863
RP11-386I14.2	0.0443774
GIPC2	0.292103
RNU6-1102P	0
RP11-386I14.3	0
RNA5SP22	0
RNFT1P2	0
MGC27382	0
PTGFR	0.188469
RP11-472F19.1	0
RNA5SP23	0
RP4-641G12.3	0
RP4-641G12.4	0
ADGRL4	4.09699
PSAT1P3	0
RP4-726F1.2	0
RP4-726F1.1	0
ADH5P2	0
RP11-339A11.1	0
RP11-339A11.2	0
RP11-339A11.3	0
HMGB1P18	0
RP11-339D23.1	0
HNRNPA1P64	0
RP11-115A15.4	0
RP11-115A15.2	0
RP5-933B4.1	0
LINC01781	0
MTND2P30	0
RPL7P10	0
RP3-445O10.1	0
RN7SKP247	0
ADGRL2	3.61974
HNRNPA3P14	0
RP5-837I24.1	0
RP5-837I24.6	0
RP5-837I24.2	0
MED28P8	0.172804
RP5-837I24.4	0.0833532
RP5-837I24.5	0
ST13P20	0
RP11-147G16.1	0
LINC01362	0
LINC01361	0.156635
LINC01712	0
LINC01725	0.0266996
RP5-836J3.1	0.0910011
TTLL7-IT1	0.0682786
RP4-552O12.1	0
RP11-486G15.2	3.31308
RP11-486G15.1	0
RP11-82H13.2	0.189354
SNORA2	0
SAMD13	0.575753
RP11-376N17.4	0
UOX	0.440328
DNASE2B	0.215999
SPATA1	0.40139
CTBS	1.46196
LINC01555	0
RP11-484D4.3	0
LPAR3	0.877249
MCOLN2	0.0881147
WDR63	0.06241
MCOLN3	0.122775
MIR4423	0
RP11-33E12.2	0.918074
SYDE2	0.127924
Y_RNA	0
BCL10	2.40417
RP11-131L23.1	0.0753793
Y_RNA	0
RP11-131L23.2	0.550588
RP4-621F18.2	0.0742032
RP11-290M5.4	0.136
SNORD81	0
RP11-290M5.2	0
COL24A1	0.752313
RNA5SP51	0
RP4-682E18.1	0
ODF2L	2.42548
MIR7856	0
RP11-444C12.1	0
CLCA2	0.191637
CLCA1	0.0130302
CLCA4	3.48283
CDCA4P2	0
RP4-651E10.4	0.44999
CLCA3P	0
RP4-612B15.3	2.24488
RP4-612B15.2	0.0279705
RP4-604K5.3	0.0318236
RP11-384B12.2	0
RP11-384B12.3	0
LINC01140	0.742468
RP5-1043L3.1	0
LINC01364	0.0262915
RNA5SP52	0
RP11-60A14.1	0
LINC01773	0
CTA-21C21.1	0
RN7SL583P	0.262711
RP11-76N22.1	0.0419514
uc_338	0
PKN2-AS1	0.100431
RPL36AP10	0
PKN2	4.53464
RNU6-125P	0
ELOCP19	0.220347
RP11-82K18.2	0.160701
GBP3	2.3775
Y_RNA	0
GBP1	2.39991
PTGES3P1	4.37802
GBP2	2.05229
GBP7	0.0428311
GBP4	2.91169
GBP5	0.0997002
RP4-620F22.3	0
RP5-908D6.1	0
GBP6	0.0666382
CAPNS1P1	0
GBP1P1	0.448865
FLJ27354	2.88217
RP11-413E1.4	0
LRRC8C	1.90528
RP11-413E1.2	0
RP5-943J3.1	0.223525
RP5-943J3.2	0.670509
RP11-302M6.5	0.135463
RN7SKP272	0
GEMIN8P4	1.53959
RNU6-695P	0
RP5-827O9.1	0
U3	0
BARHL2	0
RP4-665J23.1	2.38884
LINC01763	0.0412863
RP4-665J23.4	0
PHKA1P1	0.146468
ZNF644	4.47115
RPL5P6	0
HFM1	0.448429
Y_RNA	0
FEN1P1	0
CDC7	2.75906
WDR82P2	0
RP11-91I11.1	0
HSP90B3P	0.0115544
TGFBR3	3.28368
RN7SL653P	0
BRDT	0.0597549
EPHX4	4.48565
LPCAT2BP	0
SETSIP	0.133482
BTBD8	0.274981
GAPDHP46	0
PRKAR1AP1	0
RP4-621B10.8	4.7048
RP4-775D17.1	0
C1orf146	0.0654736
ACTBP12	0
RPAP2	1.86389
RN7SL824P	0
GFI1	0.0513204
EVI5	2.93435
RP4-593M8.1	0
HMGB3P9	0
RNU4-59P	0
RP11-330C7.3	0
RP11-330C7.4	0
CCNJP2	0
SNORD21	0.281207
SNORA66	0.410295
SNORA51	0
RP11-386I23.1	0.0969004
RNU6-970P	0
RN7SL692P	0
RNU6-210P	0
RN7SKP123	0
Y_RNA	0
MTF2	4.99037
TMED5	4.77519
CCDC18	0.673211
RP4-612C19.1	0
RP4-612C19.2	0
CCDC18-AS1	2.83571
RP4-717I23.2	0
DR1	3.70951
RP4-713B5.2	0.884407
Y_RNA	0
RNA5SP53	0
RP5-1033H22.2	0.0667482
RP11-488P3.1	0.0677882
MIR760	0
RP4-561L24.3	1.28923
GCLM	3.62768
CHCHD2P5	0
MTND4P11	0
MTND3P21	0
MTCO3P21	0
MTATP6P13	0
RP5-837O21.8	0
MTCO2P21	0
MTCO1P21	0
RP5-837O21.2	0
ABCA4	0.153362
RP11-78O9.1	0
ARHGAP29	2.78452
RN7SL440P	0
RP11-148B18.1	0
GAPDHP29	0
RP11-148B18.4	0
RP11-366L18.1	0
RP11-86H7.6	0.0722692
SLC44A3-AS1	0.482847
KATNBL1P2	0
MIR378G	0
SLC44A3	4.42452
ALG14	1.51879
RP11-313A24.1	0.0755174
TMEM56	4.51053
RP11-57H12.2	0
Y_RNA	0
RP11-57H12.3	0.256081
RP11-57H12.5	0.243687
LINC01760	0
LINC01650	0
RP11-14O19.2	0
LINC01761	0
RP11-286B14.1	0.0255886
RP11-286B14.2	0
RP11-147C23.1	0
RNU1-130P	0
LINC01787	0
RP4-736I12.1	0
UBE2WP1	0
EEF1A1P11	0.506536
RN7SL831P	0
NDUFS5P2	0
RPL7P9	2.01616
RN7SKP270	0
PTBP2	4.00433
DPYD	1.43378
DPYD-AS1	0
DPYD-IT1	0
SEC63P1	0.11102
RPL26P9	0
RP11-272L13.2	0
DPYD-AS2	0
RP11-272L13.4	0
LINC01930	0.737801
RP11-490G2.2	0.698462
MIR137HG	0.353408
NFU1P2	0
LINC01776	0
RP11-296E3.2	0.0647633
SNX7	4.30456
PLPPR5	2.48749
RP5-896L10.1	0.170161
RP11-234N17.1	0.319267
RP4-735N21.1	0
LINC01708	0
HMGB3P10	0.0928609
FRRS1	0.0648821
RNU4-75P	0
Y_RNA	0
RP4-581O6.1	0
AGL	4.62035
RP5-884G6.2	0.344214
SLC35A3	1.32074
RNU6-750P	0
RNU6-1318P	0
RP4-714D9.2	0
SASS6	0.949536
RP4-714D9.4	0
TRMT13	3.61844
LRRC39	3.51956
DBT	3.24769
RPL23AP90	0
BRI3P1	0
RP11-305E17.4	0.0738331
RTCA-AS1	1.62007
MIR553	0
RP5-837M10.1	0
RP5-837M10.2	0
CDC14A	1.3999
BCAS2P2	0
RP5-837M10.4	0
RP11-84O12.2	0
LINC01349	0
RP11-84O12.3	0
VCAM1	1.6083
SLC30A7	1.69906
HNRNPA1P68	0
RP11-421L21.2	0.0713703
RP11-421L21.3	3.31133
SCARNA16	0
RP5-1033H2.1	0
RP4-575N6.4	1.03819
RP4-575N6.5	0.345486
RP4-575N6.2	0.228712
PPIAP7	0
LINC01307	0
LINC01709	0
RNU6-965P	0
RPSAP19	0.305006
OLFM3	1.77687
RNU6-352P	0
RP11-82O2.2	0
DNAJA1P5	0
RP11-202K23.1	0
RP5-936J12.1	0
COL11A1	2.40775
SOD2P1	0
RP11-153F1.2	0
RP11-153F1.1	0.0613783
RN7SKP285	0
AMY2A	0.895211
AMY1A	0
RP5-1108M17.5	0
AMY1B	0.016771
AMYP1	0
AMY1C	0
RP11-97C18.1	0
RP11-364B6.2	0
FTLP17	0
CDK4P1	0
LINC01676	0
SEPT2P1	0
RP11-90H3.2	0
RP11-90H3.1	0.0310315
LINC01677	0
RP5-947P14.1	0
RP5-947P14.2	0
RP11-478L17.1	0
RP11-110F24.1	0
MTATP6P14	0
MTCO1P14	0
LINC01661	0
NTNG1	0.889325
RP11-270C12.3	1.50845
VAV3	1.24316
MIR7852	0
VAV3-AS1	0
RP11-356N1.2	0.0141101
SLC25A24	1.05566
RP11-483I13.6	0.151696
NBPF4	0.0876056
RP11-483I13.2	0
SLC25A24P1	0.836455
NBPF5P	0.0291869
SLC25A24P2	0
RP11-131J3.1	0
NBPF6	0.0614642
RP5-964H19.4	0
ST13P21	0
RP5-964H19.2	0
FAM102B	2.83861
FNDC7	0.105428
RP11-293A10.3	0
RP11-475E11.2	0
AKNAD1	0.126609
SPATA42	0.0544194
RP5-1065J22.2	0
RP11-20O24.4	0.834782
RP11-20O24.1	0.100525
RANP5	0
RP5-1065J22.8	0.766766
SCARNA2	0
RP5-1065J22.4	0.0501433
KIAA1324	1.93973
MYBPHL	0.885641
SYPL2	0.859165
ATXN7L2	4.91771
CYB561D1	3.97537
GPR61	1.32528
GNAI3	1.90645
RNU6V	0
RP5-1160K1.6	0.424766
RPL7P8	0.0626491
AC000032.2	0
RP4-735C1.4	0.646817
EPS8L3	0.0127436
NDUFA5P10	0
LINC01768	0
RP11-195M16.1	0
RP11-195M16.3	0
RP4-773N10.4	2.65084
ALX3	0.109432
LINC01397	0.140941
UBL4B	0.29307
RP5-1028L10.1	0
RP5-1028L10.2	0
KCNC4-AS1	0.107862
KCNC4	0.900029
RP5-1003J2.4	0
SNORA25	0
RP5-1074L1.1	0.0760447
RBM15	1.12925
LAMTOR5-AS1	0.199876
SLC16A4	1.93349
RP5-1074L1.4	3.40809
PROK1	0.16123
RP11-470L19.6	0
CYMP	0.0430132
CYMP-AS1	0
KCNA10	0
RP11-284N8.3	1.38891
KCNA3	0.239565
Y_RNA	0
NRBF2P3	0
OR11I1P	0
CD53	4.74964
RP11-96K19.4	0.029005
RP11-96K19.2	0.267054
RP11-96K19.5	0.255832
CCNT2P1	0
RNA5SP54	0
CEPT1	2.27086
DENND2D	0.284123
CHI3L2	0.60485
CHIAP1	0.0349174
CHIAP2	0
CHIA	0
RP5-1125M8.2	0
RP5-1125M8.3	0
PIFO	1.93824
CHIAP3	0.0222143
HIGD1AP12	0
PGCP1	0
OVGP1	4.44828
RP11-552M11.8	1.36978
UBE2FP3	1.34136
RP11-552M11.4	0.777545
Y_RNA	0
C1orf162	2.60541
TMIGD3	4.32871
RNU6-792P	0
ADORA3	1.66656
LINC01160	0.287423
KRT18P57	0
RNU6-151P	0
FAM212B	3.09918
FAM212B-AS1	0.303925
DDX20	1.99929
KCND3-IT1	0
KCND3-AS1	0
LINC01750	1.77171
RP5-965F6.2	0.090273
TXNP3	0
snoU13	0
CTTNBP2NL	3.13046
MIR4256	0
WNT2B	1.82677
RP4-671G15.2	2.84882
ST7L	1.8206
MRPL53P1	0
RNU7-70P	0
RP11-426L16.3	0.0832611
PPM1J	1.13547
RP11-426L16.9	0
FAM19A3	0.103123
NUTF2P4	0
LINC01356	0.242463
RP3-522D1.1	0.753332
RP3-522D1.2	0
AKR7A2P1	0.0990949
SLC16A1-AS1	0.616777
RP11-31F15.2	0.895001
LRIG2	2.44796
RP11-389O22.4	0
RP11-389O22.5	0
MAGI3	2.0492
RP11-512F24.1	0.128171
MTND5P20	0
PHTF1	2.78373
RP4-730K3.3	0.661268
RSBN1	3.31045
RP5-1073O3.2	0
PTPN22	0.121975
AP4B1-AS1	0.534941
BCL2L15	0.249745
DCLRE1B	1.90959
HIPK1-AS1	0.475685
OLFML3	4.98958
RP4-590F24.1	0
RP4-590F24.2	0
SYT6	2.8718
RP4-543J13.1	0
MRPL57P1	0
RP4-591B8.3	0
RP4-591B8.2	0
EIF2S2P5	0
Y_RNA	0
PKMP1	0.0745203
DENND2C	0.549382
AMPD1	0.00997404
RN7SL432P	0
RNY1P13	0
SIKE1	4.3442
NR1H5P	0
SYCP1	0
TSHB	0
TSPAN2	0.844556
LINC01765	0
RP4-663N10.1	0
NGF	0.779654
RP4-663N10.2	0
RP4-663N10.3	0
ELOCP20	0
CNOT7P2	0
RP11-710N8.3	0
RN7SL420P	0
SNORA42	0
VANGL1	0.583469
CASQ2	1.53049
NHLH2	0.388949
HNRNPA1P43	0
RP11-12L8.2	0.541377
LINC01649	0.284567
SLC22A15	4.72634
RP11-159M11.2	0
MAB21L3	0.02434
LINC01779	0
U3	0
ATP1A1-AS1	0.709693
RNU6-817P	0
LINC01762	0.0442009
RP4-655J12.5	0
Y_RNA	0
RP5-1086K13.1	0.151296
CD58	3.26199
NAP1L4P1	0.0887098
MIR548AC	0
IGSF3	1.51066
MIR320B1	0
C1orf137	0
GAPDHP64	0
NEFHP1	0
CD2	0.135193
FTH1P22	0
RP4-753F5.1	0.571291
PTGFRN	3.76833
RNA5SP55	0
CD101	0.164882
RP11-27K13.3	0.0430624
TTF2	1.0686
MIR942	0
TRIM45	2.25786
RPS15AP9	0
VTCN1	0.0357745
Metazoa_SRP	0
LINC01525	0
RP11-188D8.1	1.13377
RP4-675C20.4	0.151842
VPS25P1	0
AL157902.3	0
FAM46C	0.19388
VDAC2P3	0
SNORA40	0
RP11-134N8.2	0
PNRC2P1	0
GDAP2	0.808737
WDR3	2.09109
SPAG17	0.148675
RNA5SP56	0
PSMC1P12	0
RP4-630J13.1	0
TBX15	0.616501
RP4-712E4.1	0
RP4-712E4.2	0
WARS2	2.22533
WARS2-IT1	0
RBMX2P3	0
RPS3AP12	0
RP11-418J17.1	0.920039
RPL6P2	0
RP11-418J17.3	0
LINC01780	0
RNU1-75P	0
HAO2	0
HAO2-IT1	0
HSD3B2	0.0272427
GAPDHP74	0.197644
HSD3BP2	0
GAPDHP23	0
HSD3BP1	0
GAPDHP58	0
HSD3B1	0
GAPDHP32	0.0509906
HSD3BP3	0
GAPDHP27	0
HSD3BP4	0
GAPDHP33	0.0236971
LINC00622	1.08194
HSD3BP5	0.0408426
ZNF697	0.651409
HMGCS2	0.0260546
REG4	0
NBPF7	0
PFN1P9	0
NOTCH2P1	0
ADAM30	0
RP5-1042I8.7	1.38856
RP11-114O18.1	0
RNU6-465P	0
SEC22B	4.40358
CH17-472G23.1	0.947557
7SK	0
CH17-472G23.2	3.23935
U1	0
PFN1P2	0.385778
NBPF8	0.947051
CH17-472G23.4	1.76613
U2	0
7SK	0
NBPF26	0.688106
RNVU1-19	0.0924438
PPIAL4A	0
CH17-118O6.6	0.144271
RNVU1-4	0
LINC00623	1.33359
CH17-118O6.3	0.0387281
U1	0
CH17-118O6.4	0
FCGR1B	0.679575
RP11-439A17.10	0
RP11-439A17.9	0.107322
HIST2H2BA	0.601679
RP11-439A17.4	0
HIST2H3DP1	0.227429
RP11-439A17.5	0
FAM72B	0.113207
SRGAP2C	2.95127
CH17-219N22.1	0
SRGAP2-AS1	0.0107344
CH17-437K3.1	1.31934
RP11-343N15.2	0.279658
RP11-344P13.4	0
RP11-344P13.3	0
RP11-344P13.6	1.9405
EMBP1	0.121118
LINC01691	0
CH17-333M13.2	0
CH17-333M13.1	0
CH17-13I23.3	3.06022
5S_rRNA	0
CH17-13I23.2	0
CH17-13I23.1	0
NKAIN1P1	0
RP11-763B22.7	0
RP11-763B22.6	0
RP11-744H18.1	0
NBPF17P	0
PFN1P12	0
RNU1-114P	0
RNVU1-17	0
RNU1-92P	0
RNVU1-18	0
RP11-403I13.5	0.0772814
RP11-403I13.4	0
FAM91A3P	0
RP11-403I13.10	0
RP11-403I13.7	0
RNU1-143P	0
RP11-403I13.9	0
RP5-998N21.3	0
FCGR1CP	0.696132
HIST2H2BB	0.860065
RP5-998N21.4	0.0525376
RP5-998N21.7	0
HIST2H3PS2	0.359114
RPL22P5	0
FAM72C	0.0510219
SRGAP2D	0.207174
IGKV1OR1-1	0
CH17-248H7.2	0
CH17-248H7.3	0
RP11-14N7.2	1.5901
5S_rRNA	0
DRD5P2	0
CH17-125A10.1	0
PPIAL4E	0.0514517
RP11-666A1.7	0
RNVU1-15	0
RP11-763B22.4	0
RP11-763B22.3	0.0771178
NBPF15	1.97608
PFN1P6	0
RP11-666A1.4	0
U1	0
U1	0
U1	0
PPIAL4F	0
LINC01632	0
RP11-289H16.1	0
RP11-763B22.11	0
RNA5SP59	0
CH17-164J11.1	0
SRGAP2B	0.508722
RP3-365I19.2	0
FAM72D	0.078761
CH17-195P21.1	0
RP11-403I13.8	0.385825
U1	0
CH17-195P21.2	0.590418
RP11-289I10.2	0.984507
PPIAL4D	0.0791098
RP11-289I10.3	0
CH17-373J23.1	0.115697
RP11-89F3.2	0.0695688
NBPF20	0.164291
PFN1P3	0
U1	0
U1	0
CH17-262O2.2	0
CH17-262O2.1	0.024312
NBPF25P	0.462843
GPR89A	1.75034
PDZK1	0.326964
CD160	0.0911005
POLR3C	4.94121
NUDT17	3.63469
MIR6736	0
ITGA10	2.83138
RP11-315I20.3	0
GNRHR2	2.37773
LIX1L-AS1	0.17083
HFE2	0.039618
RNVU1-6	0
LINC01719	0.582834
NBPF10	0.148571
NOTCH2NL	0.337876
CH17-353B19.1	0.0284071
RNU6-1071P	0
NUDT4P2	0
CH17-385C13.2	0.449922
CH17-385C13.3	0.172743
U1	0
U1	0
RP11-640M9.4	0
CH17-408M7.1	0.285309
5S_rRNA	0
HYDIN2	0.319682
U6atac	0
NBPF12	3.13136
PFN1P8	0
RP4-704D21.2	0
NBPF13P	0.00919291
RP11-325P15.1	0
RNVU1-8	0
RP11-325P15.2	0
NBPF13P	0
RP11-337C18.8	1.85243
FMO5	0.799644
PDIA3P1	3.22004
CCT8P1	0.493797
RPL7AP15	0.0354398
LINC00624	0.0766319
RP11-337C18.4	0
OR13Z1P	0
Y_RNA	0
OR13Z2P	0
OR13Z3P	0
BCL9	3.37152
ACP6	1.63659
RN7SL261P	0
RP11-533N14.3	0
GJA5	0.987548
RP11-433J22.3	0
RP11-314N2.2	0
GJA8	0
GPR89B	1.89647
RP6-74O6.2	0.537013
PDZK1P1	0
XXyac-YX155B6.7	0.231413
RNU1-129P	0
RP11-94I2.4	0.56661
RNVU1-7	0
PDE4DIPP1	0.0461761
NBPF11	1.61816
PFN1P4	0
ABHD17AP1	0.258988
RP4-565E6.1	0.15579
XXyac-YX155B6.5	0.013394
RNA5SP57	0
RP11-301M17.2	0
RP11-301M17.1	0
RNU1-120P	0
LINC01731	0.210998
RP11-495P10.9	0
LINC01138	0.99957
RP11-495P10.5	0.029421
RP11-495P10.4	0
RP11-495P10.3	0.0212145
Y_RNA	0
MIR5087	0
RNU1-122P	0.680713
RP6-74O6.6	0.797201
RNVU1-1	0.144759
RNVU1-2	0
MIR6077	0
RNU1-13P	0
RP11-495P10.1	1.07638
RNVU1-3	0.198354
RP11-495P10.10	0.186628
CH17-172B3.1	3.26387
PPIAL4G	0.0105642
U1	0
NBPF14	0.516939
RNU6-1171P	0
NUDT4P1	0
CH17-478G19.2	0
RP4-725K1.1	0
RN7SKP88	0
RNU2-38P	0
RP4-791M13.5	0
RP4-791M13.4	0
RP4-791M13.3	0.0271153
NBPF9	1.32088
CH17-78J1.1	0
RNU1-59P	0
CH17-189H20.1	2.67427
RP11-326G21.1	1.64502
7SK	0
RP11-544O24.2	0
NBPF19	0.460265
PPIAL4C	0.0723442
LINC00869	0.817964
RP11-353N4.6	0.365124
U1	0.26805
RP11-353N4.5	0.0254333
RNU1-68P	0
RP11-196G18.1	0
FCGR1A	1.41176
HIST2H2BF	0.522285
RP11-196G18.3	0.130083
HIST2H3D	0.142576
HIST2H4A	0.038499
HIST2H3C	0
HIST2H2AA3	0
HIST2H2BD	0.0902066
RP11-196G18.22	3.77154
HIST2H2BC	0.146018
HIST2H2AA4	0.0359214
HIST2H3A	0
HIST2H4B	0
RP11-196G18.23	0.0132828
HIST2H2AC	0.509336
HIST2H2AB	0
MTMR11	3.00122
RP11-458I7.1	0.0600624
RN7SL480P	0
RNU2-17P	0
RP4-790G17.7	0
MIR6878	0
ECM1	4.11558
FALEC	0.517656
RP11-54A4.2	0.257808
ADAMTSL4	0.783611
MIR4257	0
ADAMTSL4-AS1	0.0797742
RN7SL473P	0
RN7SL600P	0
SNORA40	0.239665
U4	0
GOLPH3L	4.32814
HORMAD1	0.0183469
RNU6-1042P	0
CTSS	2.16323
RP11-363I22.3	0
CTSK	3.30969
UBE2D3P3	0
RNU6-1309P	0
RPS27AP6	0.10338
RP11-235D19.4	0
CYCSP51	0
RP11-316M1.3	0.0642945
ANXA9	2.12483
RNU6-884P	0
BNIPL	0.189259
C1orf56	2.83705
GABPB2	3.2365
RPS29P29	0
RP11-68I18.10	0.599247
SEMA6C	4.46728
TNFAIP8L2	1.30737
TMOD4	0.231237
RP11-126K1.2	0.215312
RN7SL444P	0
RP11-126K1.9	0.337262
RP11-126K1.6	1.93583
RNY4P25	0
CGN	1.9611
SNORA44	0
TUFT1	1.8272
RP11-74C1.4	0
MIR554	0
RP11-74C1.2	0
RP11-404E16.1	0
RNU6-1062P	0
RP11-98D18.1	0.129485
RIIAD1	2.15199
RNU6-662P	0
RP11-98D18.15	2.63235
RP11-98D18.7	0.212252
OAZ3	0.703091
RP11-98D18.16	0.233761
RP11-98D18.3	2.01565
TDRKH	4.11468
