Name	Brain - Caudate (basal ganglia)
CYB5RL	1.53546
SSBP3-AS1	0.507922
RP5-997D24.3	0
RP4-705F19.1	0
RP5-866L20.1	0
RP5-866L20.2	0
HNRNPA1P63	0
ACOT11	1.60343
FAM151A	0.301126
RP11-240D10.4	0.0759345
PARS2	2.29001
TTC22	1.55751
RP11-67L3.2	0
LEXM	0.275696
RP11-67L3.5	0
RP11-67L3.4	0.138881
TMEM61	0.317079
BSND	0.0673261
PCSK9	0.027266
RP11-101C11.1	0
GYG1P3	0
MIR4422	0
GOT2P1	0
MTCO2P34	0
RN7SKP291	0
RNU6-830P	0
Y_RNA	0
RP11-90C4.1	0.0101807
LINC01753	0
PIGQP1	0
LINC01755	0
RP1-158P9.1	0
RPSAP20	0
RP11-504A18.1	0.119
LINC01767	0
RPL21P23	0
RPL23AP85	0
RP11-377K22.2	0
PRKAA2	1.82845
C1orf168	0.0107006
RP11-378I13.1	0
C8A	0
C8B	0
RP5-1103B4.3	0
DAB1	1.10353
RP6-102O10.1	0
RPS20P5	0
DAB1-AS1	0
HNRNPA1P6	0.0191132
RPS26P15	0
RP11-393I23.4	0
RP11-393I23.3	0
RP11-414C16.1	0
OMA1	3.62531
RP4-592A1.4	0
RN7SL713P	0
TACSTD2	0.318668
RP4-592A1.2	0.131217
MYSM1	4.45437
RP11-63G10.4	0
LINC01135	0.77384
RP11-63G10.3	0.179748
RP11-63G10.2	0
RP4-794H19.1	1.23117
LINC01358	0.046069
PHBP3	0
RP11-145M4.1	0
RP11-145M4.2	0
HSD52	0
RP11-467C18.1	0.583238
FGGY	1.06639
MIR4711	0
RP4-782L23.2	0.067072
HOOK1	3.62239
RN7SL475P	0.102092
C1orf87	1.71601
PGBD4P8	0
RP11-575B7.3	0
LINC01748	1.00792
RP11-436K8.1	0.829707
NFIA-AS2	0.439638
RP4-802A10.1	0
NFIA-AS1	0
RP11-430G17.1	0
RP11-430G17.3	2.09088
PATJ	2.09044
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0
RN7SL180P	0.0860892
MIR3116-1	0
PIGPP2	0
RPS15AP7	0
L1TD1	0.0695754
RP5-1155K23.4	0
KANK4	0.343154
RNU6-371P	0
RP11-293K19.1	0
ANGPTL3	0.0215693
RP5-849H19.3	0
RP5-849H19.2	0
RP11-230B22.1	0.661403
RP4-771M4.3	0.106102
RP4-771M4.2	0
LINC01739	0.0795666
RP11-5P4.2	0
RP11-5P4.3	0
RP11-335E6.2	0
LINC00466	0.00524893
RNA5SP49	0
RP11-335E6.3	0
RPSAP65	0
FOXD3-AS1	0
FOXD3	0.00885995
MIR6068	0
Y_RNA	0
RP4-792G4.3	0
ALG6	2.2126
ITGB3BP	1.77236
EFCAB7	3.41256
RN7SL488P	0
RNU7-123P	0
DLEU2L	0.188386
RN7SL130P	0.239295
ROR1	0.377109
RP4-597J3.1	0
CFL1P3	0
RNU6-809P	0
Y_RNA	0
ROR1-AS1	0.0133682
UBE2U	0
RNU7-62P	0
MIR4794	0
RP11-182I10.1	0
RP11-182I10.2	0
LINC01359	0.528215
SLC2A3P2	0.0842346
RP4-535B20.4	0.490816
RNU6-1176P	0
MIR3671	0
MIR101-1	0
RP4-535B20.1	0.383071
RP4-535B20.2	0
MRPS21P1	0
RPS29P7	0
RP5-1044H5.1	0
COX6CP13	0.122469
RNU2-15P	0
RP4-630A11.3	0
LEPR	1.61149
RP11-430H12.2	0
RN7SL854P	0
RP11-397C12.1	0
RNU4-88P	0
MIR3117	0
RP4-598P13.1	0.0926004
TCTEX1D1	2.12004
INSL5	0.286754
WDR78	0.793629
RP11-342H21.2	0
MIER1	4.91181
SLC35D1	4.01478
C1orf141	0.147844
SNORA31	0
RP4-547N15.3	0.393291
IL23R	0
RNU6-586P	0
RNU4ATAC4P	0
RP11-131O15.2	0
IL12RB2	0.0739531
RNU6-387P	0
LINC01702	0
RNU6-1031P	0
RP11-393N21.1	0
RN7SL392P	0
HNRNPCP9	0
RNU7-80P	0
GNG12-AS1	0.151294
RP4-609E1.2	0
ARL5AP3	0.176601
CTBP2P8	0.177801
MIR1262	0
RPS7P4	0.0964554
COX6B1P7	0
ELOCP18	0
RP5-1033K19.2	0
RPE65	0.140606
DEPDC1	0.0294395
RP4-694A7.2	0
DEPDC1-AS1	0
TXNP2	0
LINC01707	0
RP11-74K19.1	0
LINC01758	0
SGO1P1	0.0460436
RN7SL538P	0.239515
PIN1P1	0.0487016
RP11-181B18.1	0.150217
RN7SL242P	0
RP4-677H15.4	0
RP11-180O5.2	0.156376
CTH	2.54442
Metazoa_SRP	0
RP11-42O15.3	1.00592
RP11-42O15.2	0
CASP3P1	0
LINC01788	0
RP11-99H8.1	0
PTGER3	0.0254509
RP3-333A15.1	0
RP3-333A15.2	0
ZRANB2-AS1	0.047835
MIR186	0
ZRANB2-AS2	0.0702475
RP11-115M14.1	0
RP11-82L20.1	0
RP11-175G14.2	0
NEGR1-IT1	0
GDI2P2	0.0730296
RPL31P12	0
RNU6-1246P	0
RP4-660H19.1	0
RP11-262K1.1	0
RP11-25L19.1	0
KRT8P21	0
RN7SKP19	0
LINC01360	0
RP4-788P17.1	0
RNA5SP50	0
RNU4ATAC8P	0
LRRIQ3	0.0956938
FPGT	2.33636
TNNI3K	1.86126
RP11-439H8.4	0.0361565
RP4-650F12.2	0.189254
LRRC53	0.0205136
ERICH3-AS1	0
RP11-17E13.2	1.33474
RP11-93N20.1	0
RP11-510C10.4	0.908015
RP11-510C10.2	0.952482
LHX8	1.29678
RP11-510C10.3	0.323646
RNU6-622P	0
SLC44A5	0.670248
RP11-87O11.1	0
RNU6-503P	0
RP4-595K12.1	0
RP4-595K12.2	0
RP4-682C21.5	0
DLSTP1	0.396743
MSH4	0.24626
ASB17	0
RP11-550H2.1	0
RP11-550H2.2	0.0731
ST6GALNAC3	2.08357
RP11-335E14.1	0
RP5-1102E8.3	0.166022
TPI1P1	1.17661
RNU6-161P	0
RP11-415A20.1	0
ST6GALNAC5	3.6115
MIR7156	0
RP4-564M11.2	0.0863015
RP4-706A16.3	1.65172
RP11-363H12.1	0
RP11-375A5.1	0.0589881
RNU7-8P	0
ZZZ3	4.04686
RNA5SP20	0
RN7SL370P	0
ACTG1P21	0
RNA5SP21	0
RP11-181C21.4	0.100847
NSRP1P1	0.173468
HSPE1P25	0
NEXN-AS1	0.234865
NEXN	1.94194
RP11-386I14.4	0.534411
RP11-386I14.2	0.0590452
GIPC2	0.462919
RNU6-1102P	0
RP11-386I14.3	0
RNA5SP22	0
RNFT1P2	0
MGC27382	0
PTGFR	0.209829
RP11-472F19.1	0
RNA5SP23	0
RP4-641G12.3	0
RP4-641G12.4	0
ADGRL4	4.14383
PSAT1P3	0.0231811
RP4-726F1.2	0
RP4-726F1.1	0
ADH5P2	0
RP11-339A11.1	0
RP11-339A11.2	0
RP11-339A11.3	0
HMGB1P18	0
RP11-339D23.1	0
HNRNPA1P64	0
RP11-115A15.4	0
RP11-115A15.2	0
RP5-933B4.1	0
LINC01781	0
MTND2P30	0
RPL7P10	0
RP3-445O10.1	0
RN7SKP247	0
ADGRL2	4.24019
HNRNPA3P14	0
RP5-837I24.1	0
RP5-837I24.6	0
RP5-837I24.2	0
MED28P8	0.147221
RP5-837I24.4	0.100038
RP5-837I24.5	0
ST13P20	0
RP11-147G16.1	0
LINC01362	0
LINC01361	0.130766
LINC01712	0
LINC01725	0.0276926
RP5-836J3.1	0.0533211
TTLL7-IT1	0.0638742
RP4-552O12.1	0
RP11-486G15.2	3.52297
RP11-486G15.1	0
RP11-82H13.2	0.232367
SNORA2	0
SAMD13	0.660817
RP11-376N17.4	0
UOX	0.481199
DNASE2B	0.362023
SPATA1	0.4835
CTBS	1.70234
LINC01555	0
RP11-484D4.3	0
LPAR3	0.571067
MCOLN2	0.112871
WDR63	0.179349
MCOLN3	0.139014
MIR4423	0
RP11-33E12.2	1.31007
SYDE2	0.212185
Y_RNA	0
BCL10	2.97986
RP11-131L23.1	0.108923
Y_RNA	0
RP11-131L23.2	0.826958
RP4-621F18.2	0.111347
RP11-290M5.4	0.211049
SNORD81	0
RP11-290M5.2	0
COL24A1	1.00107
RNA5SP51	0
RP4-682E18.1	0
ODF2L	3.4549
MIR7856	0
RP11-444C12.1	0
CLCA2	0.171446
CLCA1	0.0123751
CLCA4	3.39683
CDCA4P2	0
RP4-651E10.4	0.53089
CLCA3P	0
RP4-612B15.3	2.46164
RP4-612B15.2	0.0421207
RP4-604K5.3	0.0397789
RP11-384B12.2	0
RP11-384B12.3	0
LINC01140	0.961656
RP5-1043L3.1	0
LINC01364	0.026937
RNA5SP52	0
RP11-60A14.1	0.0162926
LINC01773	0
CTA-21C21.1	0
RN7SL583P	0.328214
RP11-76N22.1	0.0647256
uc_338	0
PKN2-AS1	0.133389
RPL36AP10	0
RNU6-125P	0
ELOCP19	0.261594
RP11-82K18.2	0.226553
GBP3	3.02227
Y_RNA	0
GBP1	3.04755
GBP2	2.24162
GBP7	0.0545545
GBP4	2.89152
GBP5	0.118147
RP4-620F22.3	0
RP5-908D6.1	0
GBP6	0.0846148
CAPNS1P1	0.059366
GBP1P1	0.450035
FLJ27354	2.61626
RP11-413E1.4	0
LRRC8C	1.95908
RP11-413E1.2	0
RP5-943J3.1	0.209329
RP5-943J3.2	0.828527
RP11-302M6.5	0.130452
RN7SKP272	0
GEMIN8P4	1.80578
RNU6-695P	0
RP5-827O9.1	0
U3	0
BARHL2	0
RP4-665J23.1	3.00023
LINC01763	0.0450817
RP4-665J23.4	0
PHKA1P1	0.212613
RPL5P6	0
HFM1	0.734076
Y_RNA	0
FEN1P1	0
CDC7	3.40221
WDR82P2	0
RP11-91I11.1	0
HSP90B3P	0.0151781
TGFBR3	3.77335
RN7SL653P	0
BRDT	0.0659784
LPCAT2BP	0
SETSIP	0.153856
BTBD8	0.397836
GAPDHP46	0
PRKAR1AP1	0
RP4-775D17.1	0
C1orf146	0.0834225
ACTBP12	0
RPAP2	2.3051
RN7SL824P	0
GFI1	0.0583858
EVI5	3.60733
RP4-593M8.1	0
HMGB3P9	0.00944922
RNU4-59P	0
RP11-330C7.3	0
RP11-330C7.4	0
CCNJP2	0
SNORD21	0.356711
SNORA66	0.535549
SNORA51	0
RP11-386I23.1	0.148674
RNU6-970P	0
RN7SL692P	0
RNU6-210P	0
RN7SKP123	0
Y_RNA	0
CCDC18	0.883676
RP4-612C19.1	0
RP4-612C19.2	0
CCDC18-AS1	3.85872
RP4-717I23.2	0
DR1	4.8938
RP4-713B5.2	1.02732
Y_RNA	0
RNA5SP53	0
RP5-1033H22.2	0.101302
RP11-488P3.1	0.0717406
MIR760	0
RP4-561L24.3	1.76161
GCLM	4.67487
CHCHD2P5	0
MTND4P11	0
MTND3P21	0
MTCO3P21	0
MTATP6P13	0
RP5-837O21.8	0
MTCO2P21	0
MTCO1P21	0
RP5-837O21.2	0
ABCA4	0.160954
RP11-78O9.1	0
ARHGAP29	2.90028
RN7SL440P	0
RP11-148B18.1	0
GAPDHP29	0
RP11-148B18.4	0
RP11-366L18.1	0
RP11-86H7.6	0.099064
SLC44A3-AS1	0.678897
KATNBL1P2	0
MIR378G	0
ALG14	1.70447
RP11-313A24.1	0.0745097
RP11-57H12.2	0
Y_RNA	0
RP11-57H12.3	0.337329
RP11-57H12.5	0.285377
LINC01760	0
LINC01650	0
RP11-14O19.2	0
LINC01761	0
RP11-286B14.1	0.0300716
RP11-286B14.2	0
RP11-147C23.1	0
RNU1-130P	0
LINC01787	0
RP4-736I12.1	0
UBE2WP1	0
EEF1A1P11	0.557925
RN7SL831P	0
NDUFS5P2	0
RPL7P9	2.30422
RN7SKP270	0
PTBP2	4.55613
DPYD	1.50443
DPYD-AS1	0
DPYD-IT1	0
SEC63P1	0.134138
RPL26P9	0
RP11-272L13.2	0
DPYD-AS2	0
RP11-272L13.4	0
LINC01930	0.995649
RP11-490G2.2	0.79932
MIR137HG	0.475967
NFU1P2	0
LINC01776	0
RP11-296E3.2	0.0850389
PLPPR5	3.85006
RP5-896L10.1	0.260081
RP11-234N17.1	0.382975
RP4-735N21.1	0
LINC01708	0
HMGB3P10	0.101382
FRRS1	0.0736565
RNU4-75P	0
Y_RNA	0
RP4-581O6.1	0
AGL	4.87455
RP5-884G6.2	0.359777
SLC35A3	1.64116
RNU6-750P	0
RNU6-1318P	0
RP4-714D9.2	0
SASS6	1.1094
RP4-714D9.4	0
TRMT13	4.1777
LRRC39	3.48303
DBT	4.1573
RPL23AP90	0
BRI3P1	0
RP11-305E17.4	0.176878
RTCA-AS1	2.0165
MIR553	0
RP5-837M10.1	0
RP5-837M10.2	0
CDC14A	1.69383
BCAS2P2	0
RP5-837M10.4	0
RP11-84O12.2	0
LINC01349	0
RP11-84O12.3	0
VCAM1	2.23881
SLC30A7	2.091
HNRNPA1P68	0
RP11-421L21.2	0.0962247
RP11-421L21.3	4.23729
SCARNA16	0
RP5-1033H2.1	0
RP4-575N6.4	1.31032
RP4-575N6.5	0.468318
RP4-575N6.2	0.234224
PPIAP7	0
LINC01307	0
LINC01709	0
RNU6-965P	0
RPSAP19	0.318488
OLFM3	2.95804
RNU6-352P	0
RP11-82O2.2	0
DNAJA1P5	0
RP11-202K23.1	0
RP5-936J12.1	0
COL11A1	3.88552
SOD2P1	0
RP11-153F1.2	0
RP11-153F1.1	0.0843057
RN7SKP285	0
AMY2A	1.16512
AMY1A	0
RP5-1108M17.5	0
AMY1B	0.021607
AMYP1	0
AMY1C	0
RP11-97C18.1	0
RP11-364B6.2	0
FTLP17	0
CDK4P1	0
LINC01676	0
SEPT2P1	0
RP11-90H3.2	0
RP11-90H3.1	0.0329732
LINC01677	0
RP5-947P14.1	0
RP5-947P14.2	0
RP11-478L17.1	0
RP11-110F24.1	0
MTATP6P14	0
MTCO1P14	0
LINC01661	0
NTNG1	1.29944
RP11-270C12.3	1.72835
VAV3	0.800518
MIR7852	0
VAV3-AS1	0
RP11-356N1.2	0.0101148
SLC25A24	1.14993
RP11-483I13.6	0.196407
NBPF4	0.0650223
RP11-483I13.2	0
SLC25A24P1	0.52962
NBPF5P	0.0188731
SLC25A24P2	0
RP11-131J3.1	0
NBPF6	0.0463018
RP5-964H19.4	0
ST13P21	0
RP5-964H19.2	0
FAM102B	3.49993
FNDC7	0.1601
RP11-293A10.3	0
RP11-475E11.2	0
AKNAD1	0.139767
SPATA42	0.103398
RP5-1065J22.2	0
RP11-20O24.4	0.934844
RP11-20O24.1	0.110476
RANP5	0
RP5-1065J22.8	0.870351
SCARNA2	0
RP5-1065J22.4	0.0920688
KIAA1324	3.04529
MYBPHL	0.681701
SYPL2	1.01914
CYB561D1	4.83826
GPR61	1.67864
GNAI3	2.34859
RNU6V	0
RP5-1160K1.6	0.596071
RPL7P8	0.0927578
AC000032.2	0
RP4-735C1.4	0.882797
EPS8L3	0.0184315
NDUFA5P10	0
LINC01768	0
RP11-195M16.1	0
RP11-195M16.3	0
RP4-773N10.4	2.98971
ALX3	0.155874
LINC01397	0.171623
UBL4B	0.321914
RP5-1028L10.1	0
RP5-1028L10.2	0
KCNC4-AS1	0.14992
KCNC4	1.18158
RP5-1003J2.4	0
SNORA25	0
RP5-1074L1.1	0.10226
RBM15	1.25244
LAMTOR5-AS1	0.230851
SLC16A4	2.30532
RP5-1074L1.4	4.86534
PROK1	0.158792
RP11-470L19.6	0
CYMP	0.0214575
CYMP-AS1	0
KCNA10	0
RP11-284N8.3	2.3765
KCNA3	0.442624
Y_RNA	0
NRBF2P3	0
OR11I1P	0
RP11-96K19.4	0.0336284
RP11-96K19.2	0.339851
RP11-96K19.5	0.309458
CCNT2P1	0
RNA5SP54	0
CEPT1	2.8963
DENND2D	0.324405
CHI3L2	0.714973
CHIAP1	0.0192214
CHIAP2	0
CHIA	0
RP5-1125M8.2	0
RP5-1125M8.3	0
PIFO	3.96787
CHIAP3	0.0208542
HIGD1AP12	0
PGCP1	0
OVGP1	4.91283
RP11-552M11.8	1.544
UBE2FP3	1.70953
RP11-552M11.4	0.863816
Y_RNA	0
C1orf162	3.47121
TMIGD3	3.35437
RNU6-792P	0
ADORA3	2.51605
LINC01160	0.349577
KRT18P57	0
RNU6-151P	0
FAM212B	3.11848
FAM212B-AS1	0.330728
DDX20	2.49792
KCND3-IT1	0
KCND3-AS1	0
LINC01750	2.88099
RP5-965F6.2	0.174036
TXNP3	0
snoU13	0
CTTNBP2NL	3.92065
MIR4256	0
WNT2B	2.59984
RP4-671G15.2	3.18474
ST7L	2.1318
MRPL53P1	0
RNU7-70P	0
RP11-426L16.3	0.120707
PPM1J	1.941
RP11-426L16.9	0
FAM19A3	0.107713
NUTF2P4	0
LINC01356	0.341137
RP3-522D1.1	0.970617
RP3-522D1.2	0
AKR7A2P1	0.158785
SLC16A1-AS1	0.61093
RP11-31F15.2	1.05959
LRIG2	3.08903
RP11-389O22.4	0
RP11-389O22.5	0
MAGI3	3.02492
RP11-512F24.1	0.128807
MTND5P20	0
PHTF1	3.95685
RP4-730K3.3	0.923016
RSBN1	4.18582
RP5-1073O3.2	0
PTPN22	0.150167
AP4B1-AS1	0.819569
BCL2L15	0.328265
DCLRE1B	2.23067
HIPK1-AS1	0.47991
OLFML3	4.08471
RP4-590F24.1	0
RP4-590F24.2	0.0157798
SYT6	3.93027
RP4-543J13.1	0
MRPL57P1	0
RP4-591B8.3	0
RP4-591B8.2	0
EIF2S2P5	0
Y_RNA	0
PKMP1	0.0761467
DENND2C	0.623778
AMPD1	0.0183711
RN7SL432P	0
RNY1P13	0
SIKE1	4.99677
NR1H5P	0
SYCP1	0
TSHB	0
TSPAN2	1.42174
LINC01765	0.0766352
RP4-663N10.1	0
NGF	1.30048
RP4-663N10.2	0
RP4-663N10.3	0
ELOCP20	0
CNOT7P2	0
RP11-710N8.3	0
RN7SL420P	0
SNORA42	0
VANGL1	0.767766
CASQ2	1.48229
NHLH2	0.38742
HNRNPA1P43	0
RP11-12L8.2	0.603626
LINC01649	0.34889
SLC22A15	4.83936
RP11-159M11.2	0
MAB21L3	0.0397434
LINC01779	0
U3	0
ATP1A1-AS1	0.835805
RNU6-817P	0
LINC01762	0.0482755
RP4-655J12.5	0
Y_RNA	0
RP5-1086K13.1	0.187612
CD58	3.95297
NAP1L4P1	0.124763
MIR548AC	0
IGSF3	2.71126
MIR320B1	0
C1orf137	0
GAPDHP64	0
NEFHP1	0
CD2	0.137786
FTH1P22	0
RP4-753F5.1	0.671519
PTGFRN	4.95458
RNA5SP55	0
CD101	0.200555
RP11-27K13.3	0.0558747
TTF2	1.27821
MIR942	0
TRIM45	2.52903
RPS15AP9	0
VTCN1	0.0453762
Metazoa_SRP	0
LINC01525	0
RP11-188D8.1	1.58543
RP4-675C20.4	0.210598
VPS25P1	0
AL157902.3	0
FAM46C	0.256098
VDAC2P3	0
SNORA40	0
RP11-134N8.2	0
PNRC2P1	0
GDAP2	0.989591
WDR3	2.76694
SPAG17	0.39544
RNA5SP56	0
PSMC1P12	0
RP4-630J13.1	0
TBX15	0.525449
RP4-712E4.1	0
RP4-712E4.2	0
WARS2	2.77958
WARS2-IT1	0.0369384
RBMX2P3	0
RPS3AP12	0
RP11-418J17.1	1.1136
RPL6P2	0
RP11-418J17.3	0
LINC01780	0
RNU1-75P	0
HAO2	0.0147252
HAO2-IT1	0
HSD3B2	0.0336333
GAPDHP74	0.305523
HSD3BP2	0
GAPDHP23	0
HSD3BP1	0
GAPDHP58	0
HSD3B1	0
GAPDHP32	0.0619555
HSD3BP3	0
GAPDHP27	0
HSD3BP4	0.0159256
GAPDHP33	0.0418633
LINC00622	1.29413
HSD3BP5	0.0637069
ZNF697	0.838989
HMGCS2	0.0404257
REG4	0
NBPF7	0
PFN1P9	0
NOTCH2P1	0
ADAM30	0
RP5-1042I8.7	1.65005
RP11-114O18.1	0
RNU6-465P	0
CH17-472G23.1	1.26829
7SK	0
CH17-472G23.2	3.1926
U1	0
PFN1P2	0.563401
NBPF8	1.48751
CH17-472G23.4	2.68724
U2	0.161535
7SK	0
NBPF26	1.06623
RNVU1-19	0.148525
PPIAL4A	0
CH17-118O6.6	0.186992
RNVU1-4	0
LINC00623	2.18534
CH17-118O6.3	0.0313706
U1	0
CH17-118O6.4	0
FCGR1B	0.762014
RP11-439A17.10	0
RP11-439A17.9	0.136392
HIST2H2BA	0.723862
RP11-439A17.4	0.0151334
HIST2H3DP1	0.334319
RP11-439A17.5	0
FAM72B	0.152671
SRGAP2C	3.44219
CH17-219N22.1	0
SRGAP2-AS1	0.01782
CH17-437K3.1	1.87271
RP11-343N15.2	0.398875
RP11-344P13.4	0
RP11-344P13.3	0
RP11-344P13.6	1.98745
EMBP1	0.137476
LINC01691	0
CH17-333M13.2	0
CH17-333M13.1	0
CH17-13I23.3	3.49755
5S_rRNA	0
CH17-13I23.2	0
CH17-13I23.1	0
NKAIN1P1	0
RP11-763B22.7	0
RP11-763B22.6	0
RP11-744H18.1	0
NBPF17P	0
PFN1P12	0
RNU1-114P	0
RNVU1-17	0
RNU1-92P	0
RNVU1-18	0
RP11-403I13.5	0.0792712
RP11-403I13.4	0
FAM91A3P	0
RP11-403I13.10	0
RP11-403I13.7	0
RNU1-143P	0
RP11-403I13.9	0
RP5-998N21.3	0
FCGR1CP	0.815788
HIST2H2BB	1.05317
RP5-998N21.4	0.0699101
RP5-998N21.7	0
HIST2H3PS2	0.469499
RPL22P5	0
FAM72C	0.0655756
SRGAP2D	0.321421
IGKV1OR1-1	0
CH17-248H7.2	0
CH17-248H7.3	0
RP11-14N7.2	1.58962
5S_rRNA	0
DRD5P2	0
CH17-125A10.1	0
PPIAL4E	0.0597886
RP11-666A1.7	0
RNVU1-15	0
RP11-763B22.4	0
RP11-763B22.3	0.118773
NBPF15	3.12488
PFN1P6	0
RP11-666A1.4	0
U1	0
U1	0
U1	0
PPIAL4F	0
LINC01632	0
RP11-289H16.1	0
RP11-763B22.11	0
RNA5SP59	0
CH17-164J11.1	0
SRGAP2B	0.722508
RP3-365I19.2	0
FAM72D	0.11757
CH17-195P21.1	0
RP11-403I13.8	0.470689
U1	0
CH17-195P21.2	0.826801
RP11-289I10.2	1.22094
PPIAL4D	0.0997762
RP11-289I10.3	0
CH17-373J23.1	0.133329
RP11-89F3.2	0.061035
NBPF20	0.198742
PFN1P3	0
U1	0
U1	0
CH17-262O2.2	0
CH17-262O2.1	0.033857
NBPF25P	0.566893
GPR89A	1.85427
PDZK1	0.3393
CD160	0.117429
NUDT17	4.88788
MIR6736	0
ITGA10	2.59235
RP11-315I20.3	0
GNRHR2	2.60274
LIX1L-AS1	0.198376
HFE2	0.0602603
RNVU1-6	0
LINC01719	0.712148
NBPF10	0.231154
NOTCH2NL	0.377212
CH17-353B19.1	0.0389708
RNU6-1071P	0
NUDT4P2	0
CH17-385C13.2	0.62425
CH17-385C13.3	0.181358
U1	0
U1	0
RP11-640M9.4	0
CH17-408M7.1	0.372458
5S_rRNA	0
HYDIN2	0.421271
U6atac	0
NBPF12	3.9932
PFN1P8	0
RP4-704D21.2	0
NBPF13P	0.0106271
RP11-325P15.1	0
RNVU1-8	0
RP11-325P15.2	0
NBPF13P	0
RP11-337C18.8	2.1853
FMO5	0.99813
PDIA3P1	3.7079
CCT8P1	0.672716
RPL7AP15	0.0708636
LINC00624	0.1052
RP11-337C18.4	0
OR13Z1P	0
Y_RNA	0
OR13Z2P	0
OR13Z3P	0
BCL9	4.57293
ACP6	2.05645
RN7SL261P	0
RP11-533N14.3	0
GJA5	1.0335
RP11-433J22.3	0
RP11-314N2.2	0
GJA8	0
GPR89B	2.05013
RP6-74O6.2	0.59631
PDZK1P1	0
XXyac-YX155B6.7	0.230945
RNU1-129P	0
RP11-94I2.4	0.514748
RNVU1-7	0
PDE4DIPP1	0.0477447
NBPF11	1.93851
PFN1P4	0
ABHD17AP1	0.288248
RP4-565E6.1	0.193973
XXyac-YX155B6.5	0.0171485
RNA5SP57	0
RP11-301M17.2	0
RP11-301M17.1	0
RNU1-120P	0
LINC01731	0.227315
RP11-495P10.9	0
LINC01138	1.3562
RP11-495P10.5	0.0279214
RP11-495P10.4	0
RP11-495P10.3	0.0431651
Y_RNA	0
MIR5087	0
RNU1-122P	0.858389
RP6-74O6.6	1.18246
RNVU1-1	0.215357
RNVU1-2	0
MIR6077	0
RNU1-13P	0
RP11-495P10.1	1.6932
RNVU1-3	0.461897
RP11-495P10.10	0.442136
CH17-172B3.1	4.39905
PPIAL4G	0.0168151
U1	0.116362
NBPF14	0.690418
RNU6-1171P	0
NUDT4P1	0
CH17-478G19.2	0
RP4-725K1.1	0
RN7SKP88	0
RNU2-38P	0
RP4-791M13.5	0
RP4-791M13.4	0.0507224
RP4-791M13.3	0.0464885
NBPF9	1.86276
CH17-78J1.1	0
RNU1-59P	0.0879648
CH17-189H20.1	2.39638
RP11-326G21.1	1.00828
7SK	0
RP11-544O24.2	0
NBPF19	0.645994
PPIAL4C	0.088876
LINC00869	1.14747
RP11-353N4.6	0.491989
U1	0.310875
RP11-353N4.5	0.0331902
RNU1-68P	0
RP11-196G18.1	0
FCGR1A	1.7309
HIST2H2BF	0.723117
RP11-196G18.3	0.160262
HIST2H3D	0.205935
HIST2H4A	0.0482272
HIST2H3C	0
HIST2H2AA3	0.0374422
HIST2H2BD	0.124155
RP11-196G18.22	4.42049
HIST2H2BC	0.202519
HIST2H2AA4	0.0433766
HIST2H3A	0
HIST2H4B	0
RP11-196G18.23	0.0203451
HIST2H2AC	0.656053
HIST2H2AB	0
MTMR11	4.42428
RP11-458I7.1	0.0708061
RN7SL480P	0
RNU2-17P	0
RP4-790G17.7	0
CA14	4.57213
MIR6878	0
ECM1	3.96119
FALEC	0.656597
RP11-54A4.2	0.390829
ADAMTSL4	1.08679
MIR4257	0
ADAMTSL4-AS1	0.116444
RN7SL473P	0
RN7SL600P	0
SNORA40	0.377483
U4	0.134097
HORMAD1	0.0275128
RNU6-1042P	0
CTSS	2.88868
RP11-363I22.3	0
CTSK	3.35915
UBE2D3P3	0
RNU6-1309P	0
RPS27AP6	0.121907
RP11-235D19.4	0
CYCSP51	0
RP11-316M1.3	0.0925397
ANXA9	2.18609
RNU6-884P	0
BNIPL	0.238146
C1orf56	3.37037
GABPB2	4.11467
RPS29P29	0
RP11-68I18.10	0.668846
TNFAIP8L2	1.70033
TMOD4	0.297227
RP11-126K1.2	0.263512
RN7SL444P	0
RP11-126K1.9	0.368576
RP11-126K1.6	2.13827
RNY4P25	0
CGN	2.01244
SNORA44	0
TUFT1	2.24428
RP11-74C1.4	0
MIR554	0
RP11-74C1.2	0.0408337
RP11-404E16.1	0.120888
RNU6-1062P	0
RP11-98D18.1	0.159763
RIIAD1	3.1687
RNU6-662P	0
RP11-98D18.15	3.67377
RP11-98D18.7	0.303409
OAZ3	0.728622
RP11-98D18.16	0.23808
RP11-98D18.3	2.36749
TDRKH	4.49724
TDRKH-AS1	1.76057
RP11-98D18.17	2.57961
LINGO4	0.0921079
RORC	0.256452
C2CD4D	0.416098
Y_RNA	0.872293
AL450992.2	1.74968
THEM5	0.834142
KRT8P28	0
AL591893.1	0
AL450992.6	0
SPTLC1P4	0
TCHHL1	0
TCHH	0.319933
AL589986.2	0
PUDPP2	0
RPTN	0
FLG-AS1	0.787945
RP11-107M16.2	0
HRNR	0.0532794
FLG	0.217787
FLG2	0.0431005
HMGN3P1	0
CRNN	0.110647
LCE5A	0.115181
CRCT1	0.0518702
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
RP1-52J10.9	0
LINC00302	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	0.0244403
RP1-43O17.1	0
RP1-43O17.2	0
KPRP	0.437501
LCE1F	0
LCE1E	0
LCE1D	0
