Name	Skin - Not Sun Exposed (Suprapubic)
L1TD1	0.111955
RP5-1155K23.4	0
KANK4	0.386565
RNU6-371P	0
RP11-293K19.1	0
ANGPTL3	0.166041
RP5-849H19.3	0.118736
RP5-849H19.2	0.0787628
RP11-230B22.1	0.168721
ATG4C	4.20698
RP4-771M4.3	0
RP4-771M4.2	0
LINC01739	0
RP11-5P4.2	0
RP11-5P4.3	0
RP11-335E6.2	0
LINC00466	0
RNA5SP49	0
RP11-335E6.3	0
RPSAP65	0
FOXD3-AS1	1.18154
FOXD3	0.777398
MIR6068	0
Y_RNA	0
RP4-792G4.3	0
ITGB3BP	3.79347
EFCAB7	3.11428
RN7SL488P	0
RNU7-123P	0
DLEU2L	0.937361
RN7SL130P	0.847472
ROR1	2.84536
RP4-597J3.1	0
CFL1P3	0
RNU6-809P	0
Y_RNA	0
ROR1-AS1	0.0330267
UBE2U	0.0449423
RNU7-62P	0
MIR4794	0
RP11-182I10.1	0
RP11-182I10.2	0
LINC01359	0.42101
SLC2A3P2	0.211596
RP4-535B20.4	0.434139
RNU6-1176P	0
MIR3671	0
MIR101-1	0
RP4-535B20.1	0.193919
RP4-535B20.2	0
MRPS21P1	0
RPS29P7	0
DNAJC6	0.913917
RP5-1044H5.1	0
COX6CP13	0
RNU2-15P	0
RP4-630A11.3	0.222414
LEPR	4.83046
RP11-430H12.2	0.0475338
RN7SL854P	0
PDE4B	4.62201
RP11-397C12.1	0
RNU4-88P	0
SGIP1	0.65246
MIR3117	0
RP4-598P13.1	0.0754931
TCTEX1D1	0.779066
INSL5	0
WDR78	0.557397
RP11-342H21.2	0
C1orf141	0
SNORA31	0
RP4-547N15.3	0
IL23R	0
RNU6-586P	0
RNU4ATAC4P	0
RP11-131O15.2	0
IL12RB2	0.806668
RNU6-387P	0.416951
LINC01702	0
RNU6-1031P	0
RP11-393N21.1	0
RN7SL392P	0
HNRNPCP9	0
RNU7-80P	0
GNG12-AS1	0.853378
RP4-609E1.2	0
DIRAS3	3.21201
ARL5AP3	0.248156
CTBP2P8	0.53009
MIR1262	0
RPS7P4	0.326512
COX6B1P7	0
ELOCP18	0
RP5-1033K19.2	0
RPE65	0.0167243
DEPDC1	0.858689
RP4-694A7.2	0.11768
DEPDC1-AS1	0
TXNP2	0
LINC01707	0
RP11-74K19.1	0
LINC01758	0
LRRC7	0.188433
SGO1P1	0
RN7SL538P	0
PIN1P1	0
RP11-181B18.1	0
RN7SL242P	0
RP4-677H15.4	0.0984318
RP11-180O5.2	0.348085
CTH	1.41068
Metazoa_SRP	0
RP11-42O15.3	0.261381
RP11-42O15.2	0
CASP3P1	0
LINC01788	0
RP11-99H8.1	0
RP3-333A15.1	0.0423453
RP3-333A15.2	0.893756
ZRANB2-AS1	0.573979
MIR186	0.470475
ZRANB2-AS2	0.0530513
RP11-115M14.1	0
NEGR1	2.40696
RP11-82L20.1	0
RP11-175G14.2	0
NEGR1-IT1	0
GDI2P2	0.176455
RPL31P12	0
RNU6-1246P	0
RP4-660H19.1	0
RP11-262K1.1	0
RP11-25L19.1	0
KRT8P21	0
RN7SKP19	0
LINC01360	0
RP4-788P17.1	0
RNA5SP50	0
RNU4ATAC8P	0
LRRIQ3	0.0344486
TNNI3K	1.59087
RP11-439H8.4	0.122379
RP4-650F12.2	0
LRRC53	0
ERICH3	0.0179863
ERICH3-AS1	0
RP11-17E13.2	0.771604
RP11-93N20.1	0
RP11-510C10.4	0
RP11-510C10.2	0
LHX8	0
RP11-510C10.3	0
RNU6-622P	0
SLC44A5	4.99664
RP11-87O11.1	0
RNU6-503P	0
RP4-595K12.1	0.0672295
RP4-595K12.2	0
RP4-682C21.5	0
DLSTP1	0.923516
MSH4	0.189309
ASB17	0
RP11-550H2.1	0
RP11-550H2.2	0
ST6GALNAC3	0.632673
RP11-335E14.1	0
RP5-1102E8.3	0
TPI1P1	2.08002
RNU6-161P	0
RP11-415A20.1	0
ST6GALNAC5	0.416895
MIR7156	0
RP4-564M11.2	0
RP11-363H12.1	0
AK5	0.858206
RP11-375A5.1	0
RNU7-8P	0
RNA5SP20	0
RN7SL370P	0
ACTG1P21	0
RNA5SP21	0
RP11-181C21.4	0.16601
NSRP1P1	0.14783
HSPE1P25	0
NEXN-AS1	0.151341
NEXN	4.38174
RP11-386I14.4	4.27653
RP11-386I14.2	0.313917
GIPC2	4.79221
RNU6-1102P	0
RP11-386I14.3	0
RNA5SP22	0
RNFT1P2	0.10111
MGC27382	0.0315431
RP11-472F19.1	0
RNA5SP23	0
IFI44L	1.44285
RP4-641G12.3	0
RP4-641G12.4	0
PSAT1P3	0.155529
RP4-726F1.2	0
RP4-726F1.1	0
ADH5P2	0
RP11-339A11.1	0
RP11-339A11.2	0
RP11-339A11.3	0
HMGB1P18	0
RP11-339D23.1	0
HNRNPA1P64	0
RP11-115A15.4	0
RP11-115A15.2	0
RP5-933B4.1	0
LINC01781	0
MTND2P30	0
RPL7P10	0.0546421
RP3-445O10.1	0
RN7SKP247	0
HNRNPA3P14	0
RP5-837I24.1	0
RP5-837I24.6	0
RP5-837I24.2	0
MED28P8	0
RP5-837I24.4	0
RP5-837I24.5	0
ST13P20	0.466488
RP11-147G16.1	0
LINC01362	0
LINC01361	0.0558469
LINC01712	0
LINC01725	0.141833
RP5-836J3.1	0
TTLL7	1.21269
TTLL7-IT1	0.0337406
RP4-552O12.1	0
RP11-486G15.2	0.910089
PRKACB	3.35498
RP11-486G15.1	0
RP11-82H13.2	0.136167
SNORA2	0
SAMD13	0.431902
RP11-376N17.4	0
UOX	0.143878
DNASE2B	0.0311034
SPATA1	0.525871
LINC01555	0
RP11-484D4.3	0
SSX2IP	3.77543
MCOLN2	2.19316
WDR63	0.472804
MIR4423	0
RP11-33E12.2	2.85299
SYDE2	1.2301
Y_RNA	0
RP11-131L23.1	0.05526
Y_RNA	0
RP11-131L23.2	0.187604
RP4-621F18.2	0.211268
RP11-290M5.4	0.315592
SNORD81	0
RP11-290M5.2	0
COL24A1	0.601706
RNA5SP51	0
RP4-682E18.1	0
MIR7856	0
RP11-444C12.1	0
CLCA1	0.0191816
CLCA4	4.13107
CDCA4P2	0
RP4-651E10.4	0.374198
CLCA3P	0.0126385
RP4-612B15.3	1.81319
RP4-612B15.2	0.198767
RP4-604K5.3	0
RP11-384B12.2	0.041973
RP11-384B12.3	0
LINC01140	1.10122
RP5-1043L3.1	0.00817726
LINC01364	0
RNA5SP52	0
RP11-60A14.1	0.0772787
LINC01773	0
CTA-21C21.1	0
RN7SL583P	0
RP11-76N22.1	0
uc_338	0
PKN2-AS1	0.029085
RPL36AP10	0
RNU6-125P	0
RP11-82K18.2	0.416237
Y_RNA	0
GBP7	0.0233705
GBP4	2.18809
GBP5	0.458564
RP4-620F22.3	0
RP5-908D6.1	0
GBP6	0.562327
CAPNS1P1	0
GBP1P1	0.386299
FLJ27354	1.31872
RP11-413E1.4	0
LRRC8C	3.92574
RP11-413E1.2	0
RP5-943J3.1	0.294334
RP5-943J3.2	0.767812
RP11-302M6.5	0
RN7SKP272	0
GEMIN8P4	1.24002
RNU6-695P	0
RP5-827O9.1	0
U3	0
BARHL2	0
RP4-665J23.1	0.661491
LINC01763	0
RP4-665J23.4	0
PHKA1P1	0.361141
RPL5P6	0
HFM1	0.160475
Y_RNA	0
FEN1P1	0
CDC7	3.39673
WDR82P2	0.0401854
RP11-91I11.1	0
HSP90B3P	0.0252995
RN7SL653P	0
BRDT	0
EPHX4	0.352489
LPCAT2BP	0
SETSIP	0.117991
BTBD8	0.442533
GAPDHP46	0
PRKAR1AP1	0
KIAA1107	1.93646
RP4-621B10.8	0.13694
RP4-775D17.1	0
C1orf146	0.0934793
ACTBP12	0
RPAP2	2.69119
RN7SL824P	0
GFI1	0.384913
RP4-593M8.1	0.0708782
HMGB3P9	0.209227
RNU4-59P	0
RP11-330C7.3	0.0556646
RP11-330C7.4	0
CCNJP2	0
SNORA66	4.33676
SNORA51	0
RP11-386I23.1	0.127711
RNU6-970P	0
RN7SL692P	0
RNU6-210P	0
RN7SKP123	0
Y_RNA	0
CCDC18	1.44345
RP4-612C19.1	0.121764
RP4-612C19.2	0.189943
RP4-717I23.2	0.163116
RP4-713B5.2	0.6263
Y_RNA	0
RNA5SP53	0
RP5-1033H22.2	0.346798
RP11-488P3.1	0.426596
MIR760	0
RP4-561L24.3	0.435904
GCLM	3.69791
CHCHD2P5	0
MTND4P11	0
MTND3P21	0
MTCO3P21	0
MTATP6P13	0
RP5-837O21.8	0
MTCO2P21	0
MTCO1P21	0
RP5-837O21.2	0
ABCA4	1.03075
RP11-78O9.1	0
RN7SL440P	0
RP11-148B18.1	0.107877
GAPDHP29	0
RP11-148B18.4	0.0642353
RP11-366L18.1	0
RP11-86H7.6	0
SLC44A3-AS1	0.339073
KATNBL1P2	0
MIR378G	0
RP4-639F20.1	3.18341
ALG14	1.38089
RP11-313A24.1	0
TMEM56	1.37661
RP11-57H12.2	0.045335
Y_RNA	0
RP11-57H12.3	0.27437
RP11-57H12.5	0.426154
LINC01760	0
LINC01650	0
RP11-14O19.2	0
LINC01761	0
RP11-286B14.1	0.326507
RP11-286B14.2	0.150589
RP11-147C23.1	0
RNU1-130P	0
LINC01787	0
RP4-736I12.1	0
UBE2WP1	0
EEF1A1P11	2.19182
RN7SL831P	0
NDUFS5P2	0
RN7SKP270	0
PTBP2	4.45382
DPYD-AS1	0.033912
DPYD-IT1	0
SEC63P1	0.442767
RPL26P9	0
RP11-272L13.2	0
DPYD-AS2	0
RP11-272L13.4	0.0871212
LINC01930	0
RP11-490G2.2	0
MIR137HG	0
NFU1P2	0
LINC01776	0
RP11-296E3.2	0.0886764
PLPPR5	0.0144168
RP5-896L10.1	0
RP11-234N17.1	1.3124
PLPPR4	1.58633
RP4-735N21.1	0
LINC01708	0
HMGB3P10	0.821111
RNU4-75P	0
Y_RNA	0
RP4-581O6.1	0
RP5-884G6.2	0.241409
SLC35A3	4.65159
RNU6-750P	0
RNU6-1318P	0
RP4-714D9.2	0
SASS6	2.49309
RP4-714D9.4	0
LRRC39	2.90966
RPL23AP90	0.208099
BRI3P1	0.288066
RP11-305E17.4	0.221889
RTCA-AS1	0.915058
MIR553	0
RP5-837M10.1	0
RP5-837M10.2	0
CDC14A	4.79755
BCAS2P2	0.128332
RP5-837M10.4	0
GPR88	0.050229
RP11-84O12.2	0
LINC01349	0
RP11-84O12.3	0
VCAM1	3.8735
EXTL2	4.69203
HNRNPA1P68	0.444696
RP11-421L21.2	0.46972
RP11-421L21.3	3.74557
SCARNA16	0
RP5-1033H2.1	0
RP4-575N6.4	0.454669
RP4-575N6.5	0.225934
RP4-575N6.2	0.648629
PPIAP7	0
LINC01307	0
LINC01709	0.0280512
RNU6-965P	0
RPSAP19	0.665501
OLFM3	0
RNU6-352P	0
RP11-82O2.2	0
DNAJA1P5	0
RP11-202K23.1	0
RP5-936J12.1	0
COL11A1	0.64557
SOD2P1	0
RP11-153F1.2	0
RP11-153F1.1	0
RN7SKP285	0
AMY2A	0.132016
AMY1A	0
RP5-1108M17.5	0
AMY1B	0.0316577
AMYP1	0
AMY1C	0
RP11-97C18.1	0
RP11-364B6.2	0
FTLP17	0
CDK4P1	0
LINC01676	0
SEPT2P1	0
RP11-90H3.2	0
RP11-90H3.1	0.029347
LINC01677	0
RP5-947P14.1	0
RP5-947P14.2	0
RP11-478L17.1	0
RP11-110F24.1	0
MTATP6P14	0
MTCO1P14	0
LINC01661	0
NTNG1	0.94927
RP11-270C12.3	0.70446
MIR7852	0
VAV3-AS1	0
RP11-356N1.2	0.0515175
RP11-483I13.6	0.140657
NBPF4	0
RP11-483I13.2	0
SLC25A24P1	0
NBPF5P	0
SLC25A24P2	0
RP11-131J3.1	0
NBPF6	0
RP5-964H19.4	0
ST13P21	0
RP5-964H19.2	0
FAM102B	3.75337
HENMT1	3.02226
FNDC7	0.041359
RP11-293A10.3	0
RP11-475E11.2	0.179085
AKNAD1	0.43148
SPATA42	0.213557
RP5-1065J22.2	0.332182
RP11-20O24.4	4.50253
RP11-20O24.1	0.371484
RANP5	0
RP5-1065J22.8	1.04008
SCARNA2	0
RP5-1065J22.4	0.0666072
C1orf194	0.0850352
KIAA1324	4.98213
PSRC1	4.0266
MYBPHL	0.155021
SYPL2	0.690141
AMIGO1	3.93606
GPR61	0.256187
RNU6V	0
RP5-1160K1.6	1.77997
RPL7P8	0.0420336
AC000032.2	0
GSTM5	4.22019
RP4-735C1.4	0.328806
EPS8L3	0.027585
NDUFA5P10	0
LINC01768	0
RP11-195M16.1	0
RP11-195M16.3	0
ALX3	0.3103
LINC01397	0.327851
UBL4B	0.457165
SLC6A17	3.65782
RP5-1028L10.1	0
RP5-1028L10.2	0.0753852
KCNC4-AS1	0.165343
KCNC4	3.52992
RP5-1003J2.4	0
SNORA25	0
RP5-1074L1.1	0.112732
RBM15	4.02093
LAMTOR5-AS1	0.318566
SLC16A4	1.265
PROK1	1.38243
RP11-470L19.6	0
CYMP	0
CYMP-AS1	0
KCNA10	0
KCNA2	0.155045
RP11-284N8.3	0.32351
KCNA3	0.165036
Y_RNA	0
NRBF2P3	0
OR11I1P	0
RP11-96K19.4	0.120565
RP11-96K19.2	0.59583
RP11-96K19.5	0.219573
CCNT2P1	0
RNA5SP54	0
CHI3L2	4.31559
CHIAP1	0
CHIAP2	0
CHIA	0
RP5-1125M8.2	0
RP5-1125M8.3	0
PIFO	1.01785
CHIAP3	0
HIGD1AP12	0
PGCP1	0
RP11-552M11.8	3.08534
UBE2FP3	2.21701
RP11-552M11.4	2.21223
Y_RNA	0
TMIGD3	0.488212
RNU6-792P	0
ADORA3	0.740766
LINC01160	0.796856
KRT18P57	0.0645421
RNU6-151P	0
FAM212B-AS1	0.268938
KCND3-IT1	0.0815036
KCND3-AS1	0
LINC01750	0.695155
RP5-965F6.2	0.484086
TXNP3	0
snoU13	0
MIR4256	0
RP4-671G15.2	1.03931
MRPL53P1	0.145913
RNU7-70P	0
RP11-426L16.3	0.789629
RP11-426L16.9	0
FAM19A3	0.13637
NUTF2P4	0
LINC01356	0.101285
RP3-522D1.1	0
RP3-522D1.2	0
AKR7A2P1	0.462016
SLC16A1-AS1	1.185
RP11-31F15.2	0.303039
RP11-389O22.4	0
RP11-389O22.5	0.0632285
MAGI3	2.63756
RP11-512F24.1	0.259851
MTND5P20	0
PHTF1	1.44002
RP4-730K3.3	0.680023
RP5-1073O3.2	0
PTPN22	0.75377
AP4B1-AS1	1.51848
BCL2L15	0.295355
DCLRE1B	3.72829
HIPK1-AS1	0.128607
RP4-590F24.1	0
RP4-590F24.2	0
SYT6	0.0750765
RP4-543J13.1	0
MRPL57P1	0
RP4-591B8.3	0
RP4-591B8.2	0
EIF2S2P5	0
Y_RNA	0
PKMP1	0.0856632
AMPD1	0.0803912
RN7SL432P	0
RNY1P13	0.759412
NR1H5P	0
SYCP1	0.0350118
TSHB	0
TSPAN2	1.6669
LINC01765	0
RP4-663N10.1	0.0299638
NGF	1.23318
RP4-663N10.2	0
RP4-663N10.3	0
ELOCP20	0
CNOT7P2	0
RP11-710N8.3	0
RN7SL420P	0
SNORA42	0
CASQ2	3.21335
NHLH2	1.00425
HNRNPA1P43	0
RP11-12L8.2	0
LINC01649	0.101085
RP11-159M11.2	0
MAB21L3	2.87637
LINC01779	0
U3	0
RNU6-817P	0
LINC01762	0.250608
RP4-655J12.5	0
Y_RNA	0
RP5-1086K13.1	0.748947
NAP1L4P1	0.969186
MIR548AC	0
MIR320B1	0
C1orf137	0
GAPDHP64	0
NEFHP1	0
CD2	1.39619
FTH1P22	0.0933124
RP4-753F5.1	0.62405
RNA5SP55	0
CD101	1.24533
RP11-27K13.3	0.569292
MIR942	0
RPS15AP9	0
VTCN1	2.91988
Metazoa_SRP	0
LINC01525	0
RP11-188D8.1	0.240866
RP4-675C20.4	0.23402
VPS25P1	0
AL157902.3	0
FAM46C	2.10813
VDAC2P3	0
SNORA40	0
RP11-134N8.2	0
PNRC2P1	0.06962
GDAP2	3.04846
SPAG17	0.337572
RNA5SP56	0
PSMC1P12	0
RP4-630J13.1	0
RP4-712E4.1	0
RP4-712E4.2	0
WARS2-IT1	0.305292
RBMX2P3	0
RPS3AP12	0.0452291
RP11-418J17.1	1.99548
RPL6P2	0
RP11-418J17.3	0
LINC01780	0
RNU1-75P	0
HAO2	1.48189
HAO2-IT1	0
HSD3B2	0.119099
GAPDHP74	0.0931989
HSD3BP2	0
GAPDHP23	0.0449338
HSD3BP1	0
GAPDHP58	0.0482667
HSD3B1	0.313802
GAPDHP32	0.603416
HSD3BP3	0.0613089
GAPDHP27	0.257204
HSD3BP4	0.24555
GAPDHP33	0.275873
LINC00622	1.12742
HSD3BP5	0.766813
ZNF697	2.34102
REG4	0
NBPF7	0
PFN1P9	0
NOTCH2P1	0
ADAM30	0
RP5-1042I8.7	3.95274
RP11-114O18.1	0
RNU6-465P	0
CH17-472G23.1	0.370257
7SK	0
CH17-472G23.2	2.86575
U1	0
PFN1P2	1.19552
CH17-472G23.4	3.03754
U2	0
7SK	0
RNVU1-19	0.44772
PPIAL4A	0
CH17-118O6.6	0.0767532
RNVU1-4	0.277862
LINC00623	1.38198
CH17-118O6.3	0
U1	0
CH17-118O6.4	0
FCGR1B	0.0476676
RP11-439A17.10	0
RP11-439A17.9	0.0321254
HIST2H2BA	0.618336
RP11-439A17.4	0
HIST2H3DP1	0.495473
RP11-439A17.5	0
FAM72B	0.576032
CH17-219N22.1	0
SRGAP2-AS1	0.0250772
CH17-437K3.1	0.12322
RP11-343N15.2	0
RP11-344P13.4	0
RP11-344P13.3	0
RP11-344P13.6	0
EMBP1	0.528639
LINC01691	0
CH17-333M13.2	0
CH17-333M13.1	0
CH17-13I23.3	1.42243
5S_rRNA	0
CH17-13I23.2	0
CH17-13I23.1	0
NKAIN1P1	0
RP11-763B22.7	0
RP11-763B22.6	0
RP11-744H18.1	0
NBPF17P	0.020824
PFN1P12	0
RNU1-114P	0
RNVU1-17	0
RNU1-92P	0
RNVU1-18	0
RP11-403I13.5	0.147241
RP11-403I13.4	0
FAM91A3P	0
RP11-403I13.10	0
RP11-403I13.7	0
RNU1-143P	0
RP11-403I13.9	0
RP5-998N21.3	0
FCGR1CP	0.0353204
HIST2H2BB	0.928173
RP5-998N21.4	0
RP5-998N21.7	0
HIST2H3PS2	0.280011
RPL22P5	0
FAM72C	0.316014
SRGAP2D	1.91403
IGKV1OR1-1	0
CH17-248H7.2	0
CH17-248H7.3	0
RP11-14N7.2	0.671196
5S_rRNA	0
DRD5P2	0
CH17-125A10.1	0
PPIAL4E	0.113823
RP11-666A1.7	0
RNVU1-15	0.173233
RP11-763B22.4	0
RP11-763B22.3	0
PFN1P6	0.27357
RP11-666A1.4	0
U1	0
U1	0
U1	0
PPIAL4F	0
LINC01632	0
RP11-289H16.1	0
RP11-763B22.11	0
RNA5SP59	0
CH17-164J11.1	0
SRGAP2B	2.33871
RP3-365I19.2	0
FAM72D	0.366392
CH17-195P21.1	0
RP11-403I13.8	0.890615
U1	0
CH17-195P21.2	0.803603
RP11-289I10.2	0.925498
PPIAL4D	0.170757
RP11-289I10.3	0
CH17-373J23.1	0.506361
RP11-89F3.2	0
NBPF20	0.390681
PFN1P3	0.14331
U1	0
U1	0
CH17-262O2.2	0
CH17-262O2.1	0
NBPF25P	1.1153
GPR89A	3.58844
PDZK1	0.832724
CD160	0.275058
NUDT17	3.51923
MIR6736	0
ITGA10	2.69388
RP11-315I20.3	0
GNRHR2	2.37323
LIX1L-AS1	0.30958
ANKRD34A	0.715885
HFE2	0.0752892
RNVU1-6	0
LINC01719	0.313594
NBPF10	1.6188
NOTCH2NL	2.81479
CH17-353B19.1	0
RNU6-1071P	0
NUDT4P2	0
CH17-385C13.2	0.631453
CH17-385C13.3	0
U1	0.159375
U1	0
RP11-640M9.4	0
CH17-408M7.1	0.0637436
5S_rRNA	0
HYDIN2	0.0809675
U6atac	0
PFN1P8	0.185835
RP4-704D21.2	0
NBPF13P	0.115607
RP11-325P15.1	0.0791346
RNVU1-8	0
RP11-325P15.2	0.045947
NBPF13P	0.0323999
RP11-337C18.8	1.34681
PDIA3P1	3.11284
CCT8P1	4.44528
RPL7AP15	0.428589
LINC00624	0.822476
RP11-337C18.4	0
OR13Z1P	0
Y_RNA	0
OR13Z2P	0
OR13Z3P	0
RN7SL261P	0
RP11-533N14.3	0
GJA5	1.35476
RP11-433J22.3	0
RP11-314N2.2	0
GJA8	0
RP6-74O6.2	1.3536
PDZK1P1	0
XXyac-YX155B6.7	0.338094
RNU1-129P	0.198612
RP11-94I2.4	0.592013
RNVU1-7	0.235457
PDE4DIPP1	0.0559522
PFN1P4	0.866007
ABHD17AP1	0.473198
RP4-565E6.1	0.0589916
XXyac-YX155B6.5	0
RNA5SP57	0
RP11-301M17.2	0
RP11-301M17.1	0
RNU1-120P	0.298194
LINC01731	0
RP11-495P10.9	0
LINC01138	0.97058
RP11-495P10.5	0.024875
RP11-495P10.4	0
RP11-495P10.3	0.0399663
Y_RNA	0
MIR5087	0
RNU1-122P	0.256097
RP6-74O6.6	1.41847
RNVU1-1	0.608642
RNVU1-2	0
MIR6077	0
RNU1-13P	0
RP11-495P10.1	0.657907
RNVU1-3	0.299703
RP11-495P10.10	0.464969
CH17-172B3.1	2.01821
PPIAL4G	0
U1	0.473885
RNU6-1171P	0
NUDT4P1	0
CH17-478G19.2	0
RP4-725K1.1	0
RN7SKP88	0
RNU2-38P	0
RP4-791M13.5	0
RP4-791M13.4	0
RP4-791M13.3	0
NBPF9	4.35345
CH17-78J1.1	0
RNU1-59P	0
CH17-189H20.1	2.7006
WI2-1896O14.1	4.92365
RP11-326G21.1	0.263561
7SK	0
RP11-544O24.2	0
PPIAL4C	0
LINC00869	0.875181
RP11-353N4.6	0.580411
U1	0.666906
RP11-353N4.5	0
RNU1-68P	0
RP11-196G18.1	0
FCGR1A	0.0864937
HIST2H2BF	2.41459
RP11-196G18.3	0.0965155
HIST2H3D	0.467584
HIST2H4A	0.0908858
HIST2H3C	0
HIST2H2AA3	0.153685
HIST2H2BD	0.43956
HIST2H2BC	0.805768
HIST2H2AA4	0.197973
HIST2H3A	0
HIST2H4B	0.0200235
RP11-196G18.23	0
HIST2H2AC	2.93294
HIST2H2AB	0.71205
SV2A	1.03494
RP11-458I7.1	0.232808
RN7SL480P	0
RNU2-17P	0.205944
RP4-790G17.7	0
CA14	1.65162
MIR6878	0
FALEC	0.718553
RP11-54A4.2	1.04623
MIR4257	0.244979
ADAMTSL4-AS1	0.885076
RN7SL473P	0.480639
RN7SL600P	0.716813
SNORA40	3.04443
U4	1.34642
HORMAD1	2.11275
RNU6-1042P	0
RP11-363I22.3	0.13385
UBE2D3P3	0.307943
RNU6-1309P	0
RPS27AP6	0.295841
RP11-235D19.4	0
CYCSP51	0
RP11-316M1.3	0
RNU6-884P	0
MLLT11	4.36578
RPS29P29	0
RP11-68I18.10	0.519738
TNFAIP8L2	1.96207
TMOD4	0.605047
RP11-126K1.2	0.302985
RN7SL444P	0.249203
RP11-126K1.9	0
RP11-126K1.6	0.23347
RNY4P25	0
SNORA44	0.399663
RP11-74C1.4	1.05906
MIR554	0
RP11-74C1.2	2.37362
RP11-404E16.1	0.185532
RNU6-1062P	0
RP11-98D18.1	0
CELF3	0.0577614
RIIAD1	0.0329469
RNU6-662P	0
RP11-98D18.15	0
RP11-98D18.7	0
OAZ3	0.509823
RP11-98D18.16	0
RP11-98D18.3	0.7486
TDRKH	2.1575
TDRKH-AS1	0.674347
RP11-98D18.17	0.0508505
LINGO4	0.558229
C2CD4D	3.4596
Y_RNA	3.06668
KRT8P28	0
AL591893.1	0.100374
AL450992.6	0
SPTLC1P4	0
TCHHL1	0.0098985
TCHH	0.985127
AL589986.2	0
PUDPP2	0
FLG-AS1	0.860859
RP11-107M16.2	0.529699
HRNR	0.384595
HMGN3P1	0
LCE3C	0.113074
LCE3B	0
LCE3A	0.241841
RP1-52J10.9	0
LCE4A	1.07554
RP1-43O17.1	0
RP1-43O17.2	0.0685576
SMCP	0.109929
LINC01527	0.0274225
SPRR3	1.12109
SNORA31	0
RP1-20N18.4	0
SPRR2A	2.71858
SPRR2F	0.72254
SPRR2C	1.65645
RP1-140J1.1	0.908402
LELP1	0.110194
PRR9	0.976212
RP1-140J1.4	0.0502643
RNU6-160P	0
S100A12	0.618092
LAPTM4BP1	0
AL591704.7	0
S100A7A	0.114523
AL591704.9	0
S100A7L2	0
RN7SL44P	0
BX470102.3	2.40947
S100A5	0.525103
S100A1	2.03211
RP1-178F15.4	3.9296
MIR8083	0
RN7SL372P	0
GEMIN2P1	0
Y_RNA	0
RP11-216N14.8	0
RP11-216N14.9	0.371784
Y_RNA	0
RP11-216N14.5	0.0634893
RP11-216N14.7	0.178544
RP11-759F5.1	0
MIR6737	0
RP11-422P24.12	0.73708
RP11-422P24.10	0.854752
RP11-422P24.11	2.23458
NUP210L	0.0659247
RP11-422P24.9	0.212445
RNU6-179P	0
RPS7P2	0
MIR5698	0
RN7SL431P	0.46676
MIR190B	0
C1orf189	0.115845
SNORA58	0
SNORD59	0
RNU6-239P	0
RNU6-121P	0
RP11-137P24.5	0
AQP10	0.101593
RNU7-57P	0
RP11-350G8.4	0
RPSAP17	0.207271
RP11-350G8.5	0.099699
PSMD8P1	0.114838
SHE	3.51842
TDRD10	3.23504
UBE2Q1-AS1	0.178695
CHRNB2	0.219233
KCNN3	0.372261
RP11-307C12.13	0.208893
Metazoa_SRP	0.182865
RP11-307C12.12	2.09608
MIR4258	0.320368
LENEP	0.0929698
DCST1	3.52708
Y_RNA	0
HMGN2P18	0
TRIM46	0.535459
RP11-263K19.4	2.84462
RP11-263K19.6	4.63375
GBAP1	2.74886
MTX1P1	1.07573
PKLR	0.664421
MIR555	0
RNU6-106P	0
ASH1L-IT1	0.0653368
RNU6-1297P	0
POU5F1P4	0.0896444
ASH1L-AS1	4.67341
RP11-29H23.7	1.29801
DAP3P1	0
RP11-29H23.6	0.0537855
RP11-29H23.4	0
RP11-29H23.5	0.577854
RP11-243J18.2	0
RP11-101O6.2	0.208762
SYT11	3.38061
U4	0
SNORA80E	0.298069
RXFP4	0.0342484
MIR6738	0
RP11-336K24.12	0.276173
RP11-336K24.5	0.0740281
MEX3A	0.798468
SNORA26	0
VHLL	0
TSACC	0.369024
RP11-139I14.2	0.0110806
C1orf61	0.0690497
MIR9-1	0
RP11-98G7.1	0.039698
Y_RNA	0
RP11-284F21.8	0.0277702
IQGAP3	2.77941
TTC24	0.0542989
RP11-284F21.11	0.29762
HAPLN2	0.885261
RP11-284F21.9	0.0923733
BCAN	4.41425
RP11-284F21.10	0.165378
RP11-284F21.7	0.282668
RP11-66D17.3	0.0138153
RP11-66D17.5	1.84587
SH2D2A	0.547539
NTRK1	0.114135
INSRR	0.024401
LRRC71	0.113497
MIR765	0.462834
RN7SL612P	0
RP11-110J1.2	0.066402
KRT8P45	0.0965254
ETV3L	0.023835
CYCSP52	0.465528
RP11-71G12.1	0
RP11-71G12.2	0
RP11-85G21.1	0
RP11-85G21.3	0
RP11-85G21.2	0
FCRL5	0.0146699
FCRL4	0
RP4-801G22.2	0
RP4-801G22.3	0
FCRL3	0.0165343
RP11-367J7.3	0
RP11-367J7.4	0
VDAC1P9	0
FCRL2	0
FCRL1	0.0303727
CD5L	0.0455966
MRPS21P2	0
RP11-451O13.1	0
KIRREL-IT1	0.0664004
LINC01704	0.0430993
ELL2P1	0.0487157
CD1D	0.472875
RP11-404O13.4	0
RP11-404O13.5	0
HMGN1P5	0
CD1C	4.31557
CD1B	0.391265
CD1E	2.20867
OR10T2	0
OR10K2	0
OR10T1P	0
EI24P2	0.119717
OR10K1	0
RP11-144L1.4	0
OR10R2	0
